,index,id,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9,lactation_1,lactation_2,lactation_3,lactation_4,lactation_5,lactation_6,lactation_7,lactation_8,lactation_9,total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,milk_days_1,milk_days_2,milk_days_3,milk_days_4,milk_days_5,milk_days_6,milk_days_7,milk_days_8,milk_days_9,vaca_x,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9,vaca_y,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,inseminacion_lac_4,inseminacion_lac_5,inseminacion_lac_6,inseminacion_lac_7,inseminacion_lac_8,inseminacion_lac_9,abortos_Lac_1,abortos_lac_2,abortos_lac_3,abortos_lac_4,abortos_lac_5,abortos_lac_6,abortos_lac_7,abortos_lac_8,abortos_lac_9
2676,2707,10796,milking,labor,21,7/24/2019,2,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7840,0,0,0,0,0,0,0,0,281,17,0,0,0,0,0,0,0,10796,0,0,-1,-1,-1,-1,-1,-1,-1,10796,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2677,2708,10797,milking,pregnacy,16,7/24/2019,1,325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12215,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,10797,0,-1,-1,-1,-1,-1,-1,-1,-1,10797,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2678,2709,10799,dry,pregnacy,84,7/24/2019,1,314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11534,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,10799,0,-1,-1,-1,-1,-1,-1,-1,-1,10799,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2679,2710,10802,milking,labor,21,7/25/2019,2,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7469,0,0,0,0,0,0,0,0,266,8,0,0,0,0,0,0,0,10802,0,0,-1,-1,-1,-1,-1,-1,-1,10802,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2680,2711,10803,milking,pregnacy,16,7/25/2019,1,323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8555,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,10803,0,-1,-1,-1,-1,-1,-1,-1,-1,10803,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2681,2712,10804,milking,labor,21,7/25/2019,2,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5888,0,0,0,0,0,0,0,0,278,12,0,0,0,0,0,0,0,10804,0,0,-1,-1,-1,-1,-1,-1,-1,10804,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2682,2713,10805,milking,heat,20,7/25/2019,2,37,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7814,1526,0,0,0,0,0,0,0,274,35,0,0,0,0,0,0,0,10805,0,0,-1,-1,-1,-1,-1,-1,-1,10805,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2683,2714,10807,milking,pregnacy,16,7/26/2019,1,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10732,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,10807,0,-1,-1,-1,-1,-1,-1,-1,-1,10807,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2684,2715,10811,milking,pregnacy,12,7/26/2019,1,281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9158,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,10811,0,-1,-1,-1,-1,-1,-1,-1,-1,10811,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2685,2716,10812,milking,labor,21,7/26/2019,2,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8812,0,0,0,0,0,0,0,0,284,14,0,0,0,0,0,0,0,10812,0,0,-1,-1,-1,-1,-1,-1,-1,10812,2,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2686,2717,10813,milking,pregnacy,16,7/27/2019,1,375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10909,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,10813,0,-1,-1,-1,-1,-1,-1,-1,-1,10813,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2687,2718,10816,milking,pregnacy,12,7/27/2019,1,294,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10755,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,10816,1,-1,-1,-1,-1,-1,-1,-1,-1,10816,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2688,2719,10819,milking,pregnacy,30,7/27/2019,1,344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9982,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,10819,0,-1,-1,-1,-1,-1,-1,-1,-1,10819,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2689,2720,10820,dry,pregnacy,1,7/28/2019,1,266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8676,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,10820,0,-1,-1,-1,-1,-1,-1,-1,-1,10820,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2690,2721,10824,milking,pregnacy,30,7/28/2019,1,352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9643,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,10824,0,-1,-1,-1,-1,-1,-1,-1,-1,10824,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2691,2722,10827,dry,pregnacy,1,7/29/2019,1,303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8288,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,10827,0,-1,-1,-1,-1,-1,-1,-1,-1,10827,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2692,2723,10828,milking,labor,21,7/29/2019,2,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9096,0,0,0,0,0,0,0,0,300,5,0,0,0,0,0,0,0,10828,0,0,-1,-1,-1,-1,-1,-1,-1,10828,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2693,2724,10830,milking,pregnacy,12,7/29/2019,1,279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9621,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,10830,0,-1,-1,-1,-1,-1,-1,-1,-1,10830,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2694,2725,10831,milking,pregnacy,12,7/29/2019,1,323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11079,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,10831,0,-1,-1,-1,-1,-1,-1,-1,-1,10831,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2695,2726,10832,milking,labor,20,7/29/2019,2,22,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7349,509,0,0,0,0,0,0,0,261,20,0,0,0,0,0,0,0,10832,1,0,-1,-1,-1,-1,-1,-1,-1,10832,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2696,2727,10833,dry,pregnacy,86,7/29/2019,1,277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9442,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,10833,0,-1,-1,-1,-1,-1,-1,-1,-1,10833,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2697,2728,10834,milking,insemination,12,7/30/2019,1,339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11079,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,10834,0,-1,-1,-1,-1,-1,-1,-1,-1,10834,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2698,2729,10835,milking,heat,20,7/30/2019,2,55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6158,1866,0,0,0,0,0,0,0,269,53,0,0,0,0,0,0,0,10835,0,0,-1,-1,-1,-1,-1,-1,-1,10835,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2699,2730,10836,dry,pregnacy,85,7/30/2019,1,312,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2858,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,10836,1,-1,-1,-1,-1,-1,-1,-1,-1,10836,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2700,2731,10837,milking,heat,20,7/30/2019,2,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7316,1286,0,0,0,0,0,0,0,269,44,0,0,0,0,0,0,0,10837,0,0,-1,-1,-1,-1,-1,-1,-1,10837,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2701,2732,10839,milking,pregnacy,12,7/30/2019,1,336,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10224,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,10839,2,-1,-1,-1,-1,-1,-1,-1,-1,10839,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2702,2733,10840,dry,pregnacy,85,7/30/2019,1,360,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9238,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,10840,0,-1,-1,-1,-1,-1,-1,-1,-1,10840,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2703,2734,10841,dry,pregnacy,84,7/30/2019,1,358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11984,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,10841,0,-1,-1,-1,-1,-1,-1,-1,-1,10841,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2704,2735,10844,dry,pregnacy,84,7/30/2019,1,325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3291,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,10844,0,-1,-1,-1,-1,-1,-1,-1,-1,10844,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2705,2736,10847,dry,pregnacy,84,7/31/2019,1,329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7324,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,10847,0,-1,-1,-1,-1,-1,-1,-1,-1,10847,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2706,2737,10851,milking,pregnacy,16,7/31/2019,1,258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3511,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,10851,0,-1,-1,-1,-1,-1,-1,-1,-1,10851,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2707,2738,10852,milking,pregnacy,12,7/31/2019,1,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10074,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,10852,0,-1,-1,-1,-1,-1,-1,-1,-1,10852,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2708,2739,10856,milking,insemination,11,7/31/2019,1,186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5386,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,10856,0,-1,-1,-1,-1,-1,-1,-1,-1,10856,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2709,2740,10858,milking,pregnacy,12,8/1/2019,1,339,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10041,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,10858,0,-1,-1,-1,-1,-1,-1,-1,-1,10858,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2710,2741,10859,milking,pregnacy,30,8/1/2019,1,374,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11824,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,10859,0,-1,-1,-1,-1,-1,-1,-1,-1,10859,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2711,2742,10860,milking,pregnacy,12,8/1/2019,1,331,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11082,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,10860,1,-1,-1,-1,-1,-1,-1,-1,-1,10860,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2712,2743,10861,milking,pregnacy,12,8/2/2019,1,240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7365,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,10861,0,-1,-1,-1,-1,-1,-1,-1,-1,10861,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2713,2744,10863,milking,heat,20,8/2/2019,2,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7433,767,0,0,0,0,0,0,0,287,31,0,0,0,0,0,0,0,10863,0,0,-1,-1,-1,-1,-1,-1,-1,10863,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2714,2745,10866,milking,insemination,12,8/2/2019,1,323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11273,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,10866,0,-1,-1,-1,-1,-1,-1,-1,-1,10866,5,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2715,2746,10867,milking,insemination,12,8/2/2019,1,284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8978,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,10867,0,-1,-1,-1,-1,-1,-1,-1,-1,10867,8,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2716,2747,10868,milking,insemination,16,8/2/2019,1,264,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8758,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,10868,0,-1,-1,-1,-1,-1,-1,-1,-1,10868,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2717,2748,10870,milking,pregnacy,16,8/3/2019,1,270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7553,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,10870,0,-1,-1,-1,-1,-1,-1,-1,-1,10870,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2718,2749,10871,dry,pregnacy,84,8/3/2019,1,323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9093,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,10871,0,-1,-1,-1,-1,-1,-1,-1,-1,10871,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2719,2750,10872,milking,labor,21,8/3/2019,2,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8120,0,0,0,0,0,0,0,0,286,16,0,0,0,0,0,0,0,10872,0,0,-1,-1,-1,-1,-1,-1,-1,10872,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2720,2751,10874,milking,labor,21,8/3/2019,2,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7078,0,0,0,0,0,0,0,0,269,14,0,0,0,0,0,0,0,10874,0,0,-1,-1,-1,-1,-1,-1,-1,10874,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2721,2752,10876,milking,pregnacy,30,8/4/2019,1,353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3422,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,10876,0,-1,-1,-1,-1,-1,-1,-1,-1,10876,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2722,2753,10877,milking,labor,21,8/4/2019,2,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7884,0,0,0,0,0,0,0,0,267,10,0,0,0,0,0,0,0,10877,0,0,-1,-1,-1,-1,-1,-1,-1,10877,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2723,2754,10878,milking,pregnacy,12,8/4/2019,1,247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7683,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,10878,0,-1,-1,-1,-1,-1,-1,-1,-1,10878,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2724,2755,10879,milking,pregnacy,30,8/5/2019,1,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9328,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,10879,0,-1,-1,-1,-1,-1,-1,-1,-1,10879,7,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2725,2756,10880,milking,labor,21,8/5/2019,2,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7911,0,0,0,0,0,0,0,0,282,13,0,0,0,0,0,0,0,10880,1,0,-1,-1,-1,-1,-1,-1,-1,10880,2,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2726,2757,10882,milking,pregnacy,12,8/6/2019,1,261,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9955,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,10882,1,-1,-1,-1,-1,-1,-1,-1,-1,10882,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2727,2758,10883,milking,pregnacy,16,8/6/2019,1,381,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11532,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,10883,1,-1,-1,-1,-1,-1,-1,-1,-1,10883,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2728,2759,10886,milking,pregnacy,30,8/6/2019,1,288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8053,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,10886,0,-1,-1,-1,-1,-1,-1,-1,-1,10886,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2729,2760,10887,dry,pregnacy,1,8/7/2019,1,293,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7471,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,10887,0,-1,-1,-1,-1,-1,-1,-1,-1,10887,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2730,2761,10888,milking,abortion,11,8/7/2019,1,210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7419,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,10888,0,-1,-1,-1,-1,-1,-1,-1,-1,10888,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2731,2762,10889,milking,labor,20,8/7/2019,2,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7539,674,0,0,0,0,0,0,0,273,22,0,0,0,0,0,0,0,10889,0,0,-1,-1,-1,-1,-1,-1,-1,10889,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2732,2763,10890,dry,pregnacy,1,8/7/2019,1,279,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8376,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,10890,0,-1,-1,-1,-1,-1,-1,-1,-1,10890,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2733,2764,10891,dry,pregnacy,1,8/7/2019,1,292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6695,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,10891,1,-1,-1,-1,-1,-1,-1,-1,-1,10891,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2734,2765,10892,milking,pregnacy,12,8/7/2019,1,289,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8687,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,10892,0,-1,-1,-1,-1,-1,-1,-1,-1,10892,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2735,2766,10893,dry,pregnacy,85,8/7/2019,1,288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8551,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,10893,0,-1,-1,-1,-1,-1,-1,-1,-1,10893,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2736,2767,10894,milking,labor,21,8/8/2019,2,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7319,0,0,0,0,0,0,0,0,273,14,0,0,0,0,0,0,0,10894,0,0,-1,-1,-1,-1,-1,-1,-1,10894,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2737,2768,10895,milking,pregnacy,30,8/8/2019,1,360,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9400,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,10895,1,-1,-1,-1,-1,-1,-1,-1,-1,10895,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2738,2769,10896,milking,pregnacy,12,8/8/2019,1,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7967,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,10896,0,-1,-1,-1,-1,-1,-1,-1,-1,10896,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2739,2770,10897,milking,labor,21,8/8/2019,2,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6575,0,0,0,0,0,0,0,0,277,6,0,0,0,0,0,0,0,10897,0,0,-1,-1,-1,-1,-1,-1,-1,10897,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
2740,2771,10899,dry,pregnacy,85,8/8/2019,1,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9656,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,10899,0,-1,-1,-1,-1,-1,-1,-1,-1,10899,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2741,2772,10900,dry,pregnacy,86,8/8/2019,1,315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9198,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,10900,0,-1,-1,-1,-1,-1,-1,-1,-1,10900,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2742,2773,10901,milking,pregnacy,30,8/8/2019,1,364,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10247,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,10901,1,-1,-1,-1,-1,-1,-1,-1,-1,10901,5,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2743,2774,10902,milking,pregnacy,11,8/8/2019,1,193,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4342,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,10902,0,-1,-1,-1,-1,-1,-1,-1,-1,10902,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
2744,2775,10903,milking,pregnacy,12,8/8/2019,1,315,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9813,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,10903,0,-1,-1,-1,-1,-1,-1,-1,-1,10903,7,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2745,2776,10906,dry,pregnacy,1,8/8/2019,1,288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7112,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,10906,0,-1,-1,-1,-1,-1,-1,-1,-1,10906,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
2746,2777,10907,milking,pregnacy,12,8/8/2019,1,275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9891,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,10907,0,-1,-1,-1,-1,-1,-1,-1,-1,10907,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
