total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,total,index
10317,7774,9378,0,0,0,0,0,0,27469,0
6857,14196,9915,0,0,0,0,0,0,30968,0
10582,14392,3462,0,0,0,0,0,0,28436,0
16396,15255,0,0,0,0,0,0,0,31651,0
9190,11520,7908,0,0,0,0,0,0,28618,0
18572,12062,9847,0,0,0,0,0,0,40481,0
8551,10070,8222,0,0,0,0,0,0,26843,0
12712,12662,5864,0,0,0,0,0,0,31238,0
7615,9183,12048,1861,0,0,0,0,0,30707,0
7386,8583,10981,4642,0,0,0,0,0,31592,0
8831,8550,7457,0,0,0,0,0,0,24838,0
10704,8462,10812,0,0,0,0,0,0,29978,0
9747,11431,9066,0,0,0,0,0,0,30244,0
10640,9335,7377,0,0,0,0,0,0,27352,0
7490,11089,1666,0,0,0,0,0,0,20245,0
16719,12012,0,0,0,0,0,0,0,28731,0
14160,11378,0,0,0,0,0,0,0,25538,0
9883,11933,5737,0,0,0,0,0,0,27553,0
11145,9585,4596,0,0,0,0,0,0,25326,0
15274,16835,0,0,0,0,0,0,0,32109,0
11227,11041,8181,0,0,0,0,0,0,30449,0
19362,13333,0,0,0,0,0,0,0,32695,0
14602,10118,3977,0,0,0,0,0,0,28697,0
9253,8303,5220,0,0,0,0,0,0,22776,0
8716,14545,656,0,0,0,0,0,0,23917,0
8744,10486,11262,0,0,0,0,0,0,30492,0
8527,8724,8643,0,0,0,0,0,0,25894,0
9714,14706,2294,0,0,0,0,0,0,26714,0
13284,9360,2360,0,0,0,0,0,0,25004,0
9961,12200,7184,0,0,0,0,0,0,29345,0
8819,13955,3769,0,0,0,0,0,0,26543,0
8342,9180,8983,0,0,0,0,0,0,26505,0
8805,9267,3590,0,0,0,0,0,0,21662,0
7708,4948,6580,0,0,0,0,0,0,19236,0
17829,8879,0,0,0,0,0,0,0,26708,0
13800,11531,0,0,0,0,0,0,0,25331,0
9571,9646,4511,0,0,0,0,0,0,23728,0
9404,8944,9695,0,0,0,0,0,0,28043,0
10340,9970,10537,0,0,0,0,0,0,30847,0
7742,8934,6597,0,0,0,0,0,0,23273,0
11655,8767,2918,0,0,0,0,0,0,23340,0
8480,9609,8367,0,0,0,0,0,0,26456,0
10715,9729,7756,0,0,0,0,0,0,28200,0
8303,8672,6442,0,0,0,0,0,0,23417,0
8652,9649,6719,0,0,0,0,0,0,25020,0
9003,11385,9258,0,0,0,0,0,0,29646,0
7305,7730,7196,0,0,0,0,0,0,22231,0
9465,9416,10765,0,0,0,0,0,0,29646,0
16882,12743,0,0,0,0,0,0,0,29625,0
8101,10411,6000,0,0,0,0,0,0,24512,0
8722,10543,8724,0,0,0,0,0,0,27989,0
9261,12506,6381,0,0,0,0,0,0,28148,0
11403,10862,7414,0,0,0,0,0,0,29679,0
9349,8090,4685,0,0,0,0,0,0,22124,0
8671,10039,8480,0,0,0,0,0,0,27190,0
13433,10601,0,0,0,0,0,0,0,24034,0
9443,12852,4084,0,0,0,0,0,0,26379,0
16648,8678,4952,0,0,0,0,0,0,30278,0
9611,10477,9984,0,0,0,0,0,0,30072,0
11749,14657,0,0,0,0,0,0,0,26406,0
9358,8724,12008,0,0,0,0,0,0,30090,0
8184,8352,11466,0,0,0,0,0,0,28002,0
12521,12008,3403,0,0,0,0,0,0,27932,0
8536,8624,9018,0,0,0,0,0,0,26178,0
7583,9909,7202,0,0,0,0,0,0,24694,0
10530,10386,9135,0,0,0,0,0,0,30051,0
11436,12375,2574,0,0,0,0,0,0,26385,0
9061,11089,6993,0,0,0,0,0,0,27143,0
13131,12620,0,0,0,0,0,0,0,25751,0
9370,10410,7296,0,0,0,0,0,0,27076,0
10647,10190,8567,0,0,0,0,0,0,29404,0
12073,7982,3956,0,0,0,0,0,0,24011,0
18149,7343,0,0,0,0,0,0,0,25492,0
13548,10333,7779,0,0,0,0,0,0,31660,0
9455,6946,6271,0,0,0,0,0,0,22672,0
10818,9256,7978,0,0,0,0,0,0,28052,0
10142,11809,5664,0,0,0,0,0,0,27615,0
8360,9300,9167,0,0,0,0,0,0,26827,0
15190,10800,0,0,0,0,0,0,0,25990,0
18609,6145,0,0,0,0,0,0,0,24754,0
7237,8755,8210,0,0,0,0,0,0,24202,0
8926,10852,7989,0,0,0,0,0,0,27767,0
8698,9893,7790,0,0,0,0,0,0,26381,0
10273,7857,8640,0,0,0,0,0,0,26770,0
9365,8756,9722,0,0,0,0,0,0,27843,0
11587,9879,6521,0,0,0,0,0,0,27987,0
8742,8753,7346,0,0,0,0,0,0,24841,0
8294,9052,7026,0,0,0,0,0,0,24372,0
13460,13355,0,0,0,0,0,0,0,26815,0
9203,8846,10216,0,0,0,0,0,0,28265,0
12403,10507,5681,0,0,0,0,0,0,28591,0
8949,8706,7172,0,0,0,0,0,0,24827,0
7710,8603,5696,0,0,0,0,0,0,22009,0
9176,10543,7271,0,0,0,0,0,0,26990,0
11320,10447,7035,0,0,0,0,0,0,28802,0
12740,13302,0,0,0,0,0,0,0,26042,0
9432,9468,7704,0,0,0,0,0,0,26604,0
7313,12734,8514,0,0,0,0,0,0,28561,0
14649,9619,0,0,0,0,0,0,0,24268,0
10621,10761,9690,0,0,0,0,0,0,31072,0
8748,8667,8946,0,0,0,0,0,0,26361,0
8596,6490,10427,0,0,0,0,0,0,25513,0
10183,9776,8175,0,0,0,0,0,0,28134,0
7196,7783,6170,0,0,0,0,0,0,21149,0
15246,10611,0,0,0,0,0,0,0,25857,0
16213,14862,0,0,0,0,0,0,0,31075,0
7766,7081,5459,0,0,0,0,0,0,20306,0
8225,9709,7626,0,0,0,0,0,0,25560,0
8520,9277,7923,0,0,0,0,0,0,25720,0
10023,11337,10410,0,0,0,0,0,0,31770,0
8867,10265,6192,0,0,0,0,0,0,25324,0
8761,8120,6364,0,0,0,0,0,0,23245,0
8248,9430,5616,0,0,0,0,0,0,23294,0
7030,8200,4926,0,0,0,0,0,0,20156,0
7820,9018,9979,0,0,0,0,0,0,26817,0
10058,11024,0,0,0,0,0,0,0,21082,0
9561,13017,5950,0,0,0,0,0,0,28528,0
12735,13147,0,0,0,0,0,0,0,25882,0
10381,12578,2469,0,0,0,0,0,0,25428,0
6457,7599,8225,0,0,0,0,0,0,22281,0
13427,10196,0,0,0,0,0,0,0,23623,0
13908,11181,5241,0,0,0,0,0,0,30330,0
7205,8134,8715,0,0,0,0,0,0,24054,0
7633,7204,8650,0,0,0,0,0,0,23487,0
16866,8918,0,0,0,0,0,0,0,25784,0
9605,13989,7824,0,0,0,0,0,0,31418,0
9293,9533,10912,0,0,0,0,0,0,29738,0
8905,6505,9767,0,0,0,0,0,0,25177,0
8085,8350,10060,0,0,0,0,0,0,26495,0
9572,14078,0,0,0,0,0,0,0,23650,0
10372,8861,2930,0,0,0,0,0,0,22163,0
9402,8160,7281,0,0,0,0,0,0,24843,0
5838,7413,9282,0,0,0,0,0,0,22533,0
11568,11446,9083,0,0,0,0,0,0,32097,0
7964,7831,8522,0,0,0,0,0,0,24317,0
8875,8532,5617,0,0,0,0,0,0,23024,0
7977,9023,9772,0,0,0,0,0,0,26772,0
10770,7232,4005,0,0,0,0,0,0,22007,0
13366,11179,2654,0,0,0,0,0,0,27199,0
8715,9342,7176,0,0,0,0,0,0,25233,0
6968,7483,6197,0,0,0,0,0,0,20648,0
8668,8293,6160,0,0,0,0,0,0,23121,0
15446,10363,0,0,0,0,0,0,0,25809,0
11147,9859,8015,0,0,0,0,0,0,29021,0
11604,14852,0,0,0,0,0,0,0,26456,0
8878,10594,10753,0,0,0,0,0,0,30225,0
8232,7903,8569,0,0,0,0,0,0,24704,0
9191,8083,5932,0,0,0,0,0,0,23206,0
14946,12674,0,0,0,0,0,0,0,27620,0
6962,9172,10304,0,0,0,0,0,0,26438,0
9721,6966,5363,0,0,0,0,0,0,22050,0
11419,11331,6481,0,0,0,0,0,0,29231,0
11373,11025,4417,0,0,0,0,0,0,26815,0
9453,11025,9143,0,0,0,0,0,0,29621,0
17388,11798,0,0,0,0,0,0,0,29186,0
8973,7949,6601,0,0,0,0,0,0,23523,0
6235,7358,5936,0,0,0,0,0,0,19529,0
10763,10904,8212,0,0,0,0,0,0,29879,0
11127,12309,0,0,0,0,0,0,0,23436,0
7748,7151,2396,0,0,0,0,0,0,17295,0
11068,8825,3157,0,0,0,0,0,0,23050,0
10400,11303,7058,0,0,0,0,0,0,28761,0
7741,7215,6703,0,0,0,0,0,0,21659,0
14913,13065,0,0,0,0,0,0,0,27978,0
10553,10433,5384,0,0,0,0,0,0,26370,0
15024,7737,0,0,0,0,0,0,0,22761,0
9938,7722,7943,0,0,0,0,0,0,25603,0
12264,10629,0,0,0,0,0,0,0,22893,0
9206,11187,8857,0,0,0,0,0,0,29250,0
8509,11548,6033,0,0,0,0,0,0,26090,0
8529,9195,7564,0,0,0,0,0,0,25288,0
7821,8056,7021,0,0,0,0,0,0,22898,0
7384,8501,5542,0,0,0,0,0,0,21427,0
7354,7875,8795,0,0,0,0,0,0,24024,0
9580,10343,3635,0,0,0,0,0,0,23558,0
17292,10804,0,0,0,0,0,0,0,28096,0
12004,13623,0,0,0,0,0,0,0,25627,0
16595,13442,0,0,0,0,0,0,0,30037,0
15778,10913,0,0,0,0,0,0,0,26691,0
9053,8799,6677,0,0,0,0,0,0,24529,0
7900,10550,3453,0,0,0,0,0,0,21903,0
9726,7487,7110,0,0,0,0,0,0,24323,0
10235,9334,9623,0,0,0,0,0,0,29192,0
7734,6506,6617,0,0,0,0,0,0,20857,0
14169,12336,0,0,0,0,0,0,0,26505,0
9251,8810,5307,0,0,0,0,0,0,23368,0
12374,8041,0,0,0,0,0,0,0,20415,0
16365,8860,0,0,0,0,0,0,0,25225,0
8404,8551,7699,0,0,0,0,0,0,24654,0
6783,7404,7741,0,0,0,0,0,0,21928,0
9627,8366,7962,0,0,0,0,0,0,25955,0
9032,8869,2246,0,0,0,0,0,0,20147,0
10298,9054,0,0,0,0,0,0,0,19352,0
11724,11321,6667,0,0,0,0,0,0,29712,0
11646,10680,0,0,0,0,0,0,0,22326,0
8315,9835,5121,0,0,0,0,0,0,23271,0
9398,9409,7869,0,0,0,0,0,0,26676,0
7987,8707,8376,0,0,0,0,0,0,25070,0
11156,11193,25,0,0,0,0,0,0,22374,0
13245,10130,0,0,0,0,0,0,0,23375,0
7900,10208,4393,0,0,0,0,0,0,22501,0
7325,9333,7198,0,0,0,0,0,0,23856,0
8345,9197,6769,0,0,0,0,0,0,24311,0
9542,9793,6888,0,0,0,0,0,0,26223,0
9411,11379,4198,0,0,0,0,0,0,24988,0
9528,11818,1486,0,0,0,0,0,0,22832,0
10265,8468,5017,0,0,0,0,0,0,23750,0
8618,9701,6717,0,0,0,0,0,0,25036,0
8800,9734,8173,0,0,0,0,0,0,26707,0
9281,11052,9113,0,0,0,0,0,0,29446,0
20107,7922,0,0,0,0,0,0,0,28029,0
9935,9400,2450,0,0,0,0,0,0,21785,0
10254,14038,0,0,0,0,0,0,0,24292,0
9216,8383,5681,0,0,0,0,0,0,23280,0
9806,8171,7447,0,0,0,0,0,0,25424,0
8179,11877,3676,0,0,0,0,0,0,23732,0
11703,15087,0,0,0,0,0,0,0,26790,0
8569,7893,5731,0,0,0,0,0,0,22193,0
9641,9309,6717,0,0,0,0,0,0,25667,0
8641,9916,4842,0,0,0,0,0,0,23399,0
6923,8996,5530,0,0,0,0,0,0,21449,0
17904,890,0,0,0,0,0,0,0,18794,0
14700,9596,0,0,0,0,0,0,0,24296,0
8488,10179,7967,0,0,0,0,0,0,26634,0
9839,12315,0,0,0,0,0,0,0,22154,0
10628,14470,0,0,0,0,0,0,0,25098,0
7298,7487,6566,0,0,0,0,0,0,21351,0
16568,8515,0,0,0,0,0,0,0,25083,0
7689,8101,6909,0,0,0,0,0,0,22699,0
10183,11905,0,0,0,0,0,0,0,22088,0
13194,10007,0,0,0,0,0,0,0,23201,0
9277,9553,6397,0,0,0,0,0,0,25227,0
7068,8547,6868,0,0,0,0,0,0,22483,0
11703,9712,689,0,0,0,0,0,0,22104,0
11878,9952,0,0,0,0,0,0,0,21830,0
9879,13682,0,0,0,0,0,0,0,23561,0
8596,9512,8068,0,0,0,0,0,0,26176,0
10806,12062,8385,0,0,0,0,0,0,31253,0
7917,10626,0,0,0,0,0,0,0,18543,0
8695,9111,5397,0,0,0,0,0,0,23203,0
9595,4577,8851,0,0,0,0,0,0,23023,0
11981,12485,1027,0,0,0,0,0,0,25493,0
10221,11484,5614,0,0,0,0,0,0,27319,0
9520,10947,938,0,0,0,0,0,0,21405,0
14415,10464,0,0,0,0,0,0,0,24879,0
10465,9629,0,0,0,0,0,0,0,20094,0
9294,10910,8051,0,0,0,0,0,0,28255,0
13435,11770,0,0,0,0,0,0,0,25205,0
8558,9374,6361,0,0,0,0,0,0,24293,0
8245,9671,6719,0,0,0,0,0,0,24635,0
7511,12385,0,0,0,0,0,0,0,19896,0
8503,8447,6930,0,0,0,0,0,0,23880,0
17424,7026,0,0,0,0,0,0,0,24450,0
10269,10224,0,0,0,0,0,0,0,20493,0
7667,8106,2693,0,0,0,0,0,0,18466,0
7516,9657,4396,0,0,0,0,0,0,21569,0
11452,9719,0,0,0,0,0,0,0,21171,0
11099,9570,0,0,0,0,0,0,0,20669,0
8668,14819,0,0,0,0,0,0,0,23487,0
11976,10382,0,0,0,0,0,0,0,22358,0
8264,9818,4434,0,0,0,0,0,0,22516,0
7085,10449,1602,0,0,0,0,0,0,19136,0
8192,9137,4832,0,0,0,0,0,0,22161,0
7632,9177,6039,0,0,0,0,0,0,22848,0
16826,8359,0,0,0,0,0,0,0,25185,0
14102,4790,0,0,0,0,0,0,0,18892,0
8579,12628,0,0,0,0,0,0,0,21207,0
12743,11238,0,0,0,0,0,0,0,23981,0
9849,11537,0,0,0,0,0,0,0,21386,0
13619,447,0,0,0,0,0,0,0,14066,0
9575,9775,0,0,0,0,0,0,0,19350,0
7787,10711,0,0,0,0,0,0,0,18498,0
8551,9938,743,0,0,0,0,0,0,19232,0
9849,11632,0,0,0,0,0,0,0,21481,0
7615,8237,18,0,0,0,0,0,0,15870,0
9440,8870,932,0,0,0,0,0,0,19242,0
14352,3230,0,0,0,0,0,0,0,17582,0
7759,8837,3038,0,0,0,0,0,0,19634,0
12387,8447,0,0,0,0,0,0,0,20834,0
9597,12474,0,0,0,0,0,0,0,22071,0
15346,6767,0,0,0,0,0,0,0,22113,0
7665,11671,0,0,0,0,0,0,0,19336,0
8187,8496,4311,0,0,0,0,0,0,20994,0
12560,12015,0,0,0,0,0,0,0,24575,0
8750,11138,0,0,0,0,0,0,0,19888,0
8885,11333,2703,0,0,0,0,0,0,22921,0
7719,7688,5058,0,0,0,0,0,0,20465,0
6358,7117,3766,0,0,0,0,0,0,17241,0
7824,8590,4566,0,0,0,0,0,0,20980,0
11891,7255,0,0,0,0,0,0,0,19146,0
8604,8502,2938,0,0,0,0,0,0,20044,0
15317,11806,0,0,0,0,0,0,0,27123,0
9881,10437,0,0,0,0,0,0,0,20318,0
9624,8123,0,0,0,0,0,0,0,17747,0
11879,9505,0,0,0,0,0,0,0,21384,0
11830,11261,0,0,0,0,0,0,0,23091,0
8300,8734,0,0,0,0,0,0,0,17034,0
7378,10712,3012,0,0,0,0,0,0,21102,0
12683,10611,0,0,0,0,0,0,0,23294,0
7168,12778,0,0,0,0,0,0,0,19946,0
11087,9458,0,0,0,0,0,0,0,20545,0
11723,11756,0,0,0,0,0,0,0,23479,0
7611,9745,4043,0,0,0,0,0,0,21399,0
9841,9236,0,0,0,0,0,0,0,19077,0
12747,7574,0,0,0,0,0,0,0,20321,0
9580,10197,1068,0,0,0,0,0,0,20845,0
9893,9449,0,0,0,0,0,0,0,19342,0
6052,8482,4129,0,0,0,0,0,0,18663,0
10728,10756,0,0,0,0,0,0,0,21484,0
13894,11480,0,0,0,0,0,0,0,25374,0
7734,10909,0,0,0,0,0,0,0,18643,0
8184,11181,0,0,0,0,0,0,0,19365,0
7808,8628,0,0,0,0,0,0,0,16436,0
7450,8179,5134,0,0,0,0,0,0,20763,0
10158,11791,0,0,0,0,0,0,0,21949,0
6982,8120,4642,0,0,0,0,0,0,19744,0
13621,10793,0,0,0,0,0,0,0,24414,0
9604,7393,0,0,0,0,0,0,0,16997,0
7155,7625,5978,0,0,0,0,0,0,20758,0
12151,8843,0,0,0,0,0,0,0,20994,0
8286,12175,0,0,0,0,0,0,0,20461,0
7111,10420,0,0,0,0,0,0,0,17531,0
12331,9380,0,0,0,0,0,0,0,21711,0
7460,8690,5516,0,0,0,0,0,0,21666,0
12945,9508,0,0,0,0,0,0,0,22453,0
8684,9865,0,0,0,0,0,0,0,18549,0
13849,9848,0,0,0,0,0,0,0,23697,0
7567,8635,3482,0,0,0,0,0,0,19684,0
8606,12405,0,0,0,0,0,0,0,21011,0
10907,13439,0,0,0,0,0,0,0,24346,0
7610,9548,4152,0,0,0,0,0,0,21310,0
11728,10593,0,0,0,0,0,0,0,22321,0
10444,10812,0,0,0,0,0,0,0,21256,0
9331,10192,0,0,0,0,0,0,0,19523,0
9549,9852,0,0,0,0,0,0,0,19401,0
13541,7904,0,0,0,0,0,0,0,21445,0
12817,11265,0,0,0,0,0,0,0,24082,0
10241,12815,0,0,0,0,0,0,0,23056,0
10876,12009,0,0,0,0,0,0,0,22885,0
15153,12675,0,0,0,0,0,0,0,27828,0
11525,9279,0,0,0,0,0,0,0,20804,0
8161,6356,7122,0,0,0,0,0,0,21639,0
12879,10515,0,0,0,0,0,0,0,23394,0
6973,9148,1280,0,0,0,0,0,0,17401,0
10405,10808,0,0,0,0,0,0,0,21213,0
9041,7350,0,0,0,0,0,0,0,16391,0
11013,9872,0,0,0,0,0,0,0,20885,0
9533,10515,2433,0,0,0,0,0,0,22481,0
8346,10437,811,0,0,0,0,0,0,19594,0
7988,11620,0,0,0,0,0,0,0,19608,0
7743,9288,4188,0,0,0,0,0,0,21219,0
7990,9236,5208,0,0,0,0,0,0,22434,0
8347,9206,4608,0,0,0,0,0,0,22161,0
8191,8853,3955,0,0,0,0,0,0,20999,0
9883,9732,0,0,0,0,0,0,0,19615,0
11961,9697,0,0,0,0,0,0,0,21658,0
8709,8992,0,0,0,0,0,0,0,17701,0
6874,9366,896,0,0,0,0,0,0,17136,0
8424,10357,0,0,0,0,0,0,0,18781,0
8069,8791,0,0,0,0,0,0,0,16860,0
11563,10872,0,0,0,0,0,0,0,22435,0
15984,5952,0,0,0,0,0,0,0,21936,0
8894,10142,3185,0,0,0,0,0,0,22221,0
9218,13074,0,0,0,0,0,0,0,22292,0
9911,5942,0,0,0,0,0,0,0,15853,0
11683,10079,0,0,0,0,0,0,0,21762,0
7213,10201,990,0,0,0,0,0,0,18404,0
8614,7622,0,0,0,0,0,0,0,16236,0
9805,2097,0,0,0,0,0,0,0,11902,0
8787,8250,459,0,0,0,0,0,0,17496,0
7932,12297,0,0,0,0,0,0,0,20229,0
14025,3874,0,0,0,0,0,0,0,17899,0
8302,12499,0,0,0,0,0,0,0,20801,0
8028,11798,0,0,0,0,0,0,0,19826,0
6754,8870,0,0,0,0,0,0,0,15624,0
11322,12796,0,0,0,0,0,0,0,24118,0
10966,10396,0,0,0,0,0,0,0,21362,0
9713,9367,0,0,0,0,0,0,0,19080,0
7186,9686,0,0,0,0,0,0,0,16872,0
9085,9948,0,0,0,0,0,0,0,19033,0
11086,10371,0,0,0,0,0,0,0,21457,0
7367,11427,0,0,0,0,0,0,0,18794,0
6199,9027,0,0,0,0,0,0,0,15226,0
11627,7755,0,0,0,0,0,0,0,19382,0
10031,11276,0,0,0,0,0,0,0,21307,0
12508,2877,0,0,0,0,0,0,0,15385,0
14093,7874,0,0,0,0,0,0,0,21967,0
11197,11614,0,0,0,0,0,0,0,22811,0
12500,10433,0,0,0,0,0,0,0,22933,0
6853,10252,0,0,0,0,0,0,0,17105,0
8762,13296,0,0,0,0,0,0,0,22058,0
5293,8649,654,0,0,0,0,0,0,14596,0
17195,950,0,0,0,0,0,0,0,18145,0
9110,9432,0,0,0,0,0,0,0,18542,0
10152,11373,0,0,0,0,0,0,0,21525,0
6960,9928,0,0,0,0,0,0,0,16888,0
8216,9605,0,0,0,0,0,0,0,17821,0
11930,6610,0,0,0,0,0,0,0,18540,0
9134,9114,0,0,0,0,0,0,0,18248,0
7795,10782,0,0,0,0,0,0,0,18577,0
8724,9875,0,0,0,0,0,0,0,18599,0
9124,3531,0,0,0,0,0,0,0,12655,0
11427,11172,0,0,0,0,0,0,0,22599,0
10118,9146,0,0,0,0,0,0,0,19264,0
12759,4776,0,0,0,0,0,0,0,17535,0
8430,9725,2926,0,0,0,0,0,0,21081,0
11927,13406,0,0,0,0,0,0,0,25333,0
15494,8593,0,0,0,0,0,0,0,24087,0
9345,10305,0,0,0,0,0,0,0,19650,0
13404,3219,0,0,0,0,0,0,0,16623,0
9591,14076,0,0,0,0,0,0,0,23667,0
8756,11176,0,0,0,0,0,0,0,19932,0
6494,9259,0,0,0,0,0,0,0,15753,0
7099,10367,0,0,0,0,0,0,0,17466,0
7006,9833,0,0,0,0,0,0,0,16839,0
7662,10434,0,0,0,0,0,0,0,18096,0
9237,7817,0,0,0,0,0,0,0,17054,0
8668,11861,0,0,0,0,0,0,0,20529,0
6725,10585,0,0,0,0,0,0,0,17310,0
7609,8110,0,0,0,0,0,0,0,15719,0
6594,4666,0,0,0,0,0,0,0,11260,0
11762,6891,0,0,0,0,0,0,0,18653,0
9225,14325,0,0,0,0,0,0,0,23550,0
8090,7464,1204,0,0,0,0,0,0,16758,0
5908,8460,0,0,0,0,0,0,0,14368,0
10359,10353,0,0,0,0,0,0,0,20712,0
12667,14368,0,0,0,0,0,0,0,27035,0
12550,0,0,0,0,0,0,0,0,12550,0
7476,9629,0,0,0,0,0,0,0,17105,0
7189,11964,0,0,0,0,0,0,0,19153,0
9685,9452,0,0,0,0,0,0,0,19137,0
11250,11021,0,0,0,0,0,0,0,22271,0
6071,10542,0,0,0,0,0,0,0,16613,0
10546,11807,0,0,0,0,0,0,0,22353,0
7383,9980,953,0,0,0,0,0,0,18316,0
10607,3825,0,0,0,0,0,0,0,14432,0
12744,7387,0,0,0,0,0,0,0,20131,0
10055,8460,0,0,0,0,0,0,0,18515,0
8425,11247,0,0,0,0,0,0,0,19672,0
8563,5015,0,0,0,0,0,0,0,13578,0
9960,8958,0,0,0,0,0,0,0,18918,0
9282,5193,0,0,0,0,0,0,0,14475,0
17272,0,0,0,0,0,0,0,0,17272,0
8395,4962,0,0,0,0,0,0,0,13357,0
8183,12915,0,0,0,0,0,0,0,21098,0
3773,10328,1151,0,0,0,0,0,0,15252,0
11629,4717,0,0,0,0,0,0,0,16346,0
6927,7199,0,0,0,0,0,0,0,14126,0
9449,11118,0,0,0,0,0,0,0,20567,0
14640,7134,0,0,0,0,0,0,0,21774,0
8607,7710,0,0,0,0,0,0,0,16317,0
7369,4759,0,0,0,0,0,0,0,12128,0
12285,12999,0,0,0,0,0,0,0,25284,0
12475,7062,0,0,0,0,0,0,0,19537,0
9541,9463,0,0,0,0,0,0,0,19004,0
16923,3840,0,0,0,0,0,0,0,20763,0
8903,6865,0,0,0,0,0,0,0,15768,0
10445,9154,0,0,0,0,0,0,0,19599,0
11150,10641,0,0,0,0,0,0,0,21791,0
10927,4329,0,0,0,0,0,0,0,15256,0
7202,9812,3579,0,0,0,0,0,0,20593,0
8368,11400,0,0,0,0,0,0,0,19768,0
8252,9751,0,0,0,0,0,0,0,18003,0
11283,3915,0,0,0,0,0,0,0,15198,0
13675,2251,0,0,0,0,0,0,0,15926,0
8657,12500,0,0,0,0,0,0,0,21157,0
8394,9790,0,0,0,0,0,0,0,18184,0
9087,10368,0,0,0,0,0,0,0,19455,0
11430,12200,0,0,0,0,0,0,0,23630,0
9341,7313,0,0,0,0,0,0,0,16654,0
9936,10485,0,0,0,0,0,0,0,20421,0
7143,10877,0,0,0,0,0,0,0,18020,0
10095,8240,0,0,0,0,0,0,0,18335,0
8408,0,0,0,0,0,0,0,0,8408,0
8742,2762,0,0,0,0,0,0,0,11504,0
11267,10845,0,0,0,0,0,0,0,22112,0
9860,5660,0,0,0,0,0,0,0,15520,0
7765,8663,0,0,0,0,0,0,0,16428,0
10043,6808,0,0,0,0,0,0,0,16851,0
7101,5298,0,0,0,0,0,0,0,12399,0
9379,9603,0,0,0,0,0,0,0,18982,0
8652,14652,0,0,0,0,0,0,0,23304,0
11636,7564,0,0,0,0,0,0,0,19200,0
6020,10130,0,0,0,0,0,0,0,16150,0
9097,10310,0,0,0,0,0,0,0,19407,0
12987,0,0,0,0,0,0,0,0,12987,0
6901,11581,0,0,0,0,0,0,0,18482,0
16353,11177,0,0,0,0,0,0,0,27530,0
8480,7905,0,0,0,0,0,0,0,16385,0
8326,7442,0,0,0,0,0,0,0,15768,0
10290,11445,0,0,0,0,0,0,0,21735,0
6643,12501,0,0,0,0,0,0,0,19144,0
7326,8312,0,0,0,0,0,0,0,15638,0
9257,9321,0,0,0,0,0,0,0,18578,0
10740,9985,0,0,0,0,0,0,0,20725,0
7691,11349,0,0,0,0,0,0,0,19040,0
5411,9320,0,0,0,0,0,0,0,14731,0
9032,11660,0,0,0,0,0,0,0,20692,0
9692,10181,0,0,0,0,0,0,0,19873,0
10568,5091,0,0,0,0,0,0,0,15659,0
10536,3646,0,0,0,0,0,0,0,14182,0
7878,11239,0,0,0,0,0,0,0,19117,0
8401,11497,0,0,0,0,0,0,0,19898,0
8504,8140,0,0,0,0,0,0,0,16644,0
10834,13418,0,0,0,0,0,0,0,24252,0
7760,10094,0,0,0,0,0,0,0,17854,0
8353,6460,0,0,0,0,0,0,0,14813,0
15248,0,0,0,0,0,0,0,0,15248,0
11287,0,0,0,0,0,0,0,0,11287,0
6694,6250,0,0,0,0,0,0,0,12944,0
13707,691,0,0,0,0,0,0,0,14398,0
11371,3372,0,0,0,0,0,0,0,14743,0
7115,10129,0,0,0,0,0,0,0,17244,0
9421,10756,0,0,0,0,0,0,0,20177,0
6090,8245,2238,0,0,0,0,0,0,16573,0
8089,10001,0,0,0,0,0,0,0,18090,0
9272,8265,0,0,0,0,0,0,0,17537,0
10311,9550,0,0,0,0,0,0,0,19861,0
10106,8826,0,0,0,0,0,0,0,18932,0
12538,12897,0,0,0,0,0,0,0,25435,0
9042,6111,0,0,0,0,0,0,0,15153,0
6776,9036,0,0,0,0,0,0,0,15812,0
6601,7128,0,0,0,0,0,0,0,13729,0
8449,11282,0,0,0,0,0,0,0,19731,0
13017,0,0,0,0,0,0,0,0,13017,0
9521,10419,0,0,0,0,0,0,0,19940,0
11262,10308,0,0,0,0,0,0,0,21570,0
9716,11336,0,0,0,0,0,0,0,21052,0
10435,9033,0,0,0,0,0,0,0,19468,0
7170,10350,0,0,0,0,0,0,0,17520,0
7086,10418,0,0,0,0,0,0,0,17504,0
10819,4038,0,0,0,0,0,0,0,14857,0
7824,8623,0,0,0,0,0,0,0,16447,0
9863,3905,0,0,0,0,0,0,0,13768,0
8110,9887,8261,0,0,0,0,0,0,26258,0
15153,11719,0,0,0,0,0,0,0,26872,0
7981,8534,0,0,0,0,0,0,0,16515,0
11263,9673,0,0,0,0,0,0,0,20936,0
10663,13075,0,0,0,0,0,0,0,23738,0
7543,11361,0,0,0,0,0,0,0,18904,0
9580,8579,0,0,0,0,0,0,0,18159,0
6466,9847,0,0,0,0,0,0,0,16313,0
8026,9628,0,0,0,0,0,0,0,17654,0
16383,0,0,0,0,0,0,0,0,16383,0
9897,5881,0,0,0,0,0,0,0,15778,0
12891,1403,0,0,0,0,0,0,0,14294,0
9200,9315,0,0,0,0,0,0,0,18515,0
9002,10843,0,0,0,0,0,0,0,19845,0
12704,5192,0,0,0,0,0,0,0,17896,0
