total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,total,index
6762,0,0,0,0,0,0,0,0,6762,0
5724,0,0,0,0,0,0,0,0,5724,0
1027,0,0,0,0,0,0,0,0,1027,0
3186,0,0,0,0,0,0,0,0,3186,0
4444,0,0,0,0,0,0,0,0,4444,0
5242,0,0,0,0,0,0,0,0,5242,0
6668,0,0,0,0,0,0,0,0,6668,0
4951,0,0,0,0,0,0,0,0,4951,0
5533,0,0,0,0,0,0,0,0,5533,0
6982,0,0,0,0,0,0,0,0,6982,0
8217,0,0,0,0,0,0,0,0,8217,0
7921,0,0,0,0,0,0,0,0,7921,0
9007,0,0,0,0,0,0,0,0,9007,0
5824,0,0,0,0,0,0,0,0,5824,0
5345,0,0,0,0,0,0,0,0,5345,0
4713,0,0,0,0,0,0,0,0,4713,0
3411,0,0,0,0,0,0,0,0,3411,0
3804,0,0,0,0,0,0,0,0,3804,0
4202,0,0,0,0,0,0,0,0,4202,0
7567,0,0,0,0,0,0,0,0,7567,0
5929,0,0,0,0,0,0,0,0,5929,0
3746,0,0,0,0,0,0,0,0,3746,0
7158,0,0,0,0,0,0,0,0,7158,0
6448,0,0,0,0,0,0,0,0,6448,0
5520,0,0,0,0,0,0,0,0,5520,0
58,0,0,0,0,0,0,0,0,58,0
5968,0,0,0,0,0,0,0,0,5968,0
6149,0,0,0,0,0,0,0,0,6149,0
7347,0,0,0,0,0,0,0,0,7347,0
6072,0,0,0,0,0,0,0,0,6072,0
6544,0,0,0,0,0,0,0,0,6544,0
4440,0,0,0,0,0,0,0,0,4440,0
7241,0,0,0,0,0,0,0,0,7241,0
7065,0,0,0,0,0,0,0,0,7065,0
5360,0,0,0,0,0,0,0,0,5360,0
5082,0,0,0,0,0,0,0,0,5082,0
42,0,0,0,0,0,0,0,0,42,0
5353,0,0,0,0,0,0,0,0,5353,0
2811,0,0,0,0,0,0,0,0,2811,0
3789,0,0,0,0,0,0,0,0,3789,0
6718,0,0,0,0,0,0,0,0,6718,0
5687,0,0,0,0,0,0,0,0,5687,0
716,0,0,0,0,0,0,0,0,716,0
886,0,0,0,0,0,0,0,0,886,0
6480,0,0,0,0,0,0,0,0,6480,0
4374,0,0,0,0,0,0,0,0,4374,0
5792,0,0,0,0,0,0,0,0,5792,0
5931,0,0,0,0,0,0,0,0,5931,0
1930,0,0,0,0,0,0,0,0,1930,0
4474,0,0,0,0,0,0,0,0,4474,0
6459,0,0,0,0,0,0,0,0,6459,0
5307,0,0,0,0,0,0,0,0,5307,0
5311,0,0,0,0,0,0,0,0,5311,0
5284,0,0,0,0,0,0,0,0,5284,0
2451,0,0,0,0,0,0,0,0,2451,0
167,0,0,0,0,0,0,0,0,167,0
6164,0,0,0,0,0,0,0,0,6164,0
8174,0,0,0,0,0,0,0,0,8174,0
6390,0,0,0,0,0,0,0,0,6390,0
4607,0,0,0,0,0,0,0,0,4607,0
4122,0,0,0,0,0,0,0,0,4122,0
4551,0,0,0,0,0,0,0,0,4551,0
6001,0,0,0,0,0,0,0,0,6001,0
5570,0,0,0,0,0,0,0,0,5570,0
5812,0,0,0,0,0,0,0,0,5812,0
4793,0,0,0,0,0,0,0,0,4793,0
2189,0,0,0,0,0,0,0,0,2189,0
6642,0,0,0,0,0,0,0,0,6642,0
8980,0,0,0,0,0,0,0,0,8980,0
24,0,0,0,0,0,0,0,0,24,0
4701,0,0,0,0,0,0,0,0,4701,0
3928,0,0,0,0,0,0,0,0,3928,0
3458,0,0,0,0,0,0,0,0,3458,0
4299,0,0,0,0,0,0,0,0,4299,0
5840,0,0,0,0,0,0,0,0,5840,0
5538,0,0,0,0,0,0,0,0,5538,0
4710,0,0,0,0,0,0,0,0,4710,0
6331,0,0,0,0,0,0,0,0,6331,0
1052,0,0,0,0,0,0,0,0,1052,0
3799,0,0,0,0,0,0,0,0,3799,0
3807,0,0,0,0,0,0,0,0,3807,0
4807,0,0,0,0,0,0,0,0,4807,0
2376,0,0,0,0,0,0,0,0,2376,0
7458,0,0,0,0,0,0,0,0,7458,0
1419,0,0,0,0,0,0,0,0,1419,0
3843,0,0,0,0,0,0,0,0,3843,0
7186,0,0,0,0,0,0,0,0,7186,0
3399,0,0,0,0,0,0,0,0,3399,0
3537,0,0,0,0,0,0,0,0,3537,0
5658,0,0,0,0,0,0,0,0,5658,0
1701,0,0,0,0,0,0,0,0,1701,0
6817,0,0,0,0,0,0,0,0,6817,0
8261,0,0,0,0,0,0,0,0,8261,0
3830,0,0,0,0,0,0,0,0,3830,0
3887,0,0,0,0,0,0,0,0,3887,0
665,0,0,0,0,0,0,0,0,665,0
1499,0,0,0,0,0,0,0,0,1499,0
7498,0,0,0,0,0,0,0,0,7498,0
7413,0,0,0,0,0,0,0,0,7413,0
5552,0,0,0,0,0,0,0,0,5552,0
7706,0,0,0,0,0,0,0,0,7706,0
8602,0,0,0,0,0,0,0,0,8602,0
4938,0,0,0,0,0,0,0,0,4938,0
6884,0,0,0,0,0,0,0,0,6884,0
6621,0,0,0,0,0,0,0,0,6621,0
10205,0,0,0,0,0,0,0,0,10205,0
4464,0,0,0,0,0,0,0,0,4464,0
4504,0,0,0,0,0,0,0,0,4504,0
7276,0,0,0,0,0,0,0,0,7276,0
6512,0,0,0,0,0,0,0,0,6512,0
7223,0,0,0,0,0,0,0,0,7223,0
5861,0,0,0,0,0,0,0,0,5861,0
4933,0,0,0,0,0,0,0,0,4933,0
6399,0,0,0,0,0,0,0,0,6399,0
4300,0,0,0,0,0,0,0,0,4300,0
3179,0,0,0,0,0,0,0,0,3179,0
4556,0,0,0,0,0,0,0,0,4556,0
3582,0,0,0,0,0,0,0,0,3582,0
6393,0,0,0,0,0,0,0,0,6393,0
65,0,0,0,0,0,0,0,0,65,0
1570,0,0,0,0,0,0,0,0,1570,0
5260,0,0,0,0,0,0,0,0,5260,0
1847,0,0,0,0,0,0,0,0,1847,0
5261,0,0,0,0,0,0,0,0,5261,0
322,0,0,0,0,0,0,0,0,322,0
5292,0,0,0,0,0,0,0,0,5292,0
5129,0,0,0,0,0,0,0,0,5129,0
5951,0,0,0,0,0,0,0,0,5951,0
6211,0,0,0,0,0,0,0,0,6211,0
2433,0,0,0,0,0,0,0,0,2433,0
6239,0,0,0,0,0,0,0,0,6239,0
4942,0,0,0,0,0,0,0,0,4942,0
7089,10486,8716,11385,13306,12324,12329,15509,8216,99360,0
3719,0,0,0,0,0,0,0,0,3719,0
5472,0,0,0,0,0,0,0,0,5472,0
4176,0,0,0,0,0,0,0,0,4176,0
2819,0,0,0,0,0,0,0,0,2819,0
2770,0,0,0,0,0,0,0,0,2770,0
3012,0,0,0,0,0,0,0,0,3012,0
4818,0,0,0,0,0,0,0,0,4818,0
1953,0,0,0,0,0,0,0,0,1953,0
4973,0,0,0,0,0,0,0,0,4973,0
7188,0,0,0,0,0,0,0,0,7188,0
4389,0,0,0,0,0,0,0,0,4389,0
6179,0,0,0,0,0,0,0,0,6179,0
3738,0,0,0,0,0,0,0,0,3738,0
3578,0,0,0,0,0,0,0,0,3578,0
6038,0,0,0,0,0,0,0,0,6038,0
5782,0,0,0,0,0,0,0,0,5782,0
6675,0,0,0,0,0,0,0,0,6675,0
325,0,0,0,0,0,0,0,0,325,0
4546,0,0,0,0,0,0,0,0,4546,0
2784,0,0,0,0,0,0,0,0,2784,0
4390,0,0,0,0,0,0,0,0,4390,0
6893,0,0,0,0,0,0,0,0,6893,0
4560,0,0,0,0,0,0,0,0,4560,0
7634,0,0,0,0,0,0,0,0,7634,0
27,0,0,0,0,0,0,0,0,27,0
4548,0,0,0,0,0,0,0,0,4548,0
4690,0,0,0,0,0,0,0,0,4690,0
5044,0,0,0,0,0,0,0,0,5044,0
5164,0,0,0,0,0,0,0,0,5164,0
7038,0,0,0,0,0,0,0,0,7038,0
1418,0,0,0,0,0,0,0,0,1418,0
7668,0,0,0,0,0,0,0,0,7668,0
5695,0,0,0,0,0,0,0,0,5695,0
3121,0,0,0,0,0,0,0,0,3121,0
1870,0,0,0,0,0,0,0,0,1870,0
4447,0,0,0,0,0,0,0,0,4447,0
4397,0,0,0,0,0,0,0,0,4397,0
4252,0,0,0,0,0,0,0,0,4252,0
5667,0,0,0,0,0,0,0,0,5667,0
7239,0,0,0,0,0,0,0,0,7239,0
4907,0,0,0,0,0,0,0,0,4907,0
5192,0,0,0,0,0,0,0,0,5192,0
5763,0,0,0,0,0,0,0,0,5763,0
5434,0,0,0,0,0,0,0,0,5434,0
3622,0,0,0,0,0,0,0,0,3622,0
4645,0,0,0,0,0,0,0,0,4645,0
6583,0,0,0,0,0,0,0,0,6583,0
7407,0,0,0,0,0,0,0,0,7407,0
5229,0,0,0,0,0,0,0,0,5229,0
3399,0,0,0,0,0,0,0,0,3399,0
7709,0,0,0,0,0,0,0,0,7709,0
2243,0,0,0,0,0,0,0,0,2243,0
5896,0,0,0,0,0,0,0,0,5896,0
3679,0,0,0,0,0,0,0,0,3679,0
5705,0,0,0,0,0,0,0,0,5705,0
0,0,0,0,0,0,0,0,0,0,0
5635,0,0,0,0,0,0,0,0,5635,0
6731,0,0,0,0,0,0,0,0,6731,0
4894,0,0,0,0,0,0,0,0,4894,0
7923,0,0,0,0,0,0,0,0,7923,0
1175,0,0,0,0,0,0,0,0,1175,0
1268,0,0,0,0,0,0,0,0,1268,0
3286,0,0,0,0,0,0,0,0,3286,0
4355,0,0,0,0,0,0,0,0,4355,0
3837,0,0,0,0,0,0,0,0,3837,0
1470,0,0,0,0,0,0,0,0,1470,0
4909,0,0,0,0,0,0,0,0,4909,0
6817,0,0,0,0,0,0,0,0,6817,0
5073,0,0,0,0,0,0,0,0,5073,0
5467,0,0,0,0,0,0,0,0,5467,0
73,0,0,0,0,0,0,0,0,73,0
4374,0,0,0,0,0,0,0,0,4374,0
3684,0,0,0,0,0,0,0,0,3684,0
5005,0,0,0,0,0,0,0,0,5005,0
5579,0,0,0,0,0,0,0,0,5579,0
5456,0,0,0,0,0,0,0,0,5456,0
4775,0,0,0,0,0,0,0,0,4775,0
1402,0,0,0,0,0,0,0,0,1402,0
2221,0,0,0,0,0,0,0,0,2221,0
4432,0,0,0,0,0,0,0,0,4432,0
3361,0,0,0,0,0,0,0,0,3361,0
2275,0,0,0,0,0,0,0,0,2275,0
0,0,0,0,0,0,0,0,0,0,0
5592,0,0,0,0,0,0,0,0,5592,0
6013,0,0,0,0,0,0,0,0,6013,0
3937,0,0,0,0,0,0,0,0,3937,0
6024,0,0,0,0,0,0,0,0,6024,0
2918,0,0,0,0,0,0,0,0,2918,0
7432,0,0,0,0,0,0,0,0,7432,0
1706,0,0,0,0,0,0,0,0,1706,0
4570,0,0,0,0,0,0,0,0,4570,0
4888,0,0,0,0,0,0,0,0,4888,0
5101,0,0,0,0,0,0,0,0,5101,0
2252,0,0,0,0,0,0,0,0,2252,0
3610,0,0,0,0,0,0,0,0,3610,0
1041,0,0,0,0,0,0,0,0,1041,0
5500,0,0,0,0,0,0,0,0,5500,0
4543,0,0,0,0,0,0,0,0,4543,0
3676,0,0,0,0,0,0,0,0,3676,0
1526,0,0,0,0,0,0,0,0,1526,0
900,0,0,0,0,0,0,0,0,900,0
4850,0,0,0,0,0,0,0,0,4850,0
4997,0,0,0,0,0,0,0,0,4997,0
4001,0,0,0,0,0,0,0,0,4001,0
5007,0,0,0,0,0,0,0,0,5007,0
5423,0,0,0,0,0,0,0,0,5423,0
5389,0,0,0,0,0,0,0,0,5389,0
3851,0,0,0,0,0,0,0,0,3851,0
5453,0,0,0,0,0,0,0,0,5453,0
3591,0,0,0,0,0,0,0,0,3591,0
5004,0,0,0,0,0,0,0,0,5004,0
3416,0,0,0,0,0,0,0,0,3416,0
5769,0,0,0,0,0,0,0,0,5769,0
4707,0,0,0,0,0,0,0,0,4707,0
8,0,0,0,0,0,0,0,0,8,0
1141,0,0,0,0,0,0,0,0,1141,0
4186,0,0,0,0,0,0,0,0,4186,0
4517,0,0,0,0,0,0,0,0,4517,0
5723,0,0,0,0,0,0,0,0,5723,0
4227,0,0,0,0,0,0,0,0,4227,0
4020,0,0,0,0,0,0,0,0,4020,0
4144,0,0,0,0,0,0,0,0,4144,0
3794,0,0,0,0,0,0,0,0,3794,0
49,0,0,0,0,0,0,0,0,49,0
4091,0,0,0,0,0,0,0,0,4091,0
4613,0,0,0,0,0,0,0,0,4613,0
4041,0,0,0,0,0,0,0,0,4041,0
1951,0,0,0,0,0,0,0,0,1951,0
3028,0,0,0,0,0,0,0,0,3028,0
3066,0,0,0,0,0,0,0,0,3066,0
1929,0,0,0,0,0,0,0,0,1929,0
3046,0,0,0,0,0,0,0,0,3046,0
5702,0,0,0,0,0,0,0,0,5702,0
3771,0,0,0,0,0,0,0,0,3771,0
4353,0,0,0,0,0,0,0,0,4353,0
2682,0,0,0,0,0,0,0,0,2682,0
3699,0,0,0,0,0,0,0,0,3699,0
5288,0,0,0,0,0,0,0,0,5288,0
3067,0,0,0,0,0,0,0,0,3067,0
1015,0,0,0,0,0,0,0,0,1015,0
3564,0,0,0,0,0,0,0,0,3564,0
466,0,0,0,0,0,0,0,0,466,0
4564,0,0,0,0,0,0,0,0,4564,0
4683,0,0,0,0,0,0,0,0,4683,0
2035,0,0,0,0,0,0,0,0,2035,0
2134,0,0,0,0,0,0,0,0,2134,0
673,0,0,0,0,0,0,0,0,673,0
1194,0,0,0,0,0,0,0,0,1194,0
3990,0,0,0,0,0,0,0,0,3990,0
3847,0,0,0,0,0,0,0,0,3847,0
1266,0,0,0,0,0,0,0,0,1266,0
5068,0,0,0,0,0,0,0,0,5068,0
1638,0,0,0,0,0,0,0,0,1638,0
5914,0,0,0,0,0,0,0,0,5914,0
854,0,0,0,0,0,0,0,0,854,0
3630,0,0,0,0,0,0,0,0,3630,0
4989,0,0,0,0,0,0,0,0,4989,0
3664,0,0,0,0,0,0,0,0,3664,0
4359,0,0,0,0,0,0,0,0,4359,0
1605,0,0,0,0,0,0,0,0,1605,0
3599,0,0,0,0,0,0,0,0,3599,0
5313,0,0,0,0,0,0,0,0,5313,0
6094,0,0,0,0,0,0,0,0,6094,0
3235,0,0,0,0,0,0,0,0,3235,0
5033,0,0,0,0,0,0,0,0,5033,0
7069,0,0,0,0,0,0,0,0,7069,0
0,0,0,0,0,0,0,0,0,0,0
4149,0,0,0,0,0,0,0,0,4149,0
3684,0,0,0,0,0,0,0,0,3684,0
4100,0,0,0,0,0,0,0,0,4100,0
3077,0,0,0,0,0,0,0,0,3077,0
1188,0,0,0,0,0,0,0,0,1188,0
2039,0,0,0,0,0,0,0,0,2039,0
0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,39,0
763,0,0,0,0,0,0,0,0,763,0
4478,0,0,0,0,0,0,0,0,4478,0
2350,0,0,0,0,0,0,0,0,2350,0
5926,0,0,0,0,0,0,0,0,5926,0
3154,0,0,0,0,0,0,0,0,3154,0
3007,0,0,0,0,0,0,0,0,3007,0
3286,0,0,0,0,0,0,0,0,3286,0
1797,0,0,0,0,0,0,0,0,1797,0
2705,0,0,0,0,0,0,0,0,2705,0
4059,0,0,0,0,0,0,0,0,4059,0
4666,0,0,0,0,0,0,0,0,4666,0
5537,0,0,0,0,0,0,0,0,5537,0
53,0,0,0,0,0,0,0,0,53,0
3340,0,0,0,0,0,0,0,0,3340,0
2625,0,0,0,0,0,0,0,0,2625,0
1599,0,0,0,0,0,0,0,0,1599,0
1966,0,0,0,0,0,0,0,0,1966,0
3004,0,0,0,0,0,0,0,0,3004,0
5389,0,0,0,0,0,0,0,0,5389,0
5917,0,0,0,0,0,0,0,0,5917,0
4038,0,0,0,0,0,0,0,0,4038,0
5130,0,0,0,0,0,0,0,0,5130,0
5668,0,0,0,0,0,0,0,0,5668,0
3106,0,0,0,0,0,0,0,0,3106,0
1845,0,0,0,0,0,0,0,0,1845,0
2460,0,0,0,0,0,0,0,0,2460,0
2836,0,0,0,0,0,0,0,0,2836,0
4550,0,0,0,0,0,0,0,0,4550,0
4437,0,0,0,0,0,0,0,0,4437,0
5290,0,0,0,0,0,0,0,0,5290,0
3214,0,0,0,0,0,0,0,0,3214,0
2470,0,0,0,0,0,0,0,0,2470,0
5582,0,0,0,0,0,0,0,0,5582,0
5805,0,0,0,0,0,0,0,0,5805,0
1787,0,0,0,0,0,0,0,0,1787,0
4506,0,0,0,0,0,0,0,0,4506,0
5018,0,0,0,0,0,0,0,0,5018,0
59,0,0,0,0,0,0,0,0,59,0
4380,0,0,0,0,0,0,0,0,4380,0
3366,0,0,0,0,0,0,0,0,3366,0
4873,0,0,0,0,0,0,0,0,4873,0
4946,0,0,0,0,0,0,0,0,4946,0
4060,0,0,0,0,0,0,0,0,4060,0
3889,0,0,0,0,0,0,0,0,3889,0
2134,0,0,0,0,0,0,0,0,2134,0
59,0,0,0,0,0,0,0,0,59,0
4763,0,0,0,0,0,0,0,0,4763,0
2651,0,0,0,0,0,0,0,0,2651,0
4859,0,0,0,0,0,0,0,0,4859,0
4417,0,0,0,0,0,0,0,0,4417,0
3946,0,0,0,0,0,0,0,0,3946,0
937,0,0,0,0,0,0,0,0,937,0
5232,0,0,0,0,0,0,0,0,5232,0
2742,0,0,0,0,0,0,0,0,2742,0
74,0,0,0,0,0,0,0,0,74,0
49,0,0,0,0,0,0,0,0,49,0
3965,0,0,0,0,0,0,0,0,3965,0
5482,0,0,0,0,0,0,0,0,5482,0
4337,0,0,0,0,0,0,0,0,4337,0
3375,0,0,0,0,0,0,0,0,3375,0
4506,0,0,0,0,0,0,0,0,4506,0
1695,0,0,0,0,0,0,0,0,1695,0
2515,0,0,0,0,0,0,0,0,2515,0
6467,0,0,0,0,0,0,0,0,6467,0
5163,0,0,0,0,0,0,0,0,5163,0
4411,0,0,0,0,0,0,0,0,4411,0
1422,0,0,0,0,0,0,0,0,1422,0
4510,0,0,0,0,0,0,0,0,4510,0
8,0,0,0,0,0,0,0,0,8,0
5296,0,0,0,0,0,0,0,0,5296,0
2064,0,0,0,0,0,0,0,0,2064,0
6591,0,0,0,0,0,0,0,0,6591,0
607,0,0,0,0,0,0,0,0,607,0
4173,0,0,0,0,0,0,0,0,4173,0
2346,0,0,0,0,0,0,0,0,2346,0
4714,0,0,0,0,0,0,0,0,4714,0
2931,0,0,0,0,0,0,0,0,2931,0
962,0,0,0,0,0,0,0,0,962,0
1621,0,0,0,0,0,0,0,0,1621,0
1206,0,0,0,0,0,0,0,0,1206,0
4849,0,0,0,0,0,0,0,0,4849,0
685,0,0,0,0,0,0,0,0,685,0
3139,0,0,0,0,0,0,0,0,3139,0
2202,0,0,0,0,0,0,0,0,2202,0
4478,0,0,0,0,0,0,0,0,4478,0
1736,0,0,0,0,0,0,0,0,1736,0
50,0,0,0,0,0,0,0,0,50,0
3807,0,0,0,0,0,0,0,0,3807,0
5411,0,0,0,0,0,0,0,0,5411,0
2304,0,0,0,0,0,0,0,0,2304,0
2133,0,0,0,0,0,0,0,0,2133,0
2158,0,0,0,0,0,0,0,0,2158,0
5366,0,0,0,0,0,0,0,0,5366,0
4401,0,0,0,0,0,0,0,0,4401,0
2249,0,0,0,0,0,0,0,0,2249,0
2153,0,0,0,0,0,0,0,0,2153,0
2988,0,0,0,0,0,0,0,0,2988,0
2571,0,0,0,0,0,0,0,0,2571,0
555,0,0,0,0,0,0,0,0,555,0
2536,0,0,0,0,0,0,0,0,2536,0
3960,0,0,0,0,0,0,0,0,3960,0
3447,0,0,0,0,0,0,0,0,3447,0
4725,0,0,0,0,0,0,0,0,4725,0
1705,0,0,0,0,0,0,0,0,1705,0
4239,0,0,0,0,0,0,0,0,4239,0
1372,0,0,0,0,0,0,0,0,1372,0
1772,0,0,0,0,0,0,0,0,1772,0
3335,0,0,0,0,0,0,0,0,3335,0
0,0,0,0,0,0,0,0,0,0,0
5217,0,0,0,0,0,0,0,0,5217,0
78,0,0,0,0,0,0,0,0,78,0
3865,0,0,0,0,0,0,0,0,3865,0
736,0,0,0,0,0,0,0,0,736,0
3690,0,0,0,0,0,0,0,0,3690,0
2540,0,0,0,0,0,0,0,0,2540,0
3560,0,0,0,0,0,0,0,0,3560,0
5277,0,0,0,0,0,0,0,0,5277,0
3007,0,0,0,0,0,0,0,0,3007,0
2666,0,0,0,0,0,0,0,0,2666,0
2873,0,0,0,0,0,0,0,0,2873,0
5476,0,0,0,0,0,0,0,0,5476,0
1867,0,0,0,0,0,0,0,0,1867,0
60,0,0,0,0,0,0,0,0,60,0
1026,0,0,0,0,0,0,0,0,1026,0
456,0,0,0,0,0,0,0,0,456,0
2712,0,0,0,0,0,0,0,0,2712,0
1804,0,0,0,0,0,0,0,0,1804,0
4380,0,0,0,0,0,0,0,0,4380,0
1441,0,0,0,0,0,0,0,0,1441,0
1343,0,0,0,0,0,0,0,0,1343,0
2672,0,0,0,0,0,0,0,0,2672,0
4635,0,0,0,0,0,0,0,0,4635,0
1663,0,0,0,0,0,0,0,0,1663,0
3074,0,0,0,0,0,0,0,0,3074,0
5188,0,0,0,0,0,0,0,0,5188,0
0,0,0,0,0,0,0,0,0,0,0
3524,0,0,0,0,0,0,0,0,3524,0
5049,0,0,0,0,0,0,0,0,5049,0
3683,0,0,0,0,0,0,0,0,3683,0
1405,0,0,0,0,0,0,0,0,1405,0
3241,0,0,0,0,0,0,0,0,3241,0
4790,0,0,0,0,0,0,0,0,4790,0
3422,0,0,0,0,0,0,0,0,3422,0
2229,0,0,0,0,0,0,0,0,2229,0
1589,0,0,0,0,0,0,0,0,1589,0
1931,0,0,0,0,0,0,0,0,1931,0
2277,0,0,0,0,0,0,0,0,2277,0
2343,0,0,0,0,0,0,0,0,2343,0
6247,0,0,0,0,0,0,0,0,6247,0
47,0,0,0,0,0,0,0,0,47,0
3454,0,0,0,0,0,0,0,0,3454,0
5436,0,0,0,0,0,0,0,0,5436,0
0,0,0,0,0,0,0,0,0,0,0
3728,0,0,0,0,0,0,0,0,3728,0
5657,0,0,0,0,0,0,0,0,5657,0
4832,0,0,0,0,0,0,0,0,4832,0
2736,0,0,0,0,0,0,0,0,2736,0
3433,0,0,0,0,0,0,0,0,3433,0
2343,0,0,0,0,0,0,0,0,2343,0
964,0,0,0,0,0,0,0,0,964,0
3909,0,0,0,0,0,0,0,0,3909,0
1308,0,0,0,0,0,0,0,0,1308,0
1485,0,0,0,0,0,0,0,0,1485,0
4398,0,0,0,0,0,0,0,0,4398,0
4396,0,0,0,0,0,0,0,0,4396,0
0,0,0,0,0,0,0,0,0,0,0
3852,0,0,0,0,0,0,0,0,3852,0
764,0,0,0,0,0,0,0,0,764,0
40,0,0,0,0,0,0,0,0,40,0
4208,0,0,0,0,0,0,0,0,4208,0
1390,0,0,0,0,0,0,0,0,1390,0
3425,0,0,0,0,0,0,0,0,3425,0
384,0,0,0,0,0,0,0,0,384,0
4005,0,0,0,0,0,0,0,0,4005,0
2186,0,0,0,0,0,0,0,0,2186,0
864,0,0,0,0,0,0,0,0,864,0
1843,0,0,0,0,0,0,0,0,1843,0
1851,0,0,0,0,0,0,0,0,1851,0
1368,0,0,0,0,0,0,0,0,1368,0
1979,0,0,0,0,0,0,0,0,1979,0
842,0,0,0,0,0,0,0,0,842,0
19,0,0,0,0,0,0,0,0,19,0
4991,0,0,0,0,0,0,0,0,4991,0
2165,0,0,0,0,0,0,0,0,2165,0
1889,0,0,0,0,0,0,0,0,1889,0
1878,0,0,0,0,0,0,0,0,1878,0
1345,0,0,0,0,0,0,0,0,1345,0
0,0,0,0,0,0,0,0,0,0,0
4200,0,0,0,0,0,0,0,0,4200,0
2032,0,0,0,0,0,0,0,0,2032,0
1741,0,0,0,0,0,0,0,0,1741,0
588,0,0,0,0,0,0,0,0,588,0
2875,0,0,0,0,0,0,0,0,2875,0
51,0,0,0,0,0,0,0,0,51,0
2515,0,0,0,0,0,0,0,0,2515,0
2324,0,0,0,0,0,0,0,0,2324,0
409,0,0,0,0,0,0,0,0,409,0
2748,0,0,0,0,0,0,0,0,2748,0
2901,0,0,0,0,0,0,0,0,2901,0
2109,0,0,0,0,0,0,0,0,2109,0
1982,0,0,0,0,0,0,0,0,1982,0
3457,0,0,0,0,0,0,0,0,3457,0
1788,0,0,0,0,0,0,0,0,1788,0
3244,0,0,0,0,0,0,0,0,3244,0
5067,0,0,0,0,0,0,0,0,5067,0
4845,0,0,0,0,0,0,0,0,4845,0
1769,0,0,0,0,0,0,0,0,1769,0
1982,0,0,0,0,0,0,0,0,1982,0
804,0,0,0,0,0,0,0,0,804,0
16,0,0,0,0,0,0,0,0,16,0
4517,0,0,0,0,0,0,0,0,4517,0
2648,0,0,0,0,0,0,0,0,2648,0
2470,0,0,0,0,0,0,0,0,2470,0
4047,0,0,0,0,0,0,0,0,4047,0
466,0,0,0,0,0,0,0,0,466,0
4937,0,0,0,0,0,0,0,0,4937,0
263,0,0,0,0,0,0,0,0,263,0
2837,0,0,0,0,0,0,0,0,2837,0
2736,0,0,0,0,0,0,0,0,2736,0
2407,0,0,0,0,0,0,0,0,2407,0
1273,0,0,0,0,0,0,0,0,1273,0
3982,0,0,0,0,0,0,0,0,3982,0
1166,0,0,0,0,0,0,0,0,1166,0
3871,0,0,0,0,0,0,0,0,3871,0
2150,0,0,0,0,0,0,0,0,2150,0
4907,0,0,0,0,0,0,0,0,4907,0
1939,0,0,0,0,0,0,0,0,1939,0
704,0,0,0,0,0,0,0,0,704,0
2969,0,0,0,0,0,0,0,0,2969,0
4619,0,0,0,0,0,0,0,0,4619,0
16,0,0,0,0,0,0,0,0,16,0
4028,0,0,0,0,0,0,0,0,4028,0
1405,0,0,0,0,0,0,0,0,1405,0
2945,0,0,0,0,0,0,0,0,2945,0
5063,0,0,0,0,0,0,0,0,5063,0
449,0,0,0,0,0,0,0,0,449,0
577,0,0,0,0,0,0,0,0,577,0
2438,0,0,0,0,0,0,0,0,2438,0
3289,0,0,0,0,0,0,0,0,3289,0
1666,0,0,0,0,0,0,0,0,1666,0
1053,0,0,0,0,0,0,0,0,1053,0
2454,0,0,0,0,0,0,0,0,2454,0
1300,0,0,0,0,0,0,0,0,1300,0
3266,0,0,0,0,0,0,0,0,3266,0
0,0,0,0,0,0,0,0,0,0,0
617,0,0,0,0,0,0,0,0,617,0
3183,0,0,0,0,0,0,0,0,3183,0
10,0,0,0,0,0,0,0,0,10,0
2748,0,0,0,0,0,0,0,0,2748,0
359,0,0,0,0,0,0,0,0,359,0
4384,0,0,0,0,0,0,0,0,4384,0
2855,0,0,0,0,0,0,0,0,2855,0
640,0,0,0,0,0,0,0,0,640,0
4234,0,0,0,0,0,0,0,0,4234,0
3121,0,0,0,0,0,0,0,0,3121,0
3166,0,0,0,0,0,0,0,0,3166,0
841,0,0,0,0,0,0,0,0,841,0
3229,0,0,0,0,0,0,0,0,3229,0
732,0,0,0,0,0,0,0,0,732,0
630,0,0,0,0,0,0,0,0,630,0
2944,0,0,0,0,0,0,0,0,2944,0
17,0,0,0,0,0,0,0,0,17,0
2032,0,0,0,0,0,0,0,0,2032,0
2297,0,0,0,0,0,0,0,0,2297,0
4086,0,0,0,0,0,0,0,0,4086,0
23,0,0,0,0,0,0,0,0,23,0
16,0,0,0,0,0,0,0,0,16,0
1560,0,0,0,0,0,0,0,0,1560,0
558,0,0,0,0,0,0,0,0,558,0
648,0,0,0,0,0,0,0,0,648,0
2832,0,0,0,0,0,0,0,0,2832,0
1461,0,0,0,0,0,0,0,0,1461,0
2133,0,0,0,0,0,0,0,0,2133,0
2091,0,0,0,0,0,0,0,0,2091,0
772,0,0,0,0,0,0,0,0,772,0
1595,0,0,0,0,0,0,0,0,1595,0
1278,0,0,0,0,0,0,0,0,1278,0
512,0,0,0,0,0,0,0,0,512,0
1549,0,0,0,0,0,0,0,0,1549,0
