Cow,ID_Cow_Bracelet_Podometer,Patio,Gynecological_Status,Birth_Date,Daily_Production,Average_Daily_Production_Days,Average_Daily_Production_Percentage,Lactation_Number,Milk_Days,Days_After_Heat,Insemination,Days_After_Insemination,Pregnacy_Days,Inseminator_Name,Bull_Name,Number_of_Abortions,Insemination_Date,Production_Peak,Previous_Lactation_Production,Actual_Lactation_Production
8196,1116,29,Pregnacy,6/7/2021,32.9,30.9,7,2,303,121,4,121,121,ROBERTO-DAVID,EXPO,0,12/6/2021,47.5,12057,10163
8199,5048,24,Pregnacy,9/24/2021,35.9,38.8,-8,2,194,110,2,110,110,DAVID-MANUEL,MARADONA,0,12/17/2021,43.4,8470,7385
8200,6814,21,Heat,3/10/2022,48.8,44,11,3,27,6,0,0,0,0,0,0,0,0,10878,1042
8205,4814,26,Insemination,8/16/2021,40.2,39.3,2,2,233,16,6,16,0,ROBERTO-DAVID,EXPO,0,3/21/2022,46.7,12917,9288
8206,7641,29,Pregnacy,5/8/2021,33.1,33.2,0,2,333,121,6,121,121,ROBERTO-DAVID,EXPO,0,12/6/2021,43.2,7311,11909
8208,3030,3,Insemination,10/23/2021,46.2,31.7,46,2,165,66,2,66,0,CARLOS-JEHU,FASTDRAW,0,1/30/2022,53.8,16236,5831
8214,5137,3,Insemination,9/3/2021,39.3,44.1,-11,2,215,116,2,116,0,CARLOS-JEHU,VIEWPOINT,0,12/11/2021,44.8,11292,8072
8215,5605,22,Heat,7/7/2021,50.7,35.8,42,2,273,67,1,110,0,DAVID-MANUEL,INFOCUS GOLD,0,12/17/2021,52.4,11930,10946
8217,5838,21,Labor,2/23/2022,60.4,55.8,8,3,42,0,0,0,0,0,0,0,0,0,9911,1960
8223,7555,27,Pregnacy,8/6/2021,35.8,33.4,7,2,243,114,4,114,114,URIEL-JEHU,EXPO,0,12/13/2021,39.7,10054,8069
8224,6056,17,Pregnacy,11/27/2021,53.1,51.3,3,2,130,68,1,68,68,CARLOS-MAURICIO,FASTDRAW,0,1/28/2022,0,13030,5635
8230,7234,25,Pregnacy,9/25/2021,46.1,44.9,3,2,193,81,1,81,81,CARLOS-URIEL,EXPO,0,1/15/2022,58.6,10039,7858
8234,722,19,Insemination,1/21/2022,42.9,40.9,5,3,75,30,1,30,0,ROBERTO-DAVID,INFOCUS GOLD,0,3/7/2022,0,8642,2518
8236,800,28,Pregnacy,7/26/2021,40.2,38.3,5,2,254,109,3,109,109,CARLOS-JEHU,MARADONA,0,12/18/2021,42.6,10938,9416
8238,4914,24,Insemination,9/9/2021,55.9,53.4,5,2,209,42,3,42,0,ROBERTO-MANUEL,EXPO,0,2/23/2022,54.8,14137,9741
8239,3354,28,Pregnacy,7/16/2021,32.7,32.4,1,2,264,102,3,102,102,DAVID-MANUEL,INFOCUS GOLD,0,12/25/2021,45.9,7882,9761
8240,5928,29,Pregnacy,5/4/2021,23.6,23.3,1,2,337,53,9,53,53,CARLOS-URIEL,INFOCUS GOLD,0,2/12/2022,41.2,8352,10470
8241,2438,30,Pregnacy,7/23/2021,23.7,23.8,0,2,257,111,3,111,111,CARLOS-MAURICIO,MUSTSEE,0,12/16/2021,36.2,7978,7743
8244,7917,3,Insemination,12/31/2021,36.8,33.9,8,3,96,15,2,15,0,CARLOS-JEHU,SCORPIO,0,3/22/2022,0,8318,3621
8245,7072,30,Pregnacy,5/13/2021,26.5,24.2,10,2,328,85,8,85,85,ROBERTO-MANUEL,FASTDRAW,0,1/11/2022,47.1,10348,10961
8250,7414,19,Insemination,1/27/2022,44.9,48,-6,3,69,9,1,9,0,URIEL-JEHU,FASTDRAW,0,3/28/2022,0,8271,2944
8252,5520,24,Pregnacy,9/16/2021,45.4,47.1,-4,2,202,76,4,76,76,CARLOS-JEHU,MARADONA,0,1/20/2022,53.6,13855,9174
8258,2956,3,Insemination,11/7/2021,48.6,58.2,-17,2,150,11,3,11,0,CARLOS-URIEL,OGDEN,0,3/26/2022,0,9786,5333
8259,0,30,No_Inseminate,3/5/2020,0,0,0,1,762,385,9,385,0,ELIVER-JEHU,POWE,2,3/17/2021,37.4,0,24620
8264,6404,19,Insemination,1/6/2022,49,46.4,6,3,90,33,1,33,0,CARLOS-JEHU,MUSTSEE,0,3/4/2022,0,7761,4234
8265,6674,24,Pregnacy,9/10/2021,40.5,38.9,4,2,208,129,2,129,129,CARLOS-URIEL,KEYNOTE,0,11/28/2021,44,12382,7584
8266,7545,30,Pregnacy,4/14/2021,23.7,24.6,-3,2,357,133,5,133,133,CARLOS-MAURICIO,MUSTSEE,0,11/24/2021,45.5,8463,11508
8270,4911,13,Pregnacy,8/18/2021,22.2,28.2,-21,2,231,146,2,146,146,CARLOS-MAURICIO,MUSTSEE,0,11/11/2021,42.1,12574,8388
8274,8022,19,Insemination,1/14/2022,51.1,52,-2,3,82,20,1,20,0,ROBERTO-DAVID,EXPO,0,3/17/2022,0,8842,3749
8275,6552,3,Insemination,9/12/2021,36.4,32.6,11,2,206,26,2,26,0,CARLOS-JEHU,MUSTSEE,0,3/11/2022,46.9,13170,8348
8284,3537,13,Pregnacy,8/31/2021,34.9,38.6,-10,2,218,154,1,154,154,CARLOS-JEHU,UNCHARTED,0,11/3/2021,47.8,8855,8697
8286,0,27,Pregnacy,8/9/2021,0,0,0,2,240,49,6,49,49,ROBERTO-MANUEL,INFOCUS GOLD,0,2/16/2022,53.9,14064,9938
8289,2938,20,Heat,2/26/2022,53,49.2,8,3,39,8,0,0,0,0,0,0,0,0,8775,1467
8293,4959,29,Pregnacy,5/28/2021,36.5,35.3,4,2,313,100,7,100,100,ROBERTO-DAVID,MUSTSEE,0,12/27/2021,48.4,8747,11195
8296,6855,29,Pregnacy,6/20/2021,39.7,41.3,-4,2,290,110,6,110,110,DAVID-MANUEL,INFOCUS GOLD,0,12/17/2021,51.2,11062,11984
8298,6337,20,Heat,2/16/2022,48.4,48.8,-1,3,49,13,0,0,0,0,0,0,0,0,9710,2163
8305,6842,27,Pregnacy,8/3/2021,40.5,40.3,0,2,246,59,5,59,59,ROBERTO-MANUEL,INFOCUS GOLD,0,2/6/2022,45.1,11956,9220
8306,5336,13,Pregnacy,6/22/2021,23.1,25.6,-10,2,288,179,1,179,179,CARLOS-URIEL,MARADONA,0,10/9/2021,48.3,10618,10209
8307,6140,13,Pregnacy,7/31/2021,16.2,28.5,-43,2,249,150,2,150,150,CARLOS-URIEL,KEYNOTE,0,11/7/2021,44,9499,9138
8309,5819,27,Pregnacy,8/5/2021,31.8,33.5,-5,2,244,115,4,115,115,CARLOS-JEHU,EXPO,0,12/12/2021,43.2,9704,8774
8310,4956,15,Pregnacy,11/13/2021,45.4,46.3,-2,2,144,67,1,67,67,CARLOS-JEHU,MUSTSEE,0,1/29/2022,0,13788,6045
8315,2259,30,No_Inseminate,8/1/2021,39.2,38.1,3,2,248,220,0,0,0,0,0,0,0,51.9,13033,10562
8320,5395,27,Pregnacy,8/10/2021,45.5,45.8,-1,2,239,123,3,123,123,CARLOS-URIEL,EXPO,0,12/4/2021,54.6,10407,11243
8327,4806,29,Insemination,7/9/2021,38.4,36.9,4,2,271,20,9,20,0,CARLOS-JEHU,INFOCUS GOLD,0,3/17/2022,49.7,11097,10706
8334,4964,24,Insemination,9/13/2021,58.2,53.7,8,2,205,11,4,11,0,ROBERTO-DAVID,INFOCUS GOLD,1,3/26/2022,60.2,15396,10882
8335,734,26,Insemination,9/1/2021,43.2,40.2,8,2,217,12,7,12,0,JUAN DELGADO-JAIME,EXPO,0,3/25/2022,44.3,11774,8562
8337,7464,17,Pregnacy,11/16/2021,47.1,46.3,2,3,141,59,3,59,59,CARLOS-JEHU,EXPO,0,2/6/2022,0,6487,5441
8343,1746,24,Pregnacy,9/22/2021,47.4,46.4,2,2,196,132,1,132,132,ROBERTO-MANUEL,MARADONA,0,11/25/2021,51.2,13082,8936
8349,4869,27,Insemination,8/7/2021,41.5,39.9,4,2,242,14,5,14,0,CARLOS-JEHU,SCORPIO,1,3/23/2022,45.5,10605,9395
8350,6879,29,Pregnacy,7/3/2021,35.9,35.5,1,2,277,83,4,83,83,ROBERTO-MANUEL,FASTDRAW,0,1/13/2022,0,9196,6131
8354,3496,27,Pregnacy,8/1/2021,34.4,36.9,-7,2,248,62,5,62,62,ROBERTO-MANUEL,INFOCUS GOLD,0,2/3/2022,41,11204,8599
8359,1510,21,Labor,3/25/2022,49.8,42.6,17,3,12,0,0,0,0,0,0,0,0,0,10664,453
8364,8364,20,Labor,2/9/2022,0,0,0,3,56,0,0,0,0,0,0,0,0,0,10596,822
8365,7550,30,Pregnacy,4/15/2021,19,18.4,3,2,356,143,7,143,143,CARLOS-URIEL,MUSTSEE,0,11/14/2021,41.7,8155,11213
8367,4507,20,Heat,2/6/2022,46.3,48.6,-5,3,59,25,0,0,0,0,0,0,0,0,9437,2361
8370,1543,19,Heat,1/26/2022,50.4,50.9,-1,3,70,29,0,0,0,0,0,0,0,0,9389,3294
8372,7317,20,Insemination,1/30/2022,45.8,49.1,-7,3,66,6,1,6,0,ROBERTO-DAVID,OGDEN,0,3/31/2022,0,9353,2736
8376,5028,20,Heat,2/18/2022,48.6,50.9,-4,3,47,6,0,0,0,0,0,0,0,0,8993,2044
8385,1781,27,Pregnacy,8/11/2021,34.6,35.3,-2,2,238,87,3,87,87,CARLOS-JEHU,MUSTSEE,0,1/9/2022,42.7,10063,8631
8389,6555,24,Insemination,9/10/2021,40.4,39.9,1,2,208,32,4,32,0,CARLOS-URIEL,EXPO,0,3/5/2022,45.6,12190,8318
8391,3382,29,Pregnacy,7/9/2021,31.8,31.5,1,2,271,53,4,53,53,CARLOS-URIEL,MUSTSEE,0,2/12/2022,36.2,8912,7881
8397,4923,13,Pregnacy,7/1/2021,33.6,28.2,19,2,279,195,2,195,195,CARLOS-JEHU,29HO19282,0,9/23/2021,41.6,8585,9993
8407,3464,27,Pregnacy,8/7/2021,40,40.6,-2,2,242,83,5,83,83,CARLOS-JEHU,INFOCUS GOLD,0,1/13/2022,48.8,11771,9382
8408,6199,19,Labor,1/28/2022,65.8,61.9,6,2,68,0,0,0,0,0,0,0,0,0,16223,3717
8418,1171,21,Labor,3/14/2022,56.2,51,10,3,23,0,0,0,0,0,0,0,0,0,10286,993
8419,3663,17,Pregnacy,6/1/2021,37.9,36.5,4,2,309,103,3,103,103,CARLOS-JEHU,EXPO,0,12/24/2021,46.7,9381,11849
8424,7674,17,Pregnacy,11/27/2021,42.4,36.3,17,2,130,75,1,75,75,CARLOS-JEHU,KEYNOTE,0,1/21/2022,0,10129,4586
8428,5248,13,Pregnacy,9/11/2021,30,32.8,-8,2,207,151,1,151,151,CARLOS-URIEL,KEYNOTE,0,11/6/2021,54,11892,9019
8433,7083,30,Pregnacy,8/20/2021,24,23.1,4,2,229,105,4,105,105,CARLOS-JEHU,MUSTSEE,0,12/22/2021,36.2,8800,6817
8434,5414,18,Insemination,11/18/2021,61.3,33,86,2,139,72,1,72,0,URIEL-JEHU,KEYNOTE,0,1/24/2022,0,10023,339
8435,5016,20,Labor,2/13/2022,0,0,0,3,52,0,0,0,0,0,0,0,0,0,8385,451
8441,5698,29,Pregnacy,5/13/2021,31.9,33.5,-5,2,328,64,9,64,64,CARLOS-JEHU,KEYNOTE,0,2/1/2022,48.4,8093,11384
8442,7448,19,Insemination,1/20/2022,54.9,54.3,1,2,76,19,1,19,0,CARLOS-JEHU,FALCO,0,3/18/2022,0,14286,3708
8443,7104,29,Pregnacy,5/30/2021,34.3,33,4,2,311,123,3,123,123,ROBERTO-MANUEL,VIEWPOINT,0,12/4/2021,43.4,8485,11319
8446,4842,13,Pregnacy,5/20/2021,30.6,31.5,-3,2,321,206,4,206,206,CARLOS-JEHU,TORETTO,0,9/12/2021,46.3,8173,11772
8455,6266,28,Pregnacy,7/11/2021,43.6,42,4,2,269,116,5,116,116,MVZ ROGELIO-JEHU,EXPO,0,12/11/2021,55.5,11484,11441
8458,6899,27,Pregnacy,8/2/2021,35.7,35.8,0,2,247,107,4,107,107,CARLOS-JEHU,EXPO,0,12/20/2021,46.6,11176,9218
8459,6952,26,Pregnacy,8/20/2021,34.7,35.2,-1,2,229,83,2,83,83,MVZ ROGELIO-JEHU,FASTDRAW,0,1/13/2022,42.7,9906,8164
8460,5249,27,Abortion,8/3/2021,35.9,36.2,-1,2,246,166,2,166,0,CARLOS-JEHU,UNCHARTED,1,10/22/2021,44.3,7331,8453
8462,2834,30,Pregnacy,6/9/2021,23.3,23.4,0,2,301,144,2,144,144,CARLOS-URIEL,MUSTSEE,0,11/13/2021,38.9,9253,9207
8466,6128,24,Pregnacy,9/10/2021,44.3,41.6,6,2,208,117,2,117,117,CARLOS-JEHU,FASTDRAW,0,12/10/2021,48.9,11323,8948
8467,7645,13,Pregnacy,5/22/2021,23.7,24.3,-3,2,319,178,5,178,178,CARLOS-JEHU,SILVER INFOCUS,0,10/10/2021,44.2,7496,11079
8477,7692,17,Pregnacy,11/25/2021,51.3,51.1,1,2,132,74,1,74,74,CARLOS-JEHU,KEYNOTE,0,1/22/2022,0,11812,5891
8478,7429,29,Pregnacy,7/10/2021,38.2,36.4,5,2,270,134,3,134,134,CARLOS-URIEL,FASTDRAW,0,11/23/2021,46.3,10231,9991
8479,2389,20,Labor,2/25/2022,38.4,40.8,-6,2,40,0,0,0,0,0,0,0,0,0,12757,1182
8482,5161,25,Insemination,9/30/2021,0,0,0,2,188,37,3,37,0,ROBERTO-DAVID,INFOCUS GOLD,1,2/28/2022,56.3,14331,7928
8487,6314,27,Insemination,8/6/2021,45.6,45.1,1,2,243,11,4,11,0,CARLOS-URIEL,MUSTSEE,0,3/26/2022,47.6,11387,10133
8488,6687,24,Insemination,9/17/2021,44,43.1,2,2,201,19,5,19,0,DAVID-MANUEL,INFOCUS GOLD,0,3/18/2022,50.1,12711,8959
8491,3033,13,Pregnacy,6/23/2021,25.3,26.2,-3,2,287,170,3,170,170,JUAN DELGADO-JEHU,OLAF,0,10/18/2021,39.1,7016,9399
8495,17,29,Pregnacy,6/4/2021,41.3,41.9,-1,2,306,139,5,139,139,CARLOS-URIEL,FASTDRAW,0,11/18/2021,43.9,8934,12033
8504,3652,27,Pregnacy,8/6/2021,36,34,6,2,243,80,4,80,80,CARLOS-JEHU,INFOCUS GOLD,0,1/16/2022,43.4,9296,8071
8506,6110,13,Pregnacy,7/17/2021,36.8,33,11,2,263,148,4,148,148,CARLOS-URIEL,EXPO,0,11/9/2021,46.8,10322,10156
8511,1725,13,Insemination,7/29/2021,35.6,33.9,5,2,251,21,4,21,0,CARLOS-JEHU,INFOCUS GOLD,1,3/16/2022,43.7,8369,8387
8515,6834,25,Abortion,10/7/2021,40.8,38.6,6,2,181,131,1,131,0,DAVID-MANUEL,EXPO,1,11/26/2021,0,12164,5263
8519,3446,27,Pregnacy,8/5/2021,34.2,34.7,-1,2,244,46,4,46,46,ROBERTO-MANUEL,KEYNOTE,0,2/19/2022,40.1,9303,7898
8522,6076,28,Pregnacy,7/17/2021,34.7,35.5,-2,2,263,139,4,139,139,CARLOS-URIEL,KEYNOTE,0,11/18/2021,41.6,7955,9667
8526,6596,26,Pregnacy,8/16/2021,36.9,35,6,2,233,116,2,116,116,CARLOS-JEHU,VIEWPOINT,0,12/11/2021,43.2,8932,8641
8529,3351,20,Heat,2/20/2022,46.2,43.3,7,2,45,7,0,0,0,0,0,0,0,0,9324,1724
8530,6100,24,Insemination,9/12/2021,50.5,48.1,5,2,206,60,3,60,0,CARLOS-URIEL,KEYNOTE,0,2/5/2022,53,11599,9469
8531,8026,28,Pregnacy,7/17/2021,32.1,32.2,0,2,263,140,5,140,140,CARLOS-URIEL,FASTDRAW,0,11/17/2021,42.3,10323,8139
8537,6968,19,Insemination,1/25/2022,46.7,48.7,-4,2,71,13,1,13,0,CARLOS-JEHU,FALCO,0,3/24/2022,0,13048,3128
8539,5140,21,Labor,3/16/2022,50.8,50.5,1,3,21,0,0,0,0,0,0,0,0,0,9869,926
8543,223,26,Pregnacy,8/14/2021,46.5,48.5,-4,2,235,66,3,66,66,ROBERTO-MANUEL,EXPO,1,1/30/2022,57.6,12118,11664
8546,4815,17,Pregnacy,12/10/2021,54.1,58.1,-7,2,117,39,1,39,39,CARLOS-URIEL,MUSTSEE,0,2/26/2022,0,15747,6458
8550,4863,28,Pregnacy,7/15/2021,30.6,29.9,3,2,265,103,5,103,103,DAVID-MANUEL,INFOCUS GOLD,0,12/24/2021,41.8,9534,9240
8552,4892,20,Labor,3/3/2022,46.6,45.8,2,2,34,0,0,0,0,0,0,0,0,0,13657,1211
8553,7446,30,Pregnacy,3/29/2021,29.8,26.9,11,2,373,67,7,67,67,CARLOS-JEHU,INFOCUS GOLD,0,1/29/2022,46.5,9762,13009
8554,4957,13,Pregnacy,6/24/2021,29.5,35.4,-17,2,286,152,4,152,152,CARLOS-MAURICIO,INFOCUS GOLD,0,11/5/2021,40.5,8931,10126
8557,1041,30,Pregnacy,6/24/2021,21.7,20.9,4,2,286,128,4,128,128,JUAN DELGADO-URIEL,MUSTSEE,0,11/29/2021,37.2,6636,8589
8567,5612,28,Pregnacy,7/17/2021,31.9,32.5,-2,2,263,84,5,84,84,ROBERTO-MANUEL,FASTDRAW,0,1/12/2022,38.1,7148,8759
8568,776,22,Pregnacy,8/9/2021,38.8,40.8,-5,2,240,101,5,101,101,CARLOS-JEHU,MARADONA,0,12/26/2021,41.7,7813,9067
8569,2433,25,Insemination,10/8/2021,44.2,44.6,-1,2,180,33,4,33,0,CARLOS-JEHU,FASTDRAW,0,3/4/2022,0,9389,6338
8580,4837,29,Pregnacy,6/23/2021,32.8,38,-14,2,287,136,5,136,136,CARLOS-URIEL,MARADONA,0,11/21/2021,43.2,8827,10723
8582,6528,30,Pregnacy,6/26/2021,31.4,31.3,0,2,284,113,4,113,113,ROBERTO-MANUEL,KEYNOTE,0,12/14/2021,40.4,6866,9690
8583,946,13,Pregnacy,8/9/2021,30.2,31.4,-4,2,240,188,1,188,188,CARLOS-JEHU,MARADONA,0,9/30/2021,39.4,7762,7473
8584,2309,18,Pregnacy,12/27/2021,37.7,32,18,2,100,54,1,54,54,DAVID-MANUEL,MARADONA,0,2/11/2022,0,6742,3408
8594,3294,25,Pregnacy,10/2/2021,36.9,35.3,4,2,186,67,2,67,67,ROBERTO-MANUEL,KEYNOTE,0,1/29/2022,0,11991,5527
8607,6276,22,Pregnacy,5/30/2021,38.4,40.3,-5,2,311,109,3,109,109,ROBERTO-MANUEL,KEYNOTE,0,12/18/2021,50.4,9370,13014
8613,388,13,Pregnacy,6/29/2021,27.2,22.2,23,2,281,216,1,216,216,CARLOS-JEHU,KELLER,0,9/2/2021,36.6,6040,8609
8614,7710,26,Insemination,9/2/2021,41.2,44.3,-7,2,216,18,5,18,0,ROBERTO-MANUEL,INFOCUS GOLD,1,3/19/2022,53.1,10548,8852
8615,4804,27,Pregnacy,8/1/2021,49.3,50,-1,2,248,103,4,103,103,CARLOS-JEHU,EXPO,0,12/24/2021,58.4,12830,12592
8616,7500,14,Pregnacy,2/7/2021,30.1,22.1,36,1,423,156,7,156,156,MIGUEL-JAIME,SILVER INFOCUS,0,11/1/2021,41.8,0,11631
8618,6547,30,Pregnacy,7/28/2021,24.5,25.5,-4,2,252,110,3,110,110,CARLOS-JEHU,EXPO,0,12/17/2021,43.7,7625,8768
8619,5357,13,Pregnacy,6/1/2021,30,25.7,17,2,309,179,3,179,179,CARLOS-URIEL,MARADONA,0,10/9/2021,42.9,7318,11259
8624,5809,13,Pregnacy,8/15/2021,26.4,29.2,-9,2,234,181,1,181,181,CARLOS-JEHU,UNCHARTED,0,10/7/2021,46,9883,8737
8626,6357,27,Pregnacy,8/4/2021,39.9,40.8,-2,2,245,109,2,109,109,CARLOS-URIEL,EXPO,0,12/18/2021,44.2,11448,9593
8629,7543,13,Pregnacy,4/13/2021,15.6,17.6,-12,2,358,178,3,178,178,CARLOS-JEHU,POPSTAR,1,10/10/2021,39.8,6220,10305
8631,5387,28,Pregnacy,7/24/2021,45.3,39.7,14,2,256,115,5,115,115,CARLOS-JEHU,MUSTSEE,0,12/12/2021,52.9,10732,10327
8633,5311,20,Heat,2/25/2022,50.4,53.5,-6,2,40,6,0,0,0,0,0,0,0,0,10791,1684
8635,6933,26,Pregnacy,9/3/2021,42.1,40.5,4,2,215,74,3,74,74,CARLOS-JEHU,MUSTSEE,0,1/22/2022,49.1,9759,9175
8636,2425,23,Pregnacy,10/15/2021,37.9,36.9,2,2,173,85,2,85,85,CARLOS-JEHU,KEYNOTE,0,1/11/2022,47,12963,5944
8641,5266,25,Pregnacy,10/1/2021,42.8,40.9,5,2,187,130,1,130,130,ROBERTO-MANUEL,EXPO,0,11/27/2021,44.8,10238,7033
8642,6222,29,Pregnacy,6/21/2021,31.9,30.6,4,2,289,79,6,79,79,ROBERTO-DAVID,EXPO,1,1/17/2022,41.8,8591,10184
8643,8064,19,Insemination,1/13/2022,45.6,45,1,2,83,9,2,9,0,URIEL-JEHU,FASTDRAW,0,3/28/2022,0,8723,3415
8644,5333,17,Insemination,11/26/2021,56.9,54,5,2,131,9,2,9,0,URIEL-JEHU,SCORPIO,1,3/28/2022,0,10111,6836
8648,6711,19,Insemination,1/27/2022,52.9,51.2,3,2,69,15,1,15,0,CARLOS-JEHU,MUSTSEE,0,3/22/2022,0,9454,3232
8651,5644,16,Pregnacy,1/10/2021,29.6,33.4,-11,1,451,189,4,189,189,CARLOS-JEHU,POPSTAR,1,9/29/2021,46.1,0,16839
8653,6060,19,Insemination,1/24/2022,38.5,48.6,-21,2,72,21,1,21,0,ROBERTO-MANUEL,SCORPIO,0,3/16/2022,0,8530,3046
8654,6556,29,Insemination,6/7/2021,30.1,32.5,-8,2,303,20,8,20,0,CARLOS-JEHU,INFOCUS GOLD,0,3/17/2022,46.5,8348,11757
8662,7347,20,Labor,2/12/2022,60.8,52.5,16,2,53,0,0,0,0,0,0,0,0,0,11811,2489
8663,3527,15,Insemination,11/1/2021,36.8,32.9,12,2,156,13,3,13,0,CARLOS-JEHU,SCORPIO,0,3/24/2022,43.7,7061,5730
8666,6668,3,Pregnacy,8/19/2021,11.8,41.8,-72,2,230,144,1,144,144,CARLOS-URIEL,MUSTSEE,0,11/13/2021,51.4,9602,9961
8667,7421,3,Pregnacy,12/31/2021,54.7,59.1,-7,2,96,47,1,47,47,CARLOS-JEHU,MARADONA,0,2/18/2022,0,14917,5113
8674,3259,17,Insemination,11/24/2021,52.8,50.3,5,2,133,37,4,37,0,URIEL-JEHU,MARADONA,0,2/28/2022,0,8744,5801
8682,1577,19,Insemination,1/9/2022,38.7,37.2,4,2,87,33,1,33,0,CARLOS-JEHU,MUSTSEE,0,3/4/2022,0,7510,3777
8686,6740,26,Pregnacy,8/11/2021,52.4,47.6,10,2,238,90,4,90,90,MVZ ROGELIO-JEHU,FASTDRAW,0,1/6/2022,59.5,12494,11251
8688,7719,17,Pregnacy,12/4/2021,46.6,47.6,-2,2,123,61,2,61,61,CARLOS-JEHU,MUSTSEE,0,2/4/2022,0,12711,5439
8689,5696,27,Insemination,8/8/2021,34.2,34.6,-1,2,241,29,6,29,0,ROBERTO-MANUEL,INFOCUS GOLD,0,3/8/2022,39.2,9740,8306
8692,2581,20,Heat,2/26/2022,54.7,57,-4,2,39,4,0,0,0,0,0,0,0,0,17208,1626
8697,7894,18,Insemination,12/20/2021,47.2,49.9,-5,2,107,15,3,15,0,CARLOS-JEHU,MUSTSEE,0,3/22/2022,0,9057,5010
8698,5076,26,Pregnacy,8/14/2021,36,33.7,7,2,235,114,3,114,114,URIEL-JEHU,EXPO,0,12/13/2021,42.1,10641,7866
8699,1020,26,Pregnacy,8/31/2021,43.9,43.3,1,2,218,71,5,71,71,CARLOS-JEHU,EXPRESSO,0,1/25/2022,48.9,11333,9166
8700,5421,20,Labor,2/16/2022,56.6,58.1,-3,2,49,0,0,0,0,0,0,0,0,0,11115,2142
8703,7294,14,No_Inseminate,3/3/2021,27.1,27.9,-3,1,399,220,3,220,0,MIGUEL-MAURICIO,CURFEW,1,8/29/2021,36.2,0,9781
8706,586,20,Labor,2/27/2022,50.4,49.2,2,3,38,0,0,0,0,0,0,0,0,0,9977,1501
8711,607,13,Pregnacy,5/15/2021,28.4,26,9,2,326,214,3,214,214,CARLOS-URIEL,BACKROAD,0,9/4/2021,48.4,8512,11587
8713,7581,20,Labor,2/11/2022,52.9,46.8,13,2,54,0,0,0,0,0,0,0,0,0,11497,2052
8714,7471,21,Labor,3/27/2022,40.5,35.2,15,2,10,0,0,0,0,0,0,0,0,0,13954,296
8715,6490,29,Pregnacy,6/21/2021,38.6,36.5,6,2,289,102,6,102,102,DAVID-MANUEL,INFOCUS GOLD,0,12/25/2021,49.8,8818,11197
8716,0,29,Pregnacy,6/20/2021,0,39.3,0,2,290,36,8,36,36,URIEL-JEHU,INFOCUS GOLD,0,3/1/2022,42.1,8548,9936
8721,1776,27,Insemination,8/8/2021,35.9,35.7,1,2,241,25,4,25,0,ROBERTO-MANUEL,INFOCUS GOLD,1,3/12/2022,42.3,9267,9065
8724,5831,27,Pregnacy,8/11/2021,49.2,47.2,4,2,238,114,3,114,114,URIEL-JEHU,EXPO,0,12/13/2021,51.2,11607,10547
8725,7933,18,Pregnacy,12/24/2021,52.4,53.9,-3,2,103,56,1,56,56,ROBERTO-MANUEL,KEYNOTE,0,2/9/2022,0,9497,5346
8730,5093,25,Insemination,9/29/2021,49.2,50.2,-2,2,189,18,4,18,0,ROBERTO-MANUEL,INFOCUS GOLD,0,3/19/2022,51.7,10117,8659
8732,5254,13,Pregnacy,6/9/2021,26.4,28.8,-8,2,301,198,3,198,198,JUAN DELGADO-JEHU,MAVERICK,0,9/20/2021,46.1,7283,10733
8733,295,24,Pregnacy,9/12/2021,35.7,33.5,7,2,206,130,2,130,130,CARLOS-URIEL,KEYNOTE,0,11/27/2021,40.4,10298,7056
8734,0,3,No_Inseminate,8/13/2021,0,17.5,0,2,236,78,4,78,0,CARLOS-JEHU,MARADONA,0,1/18/2022,47.3,11100,8406
8735,1072,20,Labor,2/3/2022,0,0,0,2,62,0,0,0,0,0,0,0,0,0,8568,0
8736,4865,18,Pregnacy,1/2/2022,0,0,0,2,94,41,1,41,41,CARLOS-JEHU,MUSTSEE,0,2/24/2022,0,8897,2784
8738,118,26,Pregnacy,8/16/2021,42.7,39.3,9,2,233,58,5,58,58,ROBERTO-DAVID,KEYNOTE,0,2/7/2022,44.5,11461,9384
8739,8042,19,Insemination,1/15/2022,48.7,42.4,15,2,81,4,2,4,0,CARLOS-URIEL,FASTDRAW,0,4/2/2022,0,10030,3919
8740,6537,13,Pregnacy,9/11/2021,30.3,24.6,23,2,207,153,1,153,153,CARLOS-JEHU,EXPO,0,11/4/2021,44.1,7919,7509
8743,297,23,Pregnacy,10/19/2021,38.2,40.3,-5,2,169,48,4,48,48,CARLOS-JEHU,MUSTSEE,0,2/17/2022,0,10243,5331
8746,5803,26,Pregnacy,9/3/2021,37.7,36.9,2,2,215,99,3,99,99,CARLOS-JEHU,EXPO,0,12/28/2021,40.5,7231,5366
8748,269,27,Insemination,8/6/2021,30.4,30.8,-1,2,243,35,6,35,0,ROBERTO-MANUEL,INFOCUS GOLD,0,3/2/2022,46,9578,8567
8751,5349,29,Pregnacy,6/4/2021,43.9,42.6,3,2,306,137,5,137,137,MVZ ROGELIO-URIEL,MARADONA,0,11/20/2021,57,8797,13684
8753,1604,15,Pregnacy,11/13/2021,44.6,45.3,-2,2,144,90,1,90,90,MVZ ROGELIO-JEHU,KEYNOTE,0,1/6/2022,0,11871,5894
8757,2227,24,Pregnacy,9/21/2021,42.9,45.5,-6,2,197,123,1,123,123,ROBERTO-MANUEL,FASTDRAW,0,12/4/2021,48.5,6155,8481
