Cow,ID_Cow_Bracelet_Podometer,Patio,Gynecological_Status,Birth_Date,Daily_Production,Average_Daily_Production_Days,Average_Daily_Production_Percentage,Lactation_Number,Milk_Days,Days_After_Heat,Insemination,Days_After_Insemination,Pregnacy_Days,Inseminator_Name,Bull_Name,Number_of_Abortions,Insemination_Date,Production_Peak,Previous_Lactation_Production,Actual_Lactation_Production
9823,6685,29,Insemination,6/30/2021,31,30.1,3,2,280,18,7,18,0,CARLOS-URIEL,INFOCUS GOLD,0,3/19/2022,36.6,5847,8789
9824,347,21,Labor,3/17/2022,50.7,44.9,13,2,20,0,0,0,0,0,0,0,0,0,14960,559
9825,5972,28,Pregnacy,7/18/2021,34.2,34.6,-1,2,262,116,3,116,116,CARLOS-JEHU,EXPO,0,12/11/2021,42,7499,9368
9826,1198,29,Pregnacy,7/8/2021,32.5,34.8,-7,2,272,131,2,131,131,DAVID-MANUEL,MUSTSEE,0,11/26/2021,40.5,8206,9519
9827,5648,26,Pregnacy,8/26/2021,36.3,37.9,-4,2,223,105,3,105,105,CARLOS-JEHU,EXPO,0,12/22/2021,44.3,9476,8227
9828,6611,28,Pregnacy,7/28/2021,38.8,35.6,9,2,252,90,4,90,90,ROBERTO-MANUEL,INFOCUS GOLD,0,1/6/2022,43.3,7419,9247
9829,4775,25,Pregnacy,10/6/2021,53.5,51.7,3,2,182,102,1,102,102,DAVID-MANUEL,EXPO,0,12/25/2021,59.8,11849,9368
9830,7541,15,Insemination,11/12/2021,46.4,45.3,3,2,145,44,3,44,0,URIEL-JEHU,EXPO,0,2/21/2022,0,12028,6594
9831,6864,12,Pregnacy,8/14/2021,34.3,29.6,16,1,235,133,3,133,133,MIGUEL-JAIME,MARADONA,0,11/24/2021,39.2,0,7591
9832,2486,28,Insemination,7/24/2021,34.2,35.9,-5,2,256,26,6,26,0,CARLOS-JEHU,INFOCUS GOLD,0,3/11/2022,43.6,7672,9077
9834,7105,15,Pregnacy,10/15/2021,53.7,57.7,-7,2,173,93,2,93,93,URIEL-JEHU,EXPO,0,1/3/2022,0,12263,7739
9836,3552,16,Pregnacy,11/14/2020,23.3,24.5,-5,1,508,197,2,197,197,CARLOS-JEHU,BACKROAD,1,9/21/2021,35.5,0,14979
9837,0,28,Pregnacy,7/22/2021,0,0,0,2,258,136,4,136,136,CARLOS-URIEL,MARADONA,0,11/21/2021,42.7,7733,8763
9838,786,24,Pregnacy,9/25/2021,46,50.2,-8,2,193,69,1,69,69,DAVID-MANUEL,KEYNOTE,0,1/27/2022,0,9256,5151
9839,7026,13,Pregnacy,7/27/2021,26.8,24,12,2,253,159,1,159,159,CARLOS-JEHU,EXPO,0,10/29/2021,0,9313,6481
9842,3532,17,Pregnacy,11/24/2021,41.8,41,2,2,133,76,1,76,76,CARLOS-JEHU,EXPO,0,1/20/2022,0,6116,4856
9843,6194,24,Pregnacy,9/10/2021,44.1,42.6,4,2,208,100,3,100,100,URIEL-JEHU,EXPO,0,12/27/2021,46.7,6580,8535
9844,6976,27,Pregnacy,8/9/2021,46.2,42.4,9,2,240,101,5,101,101,CARLOS-JEHU,MARADONA,0,12/26/2021,44.9,8744,9407
9845,5044,28,Pregnacy,7/23/2021,34.9,36.7,-5,2,257,67,5,67,67,ROBERTO-MANUEL,EXPRESSO,0,1/29/2022,42.1,8885,8617
9846,2847,30,Pregnacy,7/11/2021,25.8,27.4,-6,2,269,86,4,86,86,ROBERTO-DAVID,KEYNOTE,0,1/10/2022,37.9,5767,8515
9849,6845,25,Pregnacy,10/7/2021,57.6,55.6,4,2,181,52,2,52,52,ROBERTO-MANUEL,KEYNOTE,0,2/13/2022,0,12449,6415
9851,3609,24,Insemination,9/21/2021,30.4,30.2,0,2,197,31,5,31,0,ROBERTO-MANUEL,INFOCUS GOLD,0,3/6/2022,42.6,7951,6419
9852,6664,26,Pregnacy,8/16/2021,31.7,29.9,6,2,233,36,7,36,36,ROBERTO-MANUEL,INFOCUS GOLD,0,3/1/2022,40,7053,7873
9854,5956,26,Pregnacy,8/24/2021,37.9,34.8,9,2,225,39,4,39,39,ROBERTO-MANUEL,INFOCUS GOLD,0,2/26/2022,44.8,8275,8261
9855,6640,19,Insemination,1/21/2022,58.7,58.5,0,2,75,19,1,19,0,CARLOS-JEHU,FALCO,0,3/18/2022,0,11476,3673
9856,4818,27,Pregnacy,8/11/2021,33.6,33.5,1,2,238,107,4,107,107,URIEL-JEHU,EXPO,0,12/20/2021,42.2,7933,8422
9857,6683,15,Pregnacy,11/1/2021,36.1,34.8,4,2,156,82,1,82,82,CARLOS-JEHU,MARADONA,0,1/14/2022,42.6,7156,4728
9858,5755,23,Insemination,10/21/2021,48.3,49.4,-2,2,167,29,3,29,0,CARLOS-JEHU,EXPO,0,3/8/2022,53.8,11390,8200
9859,5990,25,Pregnacy,10/7/2021,43.9,43.2,2,2,181,110,2,110,110,DAVID-MANUEL,KEYNOTE,0,12/17/2021,0,10010,6179
9860,3435,25,Pregnacy,10/9/2021,36.9,37,0,2,179,99,2,99,99,CARLOS-JEHU,MARADONA,0,12/28/2021,0,8319,4451
9861,7627,24,Pregnacy,9/24/2021,46.6,45.1,3,2,194,131,1,131,131,DAVID-MANUEL,EXPO,0,11/26/2021,50,10066,8506
9862,5091,26,Pregnacy,8/20/2021,45.9,47.6,-4,2,229,44,5,44,44,ROBERTO-DAVID,INFOCUS GOLD,0,2/21/2022,49.3,9590,9663
9863,6057,26,Insemination,8/14/2021,43.7,38.4,14,2,235,45,5,45,0,CARLOS-JEHU,INFOCUS GOLD,0,2/20/2022,45.9,9131,9267
9864,5243,15,Pregnacy,11/7/2021,42.8,44.6,-4,2,150,53,1,53,53,CARLOS-URIEL,MUSTSEE,0,2/12/2022,53.7,11918,7151
9865,4943,15,Pregnacy,10/31/2021,39.7,43.3,-8,2,157,103,1,103,103,CARLOS-JEHU,MUSTSEE,0,12/24/2021,49.1,10643,6319
9867,6124,24,Pregnacy,9/21/2021,49.4,51.3,-4,2,197,59,2,59,59,ROBERTO-MANUEL,KEYNOTE,0,2/6/2022,54.7,11189,9615
9868,5945,19,Insemination,1/29/2022,56.4,56.1,1,2,67,20,1,20,0,ROBERTO-DAVID,SCORPIO,0,3/17/2022,0,14587,3149
9869,5246,20,Heat,3/1/2022,36.5,47.4,-23,2,36,19,0,0,0,0,0,0,0,0,10813,1412
9870,6734,26,Insemination,8/19/2021,35.8,36.6,-2,4,230,26,4,26,0,DAVID-MANUEL,INFOCUS GOLD,0,3/11/2022,0,9846,4996
9871,7508,13,Pregnacy,4/4/2021,9.8,20.9,-53,2,367,214,4,214,214,CARLOS-URIEL,BART,0,9/4/2021,46.6,13576,12671
9872,7101,24,Pregnacy,9/9/2021,29.8,33.3,-11,2,209,112,2,112,112,CARLOS-JEHU,MARADONA,0,12/15/2021,41.3,7232,7208
9873,2899,3,Pregnacy,8/19/2021,26.6,37.5,-29,2,230,110,4,110,110,CARLOS-JEHU,MARADONA,0,12/17/2021,40.4,9843,8209
9874,207,13,Pregnacy,8/23/2021,0,0,0,2,226,145,2,145,145,CARLOS-MAURICIO,MUSTSEE,0,11/12/2021,0,7777,1598
9875,6510,26,Pregnacy,8/16/2021,44.2,44.3,0,2,233,106,4,106,106,CARLOS-JEHU,EXPO,0,12/21/2021,47.3,6677,9609
9876,5874,26,Pregnacy,8/23/2021,47.7,45.2,6,2,226,122,3,122,122,CARLOS-URIEL,MUSTSEE,0,12/5/2021,47.3,9266,9503
9877,6105,27,Pregnacy,8/8/2021,37.1,37.4,-1,2,241,39,6,39,39,ROBERTO-MANUEL,INFOCUS GOLD,0,2/26/2022,43.9,7168,9112
9878,3573,27,Pregnacy,8/12/2021,39.2,35.1,12,2,237,118,4,118,118,CARLOS-JEHU,MUSTSEE,0,12/9/2021,40.3,8411,8354
9879,5992,15,Pregnacy,11/7/2021,25.7,23.4,10,2,150,53,2,53,53,CARLOS-URIEL,MUSTSEE,0,2/12/2022,50,6664,4767
9880,6175,20,Heat,2/28/2022,57.6,54.3,6,2,37,2,0,0,0,0,0,0,0,0,12548,1674
9881,6007,15,Pregnacy,11/14/2021,41.7,38.6,8,2,143,88,1,88,88,CARLOS-URIEL,EXPO,0,1/8/2022,0,10071,5467
9882,5350,26,Insemination,8/17/2021,38.7,37.1,4,2,232,27,6,27,0,DAVID-MANUEL,INFOCUS GOLD,0,3/10/2022,43,8232,8951
9884,6111,20,Labor,2/24/2022,51.3,53,-3,2,41,0,0,0,0,0,0,0,0,0,10185,1791
9885,5113,26,Pregnacy,8/26/2021,40.9,40.3,2,2,223,125,3,125,125,CARLOS-URIEL,EXPO,0,12/2/2021,47.8,7824,8453
9886,3268,26,Pregnacy,8/13/2021,36.7,31.8,16,2,236,46,3,46,46,ROBERTO-MANUEL,EXPO,0,2/19/2022,39.7,7484,8142
9887,6435,13,Pregnacy,8/14/2021,26.5,36.2,-27,2,235,145,2,145,145,CARLOS-MAURICIO,MUSTSEE,0,11/12/2021,48.6,8037,10080
9888,6185,15,Pregnacy,10/26/2021,26.1,50.8,-49,2,162,70,2,70,70,CARLOS-URIEL,KEYNOTE,0,1/26/2022,0,8106,6446
9889,6837,30,Pregnacy,10/26/2021,20.6,22.2,-7,2,162,112,1,112,112,CARLOS-JEHU,KEYNOTE,0,12/15/2021,32.6,7951,3797
9892,6710,25,Pregnacy,10/6/2021,35,31.5,11,2,182,137,1,137,137,ROBERTO-MANUEL,KEYNOTE,0,11/20/2021,53.7,10506,7701
9893,6659,18,Insemination,12/15/2021,48.5,46.1,5,2,112,18,3,18,0,CARLOS-URIEL,MUSTSEE,0,3/19/2022,0,9014,4909
9894,6380,3,Pregnacy,10/3/2021,59.4,32.8,81,2,185,86,2,86,86,ROBERTO-DAVID,KEYNOTE,0,1/10/2022,0,9994,5231
9895,7355,26,Pregnacy,8/27/2021,43.3,46.5,-7,2,222,62,5,62,62,ROBERTO-MANUEL,INFOCUS GOLD,0,2/3/2022,50,8694,9734
9896,7672,22,Pregnacy,11/30/2021,55.9,51.8,8,2,127,53,1,53,53,CARLOS-URIEL,KEYNOTE,0,2/12/2022,0,11791,6101
9897,5002,26,Pregnacy,8/23/2021,36.6,35.6,3,2,226,66,4,66,66,ROBERTO-MANUEL,MARADONA,0,1/30/2022,46,7105,8774
9898,869,26,Insemination,9/5/2021,39.7,40.4,-2,2,213,4,2,4,0,ROBERTO-ADAN,MUSTSEE,1,4/2/2022,47.4,8394,8562
9899,906,26,Pregnacy,8/14/2021,39.6,39.9,-1,2,235,107,4,107,107,URIEL-JEHU,FASTDRAW,0,12/20/2021,48.9,8414,9651
9900,3509,3,Pregnacy,8/30/2021,26.6,37.5,-29,2,219,159,1,159,159,CARLOS-JEHU,MARADONA,0,10/29/2021,46.4,9462,8552
9903,7945,18,Heat,12/29/2021,55.6,54.4,2,2,98,13,1,52,0,ROBERTO-MANUEL,KEYNOTE,0,2/13/2022,0,12550,5124
9906,3434,24,Pregnacy,9/26/2021,41.6,41.1,1,2,192,140,1,140,140,CARLOS-URIEL,FASTDRAW,0,11/17/2021,48.1,6804,8061
9908,5006,24,Pregnacy,9/15/2021,43.4,40.8,7,2,203,71,4,71,71,CARLOS-JEHU,FASTDRAW,0,1/25/2022,51,8880,8815
9909,6614,25,Pregnacy,10/1/2021,35.3,37.2,-5,2,187,131,1,131,131,DAVID-MANUEL,EXPO,0,11/26/2021,43.5,7588,7017
9912,431,21,Labor,3/22/2022,42.2,39.4,7,2,15,0,0,0,0,0,0,0,0,0,8126,432
9913,6256,23,Pregnacy,10/11/2021,44.4,42.7,4,2,177,42,4,42,42,CARLOS-JEHU,EXPO,0,2/23/2022,54.3,9480,6572
9914,5650,25,Pregnacy,9/30/2021,50.4,49.6,2,2,188,95,1,95,95,ROBERTO-MANUEL,EXPO,0,1/1/2022,54.9,9697,8734
9916,0,3,Pregnacy,8/23/2021,0,10.4,0,2,226,129,1,129,129,CARLOS-URIEL,KEYNOTE,0,11/28/2021,33,8549,5452
9917,7511,25,Pregnacy,10/5/2021,39.3,35.9,10,2,183,118,1,118,118,ROBERTO-MANUEL,KEYNOTE,0,12/9/2021,0,7029,4951
9919,6870,13,Pregnacy,9/13/2021,24.9,25.6,-3,2,205,157,1,157,157,ROBERTO-MANUEL,MARADONA,0,10/31/2021,38.3,6865,6522
9920,6676,24,Insemination,9/15/2021,43.8,42.9,2,2,203,13,4,13,0,ROBERTO-DAVID,SCORPIO,1,3/24/2022,46.4,8931,8148
9921,6317,15,Pregnacy,11/6/2021,46.1,43.5,6,2,151,48,2,48,48,CARLOS-JEHU,FASTDRAW,0,2/17/2022,47.6,6805,5322
9923,6843,3,Pregnacy,10/23/2021,37.3,25.4,47,2,165,88,2,88,88,CARLOS-URIEL,EXPO,0,1/8/2022,44,9143,4580
9924,1963,13,Pregnacy,9/2/2021,26.3,27.9,-6,2,216,159,1,159,159,CARLOS-JEHU,MARADONA,0,10/29/2021,50.4,9439,8521
9926,6354,24,Pregnacy,9/23/2021,38.7,39.8,-3,2,195,125,2,125,125,ROBERTO-MANUEL,FASTDRAW,0,12/2/2021,44.9,8668,7700
9927,6799,15,Insemination,11/6/2021,53.6,44.7,20,2,151,5,4,5,0,CARLOS-JEHU,OGDEN,0,4/1/2022,56.1,10188,6790
9928,6610,27,Pregnacy,8/7/2021,30.4,30.7,-1,2,242,118,4,118,118,CARLOS-JEHU,MUSTSEE,0,12/9/2021,43.9,6560,8680
9929,5823,24,Pregnacy,9/21/2021,43.1,41.7,3,2,197,122,1,122,122,ROBERTO-MANUEL,KEYNOTE,0,12/5/2021,51.9,8178,8409
9931,7702,17,Pregnacy,11/26/2021,42.3,38.6,10,2,131,78,1,78,78,ROBERTO-MANUEL,KEYNOTE,0,1/18/2022,0,9834,4215
9932,6570,24,Pregnacy,9/19/2021,34.9,32.8,6,2,199,143,1,143,143,CARLOS-URIEL,KEYNOTE,0,11/14/2021,45.9,6959,7571
9933,1608,24,Pregnacy,9/19/2021,43.6,45,-3,2,199,123,1,123,123,ROBERTO-MANUEL,MARADONA,0,12/4/2021,50.3,8455,8616
9934,5814,24,Pregnacy,9/19/2021,48.7,48.1,1,2,199,86,3,86,86,ROBERTO-DAVID,FASTDRAW,0,1/10/2022,48.1,6133,8500
9936,6707,25,Pregnacy,10/4/2021,39.4,40.3,-2,2,184,131,1,131,131,DAVID-MANUEL,EXPO,0,11/26/2021,44.2,8147,7117
9937,4982,24,Pregnacy,9/14/2021,37.1,35.9,3,2,204,105,2,105,105,CARLOS-JEHU,MUSTSEE,0,12/22/2021,43.2,6701,7187
9938,7854,18,Insemination,12/19/2021,54.4,49.1,11,2,108,9,3,9,0,URIEL-JEHU,SCORPIO,0,3/28/2022,0,9142,5087
9939,3502,3,Insemination,12/8/2021,14.4,23.6,-39,2,119,27,3,27,0,CARLOS-JEHU,FASTDRAW,0,3/10/2022,0,10903,3973
9941,3661,3,Pregnacy,9/25/2021,0,31.5,0,2,193,116,1,116,116,ROBERTO-MANUEL,EXPO,0,12/11/2021,47.5,10126,7317
9942,7177,30,No_Inseminate,9/8/2021,38.1,36,6,2,210,57,0,0,0,0,0,0,0,45.9,8734,7260
9944,7689,30,Insemination,12/4/2021,40.8,43.5,-6,2,123,10,3,10,0,CARLOS-JEHU,SCORPIO,0,3/27/2022,0,8527,5178
9947,2077,24,Pregnacy,9/23/2021,43.6,44.2,-1,2,195,68,3,68,68,DAVID-MANUEL,EXPO,0,1/28/2022,49.7,9153,8629
9950,7658,14,Pregnacy,5/12/2021,32.6,35,-7,1,329,166,3,166,166,MIGUEL-MAURICIO,KEYNOTE,0,10/22/2021,37.7,0,10292
9951,1846,26,Pregnacy,9/4/2021,46.5,45.1,3,2,214,121,2,121,121,JUAN DELGADO-URIEL,EXPO,0,12/6/2021,49.7,8100,9312
9952,4967,25,Pregnacy,10/3/2021,36,35.4,2,2,185,46,2,46,46,ROBERTO-MANUEL,KEYNOTE,0,2/19/2022,43,7265,6895
9953,6681,24,Pregnacy,9/20/2021,38.6,37,4,2,198,90,3,90,90,ROBERTO-MANUEL,KEYNOTE,0,1/6/2022,45.4,6895,7522
9954,4805,15,Pregnacy,11/5/2021,41.5,38,9,2,152,74,1,74,74,CARLOS-JEHU,FASTDRAW,0,1/22/2022,46,9861,6065
9956,2482,12,Pregnacy,7/25/2021,42.7,44.1,-3,1,255,102,5,102,102,MVZ ROGELIO-JAIME,INFOCUS GOLD,0,12/25/2021,40.6,0,9316
9957,8097,19,Insemination,1/7/2022,53.5,49.2,9,2,89,34,1,34,0,URIEL-JEHU,KEYNOTE,0,3/3/2022,0,12523,3741
9958,3593,17,Pregnacy,11/20/2021,41,41.2,0,2,137,83,1,83,83,MVZ ROGELIO-JEHU,FASTDRAW,0,1/13/2022,0,9137,5227
9959,6642,17,Pregnacy,11/16/2021,45.3,48.2,-6,2,141,81,1,81,81,CARLOS-URIEL,EXPO,0,1/15/2022,0,9072,6133
9962,7107,3,Pregnacy,6/14/2021,16.1,36.6,-56,1,296,145,3,145,145,MIGUEL-JAIME,MUSTSEE,1,11/12/2021,38.9,0,10360
9963,5195,24,Pregnacy,9/16/2021,40,41.8,-4,2,202,79,2,79,79,URIEL-JEHU,EXPO,0,1/17/2022,45.7,8111,8032
9965,4987,23,Abortion,10/20/2021,32.1,40.3,-20,2,168,88,2,88,0,CARLOS-URIEL,EXPO,1,1/8/2022,0,8588,5905
9966,5151,17,Pregnacy,11/24/2021,49.4,48.2,2,2,133,75,1,75,75,CARLOS-JEHU,MUSTSEE,0,1/21/2022,0,9499,5677
9967,5401,15,Pregnacy,10/30/2021,41,41.4,-1,2,158,57,3,57,57,CARLOS-JEHU,MARADONA,0,2/8/2022,43.5,8181,5739
9968,7665,17,Pregnacy,12/6/2021,37.4,41.2,-9,2,121,70,1,70,70,CARLOS-URIEL,MUSTSEE,0,1/26/2022,0,9706,5531
9969,6906,26,Pregnacy,9/8/2021,32.7,32.5,0,2,210,124,2,124,124,CARLOS-MAURICIO,KEYNOTE,0,12/3/2021,38.2,7681,6606
9970,5110,3,Abortion,9/18/2021,49.7,47.3,5,2,200,145,1,145,0,CARLOS-MAURICIO,MUSTSEE,1,11/12/2021,52,8736,9131
9971,6756,24,Pregnacy,9/20/2021,50.5,49.3,2,2,198,44,3,44,44,ROBERTO-DAVID,INFOCUS GOLD,1,2/21/2022,51.7,9873,9194
9972,7701,17,Insemination,12/5/2021,47.8,45.7,5,2,122,6,1,6,0,CARLOS-JEHU,MUSTSEE,0,3/31/2022,0,10006,5418
9973,440,25,Pregnacy,9/28/2021,40.5,40.3,0,2,190,116,1,116,116,ROBERTO-MANUEL,EXPO,0,12/11/2021,46.4,8253,7594
9974,6053,15,Insemination,10/31/2021,27.8,26.9,3,2,157,29,4,29,0,CARLOS-JEHU,INFOCUS GOLD,0,3/8/2022,34.3,5975,3877
9977,3210,21,Labor,3/18/2022,42.9,41.6,3,2,19,0,0,0,0,0,0,0,0,0,10540,333
9979,4953,20,Labor,2/19/2022,62.4,58,8,2,46,0,0,0,0,0,0,0,0,0,11212,2036
9980,6112,25,Pregnacy,9/30/2021,42.2,39.7,6,2,188,126,1,126,126,ROBERTO-MANUEL,FASTDRAW,0,12/1/2021,48.1,8422,7279
9985,3557,15,Insemination,10/30/2021,42,38.3,10,2,158,3,4,3,0,CARLOS-JEHU,OGDEN,1,4/3/2022,0,9036,2306
9987,7403,25,Pregnacy,9/28/2021,53.5,50.7,6,2,190,90,3,90,90,ROBERTO-MANUEL,FASTDRAW,0,1/6/2022,51.4,8634,8679
9988,7505,25,Pregnacy,10/5/2021,34.1,35.9,-5,2,183,79,3,79,79,ROBERTO-DAVID,INFOCUS GOLD,0,1/17/2022,41.9,7247,6772
9989,619,15,Pregnacy,10/30/2021,45.9,41.2,12,2,158,67,2,67,67,CARLOS-JEHU,MUSTSEE,0,1/29/2022,50.9,9082,6586
9990,5458,20,Insemination,1/30/2022,47,45.1,4,2,66,12,1,12,0,JUAN DELGADO-JEHU,FALCO,0,3/25/2022,0,10868,2512
9991,6371,23,Pregnacy,10/14/2021,42.1,40.2,5,2,174,116,1,116,116,CARLOS-JEHU,VIEWPOINT,0,12/11/2021,50.6,8539,6228
9992,6821,24,Pregnacy,9/18/2021,38.8,37.9,2,2,200,55,4,55,55,ROBERTO-MANUEL,INFOCUS GOLD,0,2/10/2022,42.8,7267,7417
9993,4891,15,Pregnacy,11/1/2021,47.1,52.3,-10,2,156,58,2,58,58,JUAN DELGADO-JEHU,EXPO,0,2/7/2022,58.7,10370,7231
9996,7774,19,Pregnacy,12/30/2021,40.3,39,3,2,97,52,1,52,52,CARLOS-LUIS,EXPO,0,2/13/2022,0,8917,3387
9997,2221,17,Pregnacy,11/21/2021,38.3,38.2,0,2,136,86,1,86,86,URIEL-JEHU,KEYNOTE,0,1/10/2022,0,9277,5366
9998,6169,27,Abortion,8/6/2021,33,43,-23,2,243,170,2,170,0,JUAN DELGADO-JEHU,EXPO,1,10/18/2021,50.6,8778,9766
10001,5558,25,Pregnacy,10/8/2021,43.8,41.5,6,2,180,125,1,125,125,ROBERTO-MANUEL,FASTDRAW,0,12/2/2021,0,8094,5825
10002,6444,19,Heat,1/26/2022,48.5,47.3,2,2,70,29,0,0,0,0,0,0,0,0,9228,2939
10004,5167,19,Heat,1/9/2022,45.1,44.8,1,2,87,50,0,0,0,0,0,0,0,0,7629,3668
10005,8066,19,Insemination,1/12/2022,20.7,38.3,-46,2,84,27,1,27,0,CARLOS-JEHU,FASTDRAW,0,3/10/2022,0,7089,2988
10006,6453,17,Insemination,12/12/2021,37.9,44,-14,2,115,19,2,19,0,CARLOS-JEHU,SCORPIO,0,3/18/2022,0,8507,4277
10007,5108,14,No_Inseminate,1/8/2021,41.8,40.9,2,1,453,165,10,165,0,CARLOS-JEHU,SILVER INFOCUS,0,10/23/2021,37.7,0,14399
10008,5999,16,Pregnacy,4/6/2021,26,25,4,1,365,183,5,183,183,MIGUEL-JAIME,SILVER INFOCUS,0,10/5/2021,37.4,0,11844
10013,6972,15,Pregnacy,11/8/2021,42.3,46.3,-9,2,149,97,1,97,97,CARLOS-JEHU,KEYNOTE,0,12/30/2021,0,7420,5152
10014,5289,23,Pregnacy,10/21/2021,31.8,31.3,2,2,167,105,1,105,105,CARLOS-JEHU,FASTDRAW,0,12/22/2021,38.6,7835,4646
10015,6147,20,Labor,2/23/2022,46.1,47,-2,2,42,0,0,0,0,0,0,0,0,0,8366,1660
10016,1467,20,Insemination,2/6/2022,41.3,44.2,-6,2,59,4,1,4,0,ROBERTO-ADAN,MUSTSEE,0,4/2/2022,0,7575,2085
10017,5604,19,Insemination,1/5/2022,53.7,50.8,6,2,91,0,3,0,0,CARLOS-JEHU,OGDEN,0,4/6/2022,0,9139,4081
10018,464,19,Insemination,1/4/2022,52.1,45,16,2,92,9,2,9,0,URIEL-JEHU,FASTDRAW,0,3/28/2022,0,7322,3989
10019,8068,19,Insemination,1/12/2022,47.1,44.5,6,2,84,19,1,19,0,CARLOS-JEHU,FALCO,0,3/18/2022,0,8764,3292
10020,7044,18,Pregnacy,12/15/2021,45.8,47.5,-4,2,112,57,1,57,57,CARLOS-JEHU,MUSTSEE,0,2/8/2022,0,7851,4865
10021,7890,18,Pregnacy,12/17/2021,31.3,43.9,-29,2,110,37,2,37,37,URIEL-JEHU,EXPO,0,2/28/2022,0,9394,4496
10023,7180,19,Insemination,1/21/2022,52.6,49,7,2,75,24,1,24,0,ROBERTO-MANUEL,SCORPIO,0,3/13/2022,0,8500,3184
10025,6248,16,Pregnacy,5/17/2021,20.9,20.5,2,1,324,173,5,173,173,MIGUEL-MAURICIO,SILVER INFOCUS,0,10/15/2021,34.9,0,8987
10027,7588,16,Pregnacy,6/22/2021,25.8,26.4,-3,1,288,184,3,184,184,MIGUEL-MAURICIO,EXPO,0,10/4/2021,33.4,0,8713
10029,7040,17,Pregnacy,11/22/2021,42.6,43.9,-3,2,135,62,2,62,62,CARLOS-JEHU,EXPO,0,2/3/2022,0,7856,5021
10030,5854,17,Pregnacy,11/15/2021,32.5,34.3,-5,2,142,83,1,83,83,MVZ ROGELIO-JEHU,MUSTSEE,0,1/13/2022,0,6410,5294
10031,1575,19,Insemination,1/9/2022,55.2,53.2,4,2,87,12,2,12,0,CARLOS-JEHU,MUSTSEE,0,3/25/2022,0,9615,4110
10032,3235,21,Labor,3/14/2022,50.5,47.7,6,2,23,0,0,0,0,0,0,0,0,0,10487,901
10034,7748,18,Insemination,12/15/2021,48.9,53.3,-8,2,112,13,3,13,0,CARLOS-JEHU,SCORPIO,0,3/24/2022,0,9856,5432
10039,5032,20,Labor,3/6/2022,49.6,50.9,-3,2,31,0,0,0,0,0,0,0,0,0,10905,1208
10041,6963,14,Pregnacy,3/18/2021,0,0,0,1,384,84,9,84,84,CARLOS-JEHU,INFOCUS GOLD,0,1/12/2022,39.3,0,12061
10042,6904,18,Insemination,12/15/2021,47.1,46.3,2,2,112,2,3,2,0,URIEL-JEHU,MUSTSEE,0,4/4/2022,0,7584,4677
10044,0,19,Insemination,1/23/2022,0,0,0,2,73,10,1,10,0,CARLOS-JEHU,MUSTSEE,0,3/27/2022,0,8847,2604
10047,0,16,Pregnacy,5/6/2021,0,0,0,1,335,200,3,200,200,MAURICIO-JAIME,OLAF,1,9/18/2021,36,0,8060
10048,6584,16,Pregnacy,1/6/2021,25.8,23.3,11,1,455,194,6,194,194,CARLOS-JEHU,SILVER INFOCUS,0,9/24/2021,35,0,12925
10049,6313,20,Insemination,2/2/2022,56,56,0,2,63,6,1,6,0,ROBERTO-DAVID,EXPO,0,3/31/2022,0,10768,3043
10050,4799,19,Insemination,1/20/2022,45.1,43.6,3,2,76,21,1,21,0,ROBERTO-MANUEL,SCORPIO,0,3/16/2022,0,9041,3443
10051,5735,19,Insemination,1/23/2022,36.5,35.2,4,2,73,6,2,6,0,CARLOS-JEHU,FALCO,0,3/31/2022,0,6306,2474
10052,6066,19,Insemination,1/3/2022,41,44.2,-7,2,93,22,2,22,0,CARLOS-JEHU,FASTDRAW,0,3/15/2022,0,7498,3784
10053,7724,17,Insemination,12/13/2021,46.8,43.4,8,2,114,10,3,10,0,CARLOS-JEHU,SCORPIO,0,3/27/2022,0,6862,4224
10054,7523,20,Insemination,2/1/2022,40.7,41.3,-1,2,64,8,1,8,0,ROBERTO-DAVID,OGDEN,0,3/29/2022,0,6897,2398
10055,2144,20,Heat,2/19/2022,49.4,49.5,0,2,46,7,0,0,0,0,0,0,0,0,6847,2020
10060,8052,19,Heat,1/12/2022,46.5,47,-1,2,84,48,0,0,0,0,0,0,0,0,9850,3617
10061,3161,19,Insemination,1/17/2022,51.6,50.8,2,2,79,20,1,20,0,ROBERTO-DAVID,SCORPIO,0,3/17/2022,0,6759,3688
10062,5147,14,Pregnacy,2/2/2021,32.2,31.6,2,1,428,159,9,159,159,CARLOS-JEHU,INFOCUS GOLD,0,10/29/2021,35.2,0,12859
10063,5895,14,Pregnacy,2/16/2021,26.1,23.8,10,1,414,154,4,154,154,MIGUEL-JAIME,SILVER INFOCUS,1,11/3/2021,35.7,0,12269
10064,6691,15,Pregnacy,11/6/2021,31.7,32.2,-2,2,151,83,1,83,83,MVZ ROGELIO-JEHU,FASTDRAW,0,1/13/2022,34.9,8238,3870
10071,6755,21,Labor,3/18/2022,41.7,37.2,12,2,19,0,0,0,0,0,0,0,0,0,9100,308
10072,6662,17,Insemination,12/3/2021,52.8,50,6,2,124,6,2,6,0,CARLOS-JEHU,FASTDRAW,0,3/31/2022,0,7666,5751
10074,6457,21,Labor,3/9/2022,53.2,55.2,-4,2,28,0,0,0,0,0,0,0,0,0,8843,1301
10076,1985,20,Heat,2/14/2022,54.6,54.4,0,2,51,8,0,0,0,0,0,0,0,0,10274,2323
