"vaca","estado","estado_ginecol","fecha_de_naci","lact_n","del","inseminacion_lac_1","inseminacion_lac_2","inseminacion_lac_3","inseminacion_lac_4","inseminacion_lac_5","inseminacion_lac_6","inseminacion_lac_7","inseminacion_lac_8","inseminacion_lac_9"
10202,"ordeno","celo","3/16/2019",2,55,2,0,-1,-1,-1,-1,-1,-1,-1
10204,"ordeno","prenez","3/16/2019",2,122,2,1,-1,-1,-1,-1,-1,-1,-1
10207,"ordeno","inseminacion","3/17/2019",2,109,1,1,-1,-1,-1,-1,-1,-1,-1
10208,"ordeno","prenez","3/17/2019",1,420,3,-1,-1,-1,-1,-1,-1,-1,-1
10209,"ordeno","prenez","3/17/2019",1,300,4,-1,-1,-1,-1,-1,-1,-1,-1
10216,"ordeno","inseminacion","3/19/2019",2,70,1,1,-1,-1,-1,-1,-1,-1,-1
10217,"ordeno","prenez","3/19/2019",1,477,4,-1,-1,-1,-1,-1,-1,-1,-1
10220,"ordeno","inseminacion","3/20/2019",2,110,1,3,-1,-1,-1,-1,-1,-1,-1
10221,"ordeno","inseminacion","3/20/2019",2,103,1,2,-1,-1,-1,-1,-1,-1,-1
10226,"ordeno","prenez","3/22/2019",2,123,2,1,-1,-1,-1,-1,-1,-1,-1
10227,"ordeno","pd-inseminacion","3/22/2019",2,105,1,1,-1,-1,-1,-1,-1,-1,-1
10228,"ordeno","prenez","3/23/2019",2,143,1,2,-1,-1,-1,-1,-1,-1,-1
10229,"ordeno","prenez","3/23/2019",2,122,2,1,-1,-1,-1,-1,-1,-1,-1
10230,"ordeno","prenez","3/23/2019",2,112,2,1,-1,-1,-1,-1,-1,-1,-1
10234,"ordeno","parto","3/25/2019",2,34,3,0,-1,-1,-1,-1,-1,-1,-1
10236,"ordeno","prenez","3/25/2019",1,472,6,-1,-1,-1,-1,-1,-1,-1,-1
10238,"ordeno","prenez","3/25/2019",2,130,2,1,-1,-1,-1,-1,-1,-1,-1
10239,"seca","prenez","3/25/2019",1,323,2,-1,-1,-1,-1,-1,-1,-1,-1
10240,"ordeno","prenez","3/26/2019",1,456,6,-1,-1,-1,-1,-1,-1,-1,-1
10243,"ordeno","inseminacion","3/27/2019",2,107,1,2,-1,-1,-1,-1,-1,-1,-1
10245,"ordeno","pd-inseminacion","3/29/2019",2,136,1,1,-1,-1,-1,-1,-1,-1,-1
10247,"ordeno","pd-inseminacion","3/29/2019",2,134,2,1,-1,-1,-1,-1,-1,-1,-1
10248,"ordeno","inseminacion","3/29/2019",2,75,1,2,-1,-1,-1,-1,-1,-1,-1
10249,"ordeno","inseminacion","3/30/2019",2,80,2,1,-1,-1,-1,-1,-1,-1,-1
10250,"ordeno","inseminacion","3/30/2019",2,112,1,2,-1,-1,-1,-1,-1,-1,-1
10251,"ordeno","parto","3/30/2019",2,12,3,0,-1,-1,-1,-1,-1,-1,-1
10252,"ordeno","parto","3/30/2019",2,83,1,0,-1,-1,-1,-1,-1,-1,-1
10254,"ordeno","celo","4/1/2019",2,126,1,1,-1,-1,-1,-1,-1,-1,-1
10255,"seca","prenez","4/1/2019",1,337,2,-1,-1,-1,-1,-1,-1,-1,-1
10257,"ordeno","parto","4/2/2019",2,11,3,0,-1,-1,-1,-1,-1,-1,-1
10258,"ordeno","prenez","4/2/2019",2,121,1,1,-1,-1,-1,-1,-1,-1,-1
10261,"ordeno","inseminacion","4/3/2019",2,68,2,1,-1,-1,-1,-1,-1,-1,-1
10262,"ordeno","inseminacion","4/4/2019",2,77,1,1,-1,-1,-1,-1,-1,-1,-1
10264,"ordeno","prenez","4/4/2019",1,196,1,-1,-1,-1,-1,-1,-1,-1,-1
10265,"ordeno","inseminacion","4/4/2019",2,109,1,2,-1,-1,-1,-1,-1,-1,-1
10267,"ordeno","prenez","4/5/2019",1,322,3,-1,-1,-1,-1,-1,-1,-1,-1
10270,"ordeno","inseminacion","4/6/2019",2,111,1,2,-1,-1,-1,-1,-1,-1,-1
10271,"ordeno","inseminacion","4/6/2019",2,78,2,1,-1,-1,-1,-1,-1,-1,-1
10272,"ordeno","parto","4/6/2019",2,68,2,0,-1,-1,-1,-1,-1,-1,-1
10274,"ordeno","inseminacion","4/6/2019",2,102,1,1,-1,-1,-1,-1,-1,-1,-1
10278,"ordeno","inseminacion","4/7/2019",2,122,2,2,-1,-1,-1,-1,-1,-1,-1
10280,"ordeno","prenez","4/7/2019",1,359,3,-1,-1,-1,-1,-1,-1,-1,-1
10282,"ordeno","inseminacion","4/7/2019",2,88,2,1,-1,-1,-1,-1,-1,-1,-1
10284,"ordeno","prenez","4/8/2019",1,443,6,-1,-1,-1,-1,-1,-1,-1,-1
10285,"ordeno","parto","4/8/2019",2,66,1,0,-1,-1,-1,-1,-1,-1,-1
10287,"ordeno","prenez","4/8/2019",2,130,1,1,-1,-1,-1,-1,-1,-1,-1
10289,"ordeno","inseminacion","4/9/2019",2,108,2,1,-1,-1,-1,-1,-1,-1,-1
10291,"ordeno","prenez","4/9/2019",2,102,2,1,-1,-1,-1,-1,-1,-1,-1
10292,"ordeno","pd-inseminacion","4/9/2019",2,94,1,1,-1,-1,-1,-1,-1,-1,-1
10294,"ordeno","para_no_inseminar","4/10/2019",1,384,2,-1,-1,-1,-1,-1,-1,-1,-1
10296,"ordeno","prenez","4/11/2019",2,126,1,1,-1,-1,-1,-1,-1,-1,-1
10300,"ordeno","prenez","4/11/2019",1,294,2,-1,-1,-1,-1,-1,-1,-1,-1
10302,"ordeno","inseminacion","4/12/2019",2,62,1,1,-1,-1,-1,-1,-1,-1,-1
10303,"seca","prenez","4/12/2019",1,400,5,-1,-1,-1,-1,-1,-1,-1,-1
10305,"ordeno","parto","4/12/2019",2,52,3,0,-1,-1,-1,-1,-1,-1,-1
10306,"ordeno","prenez","4/12/2019",1,398,4,-1,-1,-1,-1,-1,-1,-1,-1
10309,"ordeno","parto","4/13/2019",2,11,2,0,-1,-1,-1,-1,-1,-1,-1
10310,"ordeno","prenez","4/13/2019",1,441,8,-1,-1,-1,-1,-1,-1,-1,-1
10311,"ordeno","parto","4/14/2019",2,20,2,0,-1,-1,-1,-1,-1,-1,-1
10314,"ordeno","prenez","4/14/2019",1,446,9,-1,-1,-1,-1,-1,-1,-1,-1
10315,"ordeno","prenez","4/15/2019",2,88,1,1,-1,-1,-1,-1,-1,-1,-1
10316,"ordeno","para_no_inseminar","4/15/2019",1,446,8,-1,-1,-1,-1,-1,-1,-1,-1
10318,"seca","prenez","4/15/2019",1,366,4,-1,-1,-1,-1,-1,-1,-1,-1
10319,"ordeno","inseminacion","4/16/2019",2,98,2,1,-1,-1,-1,-1,-1,-1,-1
10323,"ordeno","prenez","4/16/2019",1,358,9,-1,-1,-1,-1,-1,-1,-1,-1
10324,"ordeno","inseminacion","4/16/2019",2,90,1,1,-1,-1,-1,-1,-1,-1,-1
10325,"ordeno","parto","4/16/2019",2,55,2,0,-1,-1,-1,-1,-1,-1,-1
10326,"ordeno","parto","4/17/2019",2,22,3,0,-1,-1,-1,-1,-1,-1,-1
10328,"ordeno","parto","4/17/2019",2,10,2,0,-1,-1,-1,-1,-1,-1,-1
10330,"ordeno","inseminacion","4/18/2019",2,107,1,3,-1,-1,-1,-1,-1,-1,-1
10333,"seca","prenez","4/18/2019",1,269,1,-1,-1,-1,-1,-1,-1,-1,-1
10335,"ordeno","prenez","4/19/2019",1,367,7,-1,-1,-1,-1,-1,-1,-1,-1
10336,"ordeno","parto","4/19/2019",2,13,3,0,-1,-1,-1,-1,-1,-1,-1
10337,"ordeno","prenez","4/20/2019",1,349,5,-1,-1,-1,-1,-1,-1,-1,-1
10340,"ordeno","inseminacion","4/20/2019",1,316,8,-1,-1,-1,-1,-1,-1,-1,-1
10342,"ordeno","prenez","4/20/2019",2,112,1,2,-1,-1,-1,-1,-1,-1,-1
10344,"ordeno","prenez","4/20/2019",1,367,6,-1,-1,-1,-1,-1,-1,-1,-1
10346,"ordeno","celo","4/22/2019",2,75,2,0,-1,-1,-1,-1,-1,-1,-1
10349,"ordeno","inseminacion","4/21/2019",2,66,1,1,-1,-1,-1,-1,-1,-1,-1
10350,"ordeno","prenez","4/21/2019",2,117,1,1,-1,-1,-1,-1,-1,-1,-1
10351,"ordeno","prenez","4/21/2019",1,361,5,-1,-1,-1,-1,-1,-1,-1,-1
10352,"seca","prenez","4/21/2019",1,374,5,-1,-1,-1,-1,-1,-1,-1,-1
10353,"ordeno","prenez","4/21/2019",1,409,6,-1,-1,-1,-1,-1,-1,-1,-1
10355,"ordeno","parto","4/21/2019",2,28,4,0,-1,-1,-1,-1,-1,-1,-1
10359,"ordeno","prenez","4/24/2019",1,381,5,-1,-1,-1,-1,-1,-1,-1,-1
10360,"ordeno","prenez","4/24/2019",1,443,2,-1,-1,-1,-1,-1,-1,-1,-1
10363,"seca","prenez","4/25/2019",1,393,3,-1,-1,-1,-1,-1,-1,-1,-1
10364,"ordeno","inseminacion","4/25/2019",2,129,1,2,-1,-1,-1,-1,-1,-1,-1
10365,"ordeno","prenez","4/25/2019",1,367,5,-1,-1,-1,-1,-1,-1,-1,-1
10366,"ordeno","inseminacion","4/25/2019",2,67,2,1,-1,-1,-1,-1,-1,-1,-1
10367,"ordeno","inseminacion","4/25/2019",2,112,1,2,-1,-1,-1,-1,-1,-1,-1
10369,"ordeno","prenez","4/26/2019",1,403,9,-1,-1,-1,-1,-1,-1,-1,-1
10370,"ordeno","prenez","4/26/2019",1,414,1,-1,-1,-1,-1,-1,-1,-1,-1
10373,"ordeno","inseminacion","4/26/2019",2,73,2,1,-1,-1,-1,-1,-1,-1,-1
10376,"seca","prenez","4/27/2019",1,393,4,-1,-1,-1,-1,-1,-1,-1,-1
10379,"ordeno","celo","4/27/2019",2,58,2,0,-1,-1,-1,-1,-1,-1,-1
10380,"ordeno","inseminacion","4/28/2019",2,122,1,2,-1,-1,-1,-1,-1,-1,-1
10381,"ordeno","inseminacion","4/28/2019",2,100,1,3,-1,-1,-1,-1,-1,-1,-1
10382,"ordeno","parto","4/28/2019",2,9,2,0,-1,-1,-1,-1,-1,-1,-1
10383,"seca","prenez","4/29/2019",1,332,2,-1,-1,-1,-1,-1,-1,-1,-1
10384,"ordeno","parto","4/29/2019",2,8,1,0,-1,-1,-1,-1,-1,-1,-1
10385,"ordeno","prenez","4/29/2019",2,121,1,1,-1,-1,-1,-1,-1,-1,-1
10386,"ordeno","prenez","4/29/2019",2,122,1,1,-1,-1,-1,-1,-1,-1,-1
10387,"ordeno","celo","4/30/2019",2,47,3,0,-1,-1,-1,-1,-1,-1,-1
10388,"ordeno","celo","4/30/2019",2,52,3,0,-1,-1,-1,-1,-1,-1,-1
10389,"ordeno","prenez","4/30/2019",1,397,8,-1,-1,-1,-1,-1,-1,-1,-1
10390,"ordeno","prenez","4/30/2019",1,336,4,-1,-1,-1,-1,-1,-1,-1,-1
10393,"ordeno","inseminacion","5/1/2019",2,88,1,1,-1,-1,-1,-1,-1,-1,-1
10397,"ordeno","celo","5/2/2019",2,56,1,0,-1,-1,-1,-1,-1,-1,-1
10398,"ordeno","inseminacion","5/2/2019",2,127,1,2,-1,-1,-1,-1,-1,-1,-1
10399,"ordeno","inseminacion","5/2/2019",2,54,1,1,-1,-1,-1,-1,-1,-1,-1
10400,"ordeno","inseminacion","5/2/2019",2,71,2,1,-1,-1,-1,-1,-1,-1,-1
10401,"ordeno","inseminacion","5/2/2019",2,74,1,1,-1,-1,-1,-1,-1,-1,-1
10402,"ordeno","celo","5/2/2019",2,24,3,0,-1,-1,-1,-1,-1,-1,-1
10403,"ordeno","parto","5/2/2019",2,31,2,0,-1,-1,-1,-1,-1,-1,-1
10404,"ordeno","celo","5/2/2019",2,84,2,0,-1,-1,-1,-1,-1,-1,-1
10405,"ordeno","inseminacion","5/2/2019",2,49,3,1,-1,-1,-1,-1,-1,-1,-1
10406,"ordeno","para_no_inseminar","5/4/2019",1,405,3,-1,-1,-1,-1,-1,-1,-1,-1
10408,"ordeno","para_no_inseminar","5/4/2019",1,394,10,-1,-1,-1,-1,-1,-1,-1,-1
10409,"ordeno","prenez","5/5/2019",1,384,5,-1,-1,-1,-1,-1,-1,-1,-1
10410,"ordeno","prenez","5/5/2019",1,342,4,-1,-1,-1,-1,-1,-1,-1,-1
10412,"ordeno","prenez","5/5/2019",1,262,4,-1,-1,-1,-1,-1,-1,-1,-1
10413,"ordeno","inseminacion","5/5/2019",2,68,2,1,-1,-1,-1,-1,-1,-1,-1
10414,"ordeno","celo","5/5/2019",2,73,1,0,-1,-1,-1,-1,-1,-1,-1
10415,"ordeno","prenez","5/6/2019",1,370,7,-1,-1,-1,-1,-1,-1,-1,-1
10417,"ordeno","inseminacion","5/6/2019",2,69,1,1,-1,-1,-1,-1,-1,-1,-1
10419,"ordeno","celo","5/7/2019",2,35,1,0,-1,-1,-1,-1,-1,-1,-1
10420,"ordeno","prenez","5/7/2019",1,296,2,-1,-1,-1,-1,-1,-1,-1,-1
10423,"ordeno","prenez","5/7/2019",1,429,6,-1,-1,-1,-1,-1,-1,-1,-1
10425,"ordeno","celo","5/8/2019",2,40,2,0,-1,-1,-1,-1,-1,-1,-1
10426,"ordeno","inseminacion","5/8/2019",2,88,2,1,-1,-1,-1,-1,-1,-1,-1
10427,"ordeno","prenez","5/8/2019",1,387,5,-1,-1,-1,-1,-1,-1,-1,-1
10430,"ordeno","inseminacion","5/9/2019",2,80,2,2,-1,-1,-1,-1,-1,-1,-1
10431,"ordeno","inseminacion","5/9/2019",2,82,2,1,-1,-1,-1,-1,-1,-1,-1
10432,"ordeno","parto","5/10/2019",2,13,1,0,-1,-1,-1,-1,-1,-1,-1
10434,"ordeno","celo","5/10/2019",2,28,2,0,-1,-1,-1,-1,-1,-1,-1
10435,"ordeno","prenez","5/10/2019",1,379,2,-1,-1,-1,-1,-1,-1,-1,-1
10436,"ordeno","parto","5/11/2019",2,51,1,0,-1,-1,-1,-1,-1,-1,-1
10437,"ordeno","pd-inseminacion","5/11/2019",2,110,1,1,-1,-1,-1,-1,-1,-1,-1
10442,"ordeno","celo","5/12/2019",2,76,1,0,-1,-1,-1,-1,-1,-1,-1
10444,"ordeno","prenez","5/13/2019",1,409,8,-1,-1,-1,-1,-1,-1,-1,-1
10445,"ordeno","inseminacion","5/13/2019",2,71,1,1,-1,-1,-1,-1,-1,-1,-1
10446,"ordeno","parto","5/13/2019",2,29,2,0,-1,-1,-1,-1,-1,-1,-1
10447,"ordeno","celo","5/13/2019",2,52,2,0,-1,-1,-1,-1,-1,-1,-1
10448,"ordeno","inseminacion","5/13/2019",2,98,1,3,-1,-1,-1,-1,-1,-1,-1
10449,"ordeno","parto","5/13/2019",2,94,1,0,-1,-1,-1,-1,-1,-1,-1
10450,"ordeno","aborto","5/13/2019",1,253,2,-1,-1,-1,-1,-1,-1,-1,-1
10451,"ordeno","inseminacion","5/13/2019",2,69,1,1,-1,-1,-1,-1,-1,-1,-1
10454,"seca","prenez","5/14/2019",1,388,4,-1,-1,-1,-1,-1,-1,-1,-1
10455,"ordeno","parto","5/14/2019",2,40,2,0,-1,-1,-1,-1,-1,-1,-1
10456,"ordeno","prenez","5/14/2019",1,203,2,-1,-1,-1,-1,-1,-1,-1,-1
10458,"ordeno","prenez","5/15/2019",2,100,1,1,-1,-1,-1,-1,-1,-1,-1
10459,"ordeno","prenez","5/15/2019",1,310,6,-1,-1,-1,-1,-1,-1,-1,-1
10460,"ordeno","celo","5/15/2019",2,77,1,0,-1,-1,-1,-1,-1,-1,-1
10461,"seca","prenez","5/15/2019",1,424,4,-1,-1,-1,-1,-1,-1,-1,-1
10462,"ordeno","parto","5/15/2019",2,51,2,0,-1,-1,-1,-1,-1,-1,-1
10463,"ordeno","inseminacion","5/17/2019",2,87,1,1,-1,-1,-1,-1,-1,-1,-1
10464,"ordeno","parto","5/17/2019",2,39,1,0,-1,-1,-1,-1,-1,-1,-1
10465,"ordeno","inseminacion","5/17/2019",2,72,1,1,-1,-1,-1,-1,-1,-1,-1
10466,"ordeno","prenez","5/17/2019",1,417,6,-1,-1,-1,-1,-1,-1,-1,-1
10467,"ordeno","celo","5/17/2019",2,51,2,0,-1,-1,-1,-1,-1,-1,-1
10468,"ordeno","prenez","5/17/2019",1,295,2,-1,-1,-1,-1,-1,-1,-1,-1
10473,"ordeno","celo","5/18/2019",2,49,2,0,-1,-1,-1,-1,-1,-1,-1
10476,"ordeno","prenez","5/18/2019",1,393,7,-1,-1,-1,-1,-1,-1,-1,-1
10477,"seca","prenez","5/19/2019",1,430,5,-1,-1,-1,-1,-1,-1,-1,-1
10478,"ordeno","celo","5/19/2019",2,30,4,0,-1,-1,-1,-1,-1,-1,-1
10483,"ordeno","parto","5/20/2019",2,16,4,0,-1,-1,-1,-1,-1,-1,-1
10485,"ordeno","parto","5/20/2019",2,21,1,0,-1,-1,-1,-1,-1,-1,-1
10487,"ordeno","parto","5/20/2019",2,52,1,0,-1,-1,-1,-1,-1,-1,-1
10488,"ordeno","celo","5/20/2019",2,60,2,0,-1,-1,-1,-1,-1,-1,-1
10489,"ordeno","parto","5/20/2019",2,88,1,0,-1,-1,-1,-1,-1,-1,-1
10490,"seca","prenez","5/21/2019",1,290,1,-1,-1,-1,-1,-1,-1,-1,-1
10492,"ordeno","parto","5/21/2019",2,35,2,0,-1,-1,-1,-1,-1,-1,-1
10493,"ordeno","prenez","5/21/2019",1,415,6,-1,-1,-1,-1,-1,-1,-1,-1
10501,"ordeno","parto","5/23/2019",2,21,2,0,-1,-1,-1,-1,-1,-1,-1
10504,"ordeno","para_no_inseminar","5/23/2019",1,409,6,-1,-1,-1,-1,-1,-1,-1,-1
10505,"ordeno","parto","5/24/2019",2,11,1,0,-1,-1,-1,-1,-1,-1,-1
10506,"ordeno","parto","5/24/2019",2,47,2,0,-1,-1,-1,-1,-1,-1,-1
10508,"seca","prenez","5/25/2019",1,306,2,-1,-1,-1,-1,-1,-1,-1,-1
10510,"ordeno","prenez","5/25/2019",1,402,7,-1,-1,-1,-1,-1,-1,-1,-1
10511,"seca","prenez","5/26/2019",1,264,2,-1,-1,-1,-1,-1,-1,-1,-1
10512,"ordeno","inseminacion","5/26/2019",2,67,1,1,-1,-1,-1,-1,-1,-1,-1
10515,"ordeno","inseminacion","5/28/2019",2,83,1,1,-1,-1,-1,-1,-1,-1,-1
10518,"seca","prenez","5/28/2019",1,380,5,-1,-1,-1,-1,-1,-1,-1,-1
10519,"seca","prenez","5/28/2019",1,368,4,-1,-1,-1,-1,-1,-1,-1,-1
10520,"ordeno","prenez","5/28/2019",1,252,2,-1,-1,-1,-1,-1,-1,-1,-1
10521,"ordeno","celo","5/28/2019",2,30,1,0,-1,-1,-1,-1,-1,-1,-1
10522,"seca","prenez","5/29/2019",1,369,4,-1,-1,-1,-1,-1,-1,-1,-1
10526,"ordeno","parto","5/29/2019",2,53,2,0,-1,-1,-1,-1,-1,-1,-1
10527,"ordeno","inseminacion","5/29/2019",2,56,2,1,-1,-1,-1,-1,-1,-1,-1
10528,"ordeno","prenez","5/30/2019",1,311,2,-1,-1,-1,-1,-1,-1,-1,-1
10530,"ordeno","prenez","5/30/2019",1,404,6,-1,-1,-1,-1,-1,-1,-1,-1
10533,"ordeno","parto","5/30/2019",2,17,1,0,-1,-1,-1,-1,-1,-1,-1
10535,"ordeno","parto","5/30/2019",2,65,1,0,-1,-1,-1,-1,-1,-1,-1
10538,"ordeno","prenez","5/31/2019",1,352,5,-1,-1,-1,-1,-1,-1,-1,-1
10539,"ordeno","parto","6/1/2019",2,62,2,0,-1,-1,-1,-1,-1,-1,-1
10541,"ordeno","inseminacion","6/1/2019",2,64,1,1,-1,-1,-1,-1,-1,-1,-1
10544,"ordeno","prenez","6/1/2019",1,398,8,-1,-1,-1,-1,-1,-1,-1,-1
10545,"ordeno","celo","6/1/2019",2,55,1,0,-1,-1,-1,-1,-1,-1,-1
10546,"seca","prenez","6/2/2019",1,326,2,-1,-1,-1,-1,-1,-1,-1,-1
10549,"seca","prenez","6/2/2019",1,269,1,-1,-1,-1,-1,-1,-1,-1,-1
10551,"ordeno","prenez","6/2/2019",1,326,7,-1,-1,-1,-1,-1,-1,-1,-1
10554,"ordeno","celo","6/3/2019",2,71,1,0,-1,-1,-1,-1,-1,-1,-1
10555,"ordeno","prenez","6/3/2019",1,395,6,-1,-1,-1,-1,-1,-1,-1,-1
10556,"seca","prenez","6/4/2019",1,324,2,-1,-1,-1,-1,-1,-1,-1,-1
10558,"seca","prenez","6/5/2019",1,283,2,-1,-1,-1,-1,-1,-1,-1,-1
10559,"ordeno","inseminacion","6/5/2019",2,70,1,1,-1,-1,-1,-1,-1,-1,-1
10560,"ordeno","prenez","6/5/2019",1,198,2,-1,-1,-1,-1,-1,-1,-1,-1
10561,"ordeno","para_no_inseminar","6/5/2019",1,400,11,-1,-1,-1,-1,-1,-1,-1,-1
10562,"seca","prenez","6/5/2019",1,293,2,-1,-1,-1,-1,-1,-1,-1,-1
10565,"ordeno","parto","6/5/2019",2,8,3,0,-1,-1,-1,-1,-1,-1,-1
10566,"seca","prenez","6/5/2019",1,271,1,-1,-1,-1,-1,-1,-1,-1,-1
10567,"seca","prenez","6/6/2019",1,265,1,-1,-1,-1,-1,-1,-1,-1,-1
10570,"ordeno","inseminacion","6/7/2019",2,78,1,1,-1,-1,-1,-1,-1,-1,-1
10572,"ordeno","parto","6/7/2019",2,29,1,0,-1,-1,-1,-1,-1,-1,-1
10573,"ordeno","inseminacion","6/7/2019",2,73,1,1,-1,-1,-1,-1,-1,-1,-1
10575,"ordeno","parto","6/8/2019",2,30,1,0,-1,-1,-1,-1,-1,-1,-1
10576,"ordeno","parto","6/8/2019",2,1,3,0,-1,-1,-1,-1,-1,-1,-1
10577,"seca","prenez","6/9/2019",1,357,3,-1,-1,-1,-1,-1,-1,-1,-1
10579,"ordeno","parto","6/10/2019",2,25,1,0,-1,-1,-1,-1,-1,-1,-1
10580,"ordeno","para_no_inseminar","6/10/2019",1,387,8,-1,-1,-1,-1,-1,-1,-1,-1
10581,"seca","prenez","6/10/2019",1,334,2,-1,-1,-1,-1,-1,-1,-1,-1
10582,"ordeno","para_no_inseminar","6/10/2019",1,398,8,-1,-1,-1,-1,-1,-1,-1,-1
10584,"ordeno","prenez","6/10/2019",1,360,3,-1,-1,-1,-1,-1,-1,-1,-1
10588,"ordeno","parto","6/11/2019",2,13,3,0,-1,-1,-1,-1,-1,-1,-1
10589,"seca","prenez","6/11/2019",1,280,1,-1,-1,-1,-1,-1,-1,-1,-1
10590,"seca","prenez","6/11/2019",1,389,6,-1,-1,-1,-1,-1,-1,-1,-1
10591,"seca","prenez","6/11/2019",1,327,4,-1,-1,-1,-1,-1,-1,-1,-1
10592,"ordeno","prenez","6/12/2019",1,255,4,-1,-1,-1,-1,-1,-1,-1,-1
10593,"ordeno","prenez","6/12/2019",1,335,4,-1,-1,-1,-1,-1,-1,-1,-1
10594,"ordeno","parto","6/13/2019",2,47,1,0,-1,-1,-1,-1,-1,-1,-1
10596,"ordeno","prenez","6/14/2019",1,392,6,-1,-1,-1,-1,-1,-1,-1,-1
10597,"ordeno","inseminacion","6/14/2019",1,319,7,-1,-1,-1,-1,-1,-1,-1,-1
10600,"ordeno","parto","6/15/2019",2,2,3,0,-1,-1,-1,-1,-1,-1,-1
10601,"ordeno","parto","6/15/2019",2,51,1,0,-1,-1,-1,-1,-1,-1,-1
10604,"seca","prenez","6/17/2019",1,292,2,-1,-1,-1,-1,-1,-1,-1,-1
10606,"ordeno","parto","6/17/2019",2,30,1,0,-1,-1,-1,-1,-1,-1,-1
10608,"ordeno","inseminacion","6/17/2019",2,67,1,1,-1,-1,-1,-1,-1,-1,-1
10609,"ordeno","parto","6/18/2019",2,15,1,0,-1,-1,-1,-1,-1,-1,-1
10610,"ordeno","prenez","6/18/2019",1,351,6,-1,-1,-1,-1,-1,-1,-1,-1
10611,"seca","prenez","6/19/2019",1,319,2,-1,-1,-1,-1,-1,-1,-1,-1
10612,"ordeno","celo","6/19/2019",2,44,1,0,-1,-1,-1,-1,-1,-1,-1
10613,"ordeno","inseminacion","6/19/2019",2,64,1,1,-1,-1,-1,-1,-1,-1,-1
10614,"seca","prenez","6/20/2019",1,317,2,-1,-1,-1,-1,-1,-1,-1,-1
10615,"ordeno","inseminacion","6/20/2019",1,366,9,-1,-1,-1,-1,-1,-1,-1,-1
10616,"ordeno","inseminacion","6/21/2019",2,65,1,1,-1,-1,-1,-1,-1,-1,-1
10617,"ordeno","parto","6/21/2019",2,49,1,0,-1,-1,-1,-1,-1,-1,-1
10618,"ordeno","parto","6/22/2019",2,45,1,0,-1,-1,-1,-1,-1,-1,-1
10620,"ordeno","celo","6/22/2019",2,52,1,0,-1,-1,-1,-1,-1,-1,-1
10621,"ordeno","prenez","6/23/2019",1,220,1,-1,-1,-1,-1,-1,-1,-1,-1
10622,"ordeno","prenez","6/23/2019",1,308,5,-1,-1,-1,-1,-1,-1,-1,-1
10623,"ordeno","prenez","6/23/2019",1,354,8,-1,-1,-1,-1,-1,-1,-1,-1
10624,"ordeno","celo","6/23/2019",2,37,2,0,-1,-1,-1,-1,-1,-1,-1
10625,"ordeno","prenez","6/24/2019",1,396,6,-1,-1,-1,-1,-1,-1,-1,-1
10628,"seca","prenez","6/24/2019",1,299,2,-1,-1,-1,-1,-1,-1,-1,-1
10629,"ordeno","parto","6/24/2019",2,12,1,0,-1,-1,-1,-1,-1,-1,-1
10631,"ordeno","prenez","6/25/2019",1,390,4,-1,-1,-1,-1,-1,-1,-1,-1
10634,"ordeno","parto","6/25/2019",2,5,2,0,-1,-1,-1,-1,-1,-1,-1
10635,"ordeno","inseminacion","6/25/2019",2,60,1,1,-1,-1,-1,-1,-1,-1,-1
10636,"ordeno","parto","6/25/2019",2,30,1,0,-1,-1,-1,-1,-1,-1,-1
10637,"ordeno","prenez","6/26/2019",1,351,5,-1,-1,-1,-1,-1,-1,-1,-1
10638,"ordeno","prenez","6/26/2019",1,392,8,-1,-1,-1,-1,-1,-1,-1,-1
10639,"ordeno","inseminacion","6/26/2019",2,52,1,1,-1,-1,-1,-1,-1,-1,-1
10640,"ordeno","inseminacion","6/27/2019",1,276,9,-1,-1,-1,-1,-1,-1,-1,-1
10641,"ordeno","prenez","6/27/2019",1,318,4,-1,-1,-1,-1,-1,-1,-1,-1
10642,"ordeno","celo","6/27/2019",2,34,1,0,-1,-1,-1,-1,-1,-1,-1
10643,"ordeno","prenez","6/27/2019",1,307,3,-1,-1,-1,-1,-1,-1,-1,-1
10645,"seca","prenez","6/28/2019",1,270,1,-1,-1,-1,-1,-1,-1,-1,-1
10647,"ordeno","celo","6/29/2019",2,44,1,0,-1,-1,-1,-1,-1,-1,-1
10648,"ordeno","parto","6/29/2019",2,38,2,0,-1,-1,-1,-1,-1,-1,-1
10649,"ordeno","parto","6/29/2019",2,47,1,0,-1,-1,-1,-1,-1,-1,-1
10650,"seca","prenez","6/29/2019",1,325,2,-1,-1,-1,-1,-1,-1,-1,-1
10652,"ordeno","prenez","6/29/2019",1,295,2,-1,-1,-1,-1,-1,-1,-1,-1
10653,"seca","prenez","6/29/2019",1,315,3,-1,-1,-1,-1,-1,-1,-1,-1
10654,"seca","prenez","6/29/2019",1,343,4,-1,-1,-1,-1,-1,-1,-1,-1
10655,"ordeno","prenez","6/29/2019",1,234,2,-1,-1,-1,-1,-1,-1,-1,-1
10656,"ordeno","prenez","6/30/2019",1,205,3,-1,-1,-1,-1,-1,-1,-1,-1
10659,"seca","prenez","6/30/2019",1,301,3,-1,-1,-1,-1,-1,-1,-1,-1
10660,"ordeno","parto","6/30/2019",2,18,2,0,-1,-1,-1,-1,-1,-1,-1
10661,"ordeno","parto","7/1/2019",2,30,1,0,-1,-1,-1,-1,-1,-1,-1
