"vaca","estado","estado_ginecol","fecha_de_naci","lact_n","del","inseminacion_lac_1","inseminacion_lac_2","inseminacion_lac_3","inseminacion_lac_4","inseminacion_lac_5","inseminacion_lac_6","inseminacion_lac_7","inseminacion_lac_8","inseminacion_lac_9"
9759,"ordeno","prenez","5/2/2018",2,254,4,2,-1,-1,-1,-1,-1,-1,-1
9761,"ordeno","prenez","12/23/2018",2,210,1,1,-1,-1,-1,-1,-1,-1,-1
9763,"ordeno","inseminacion","5/7/2018",3,110,2,1,3,-1,-1,-1,-1,-1,-1
9764,"ordeno","prenez","5/8/2018",2,291,7,6,-1,-1,-1,-1,-1,-1,-1
9768,"ordeno","inseminacion","5/10/2018",3,86,1,1,1,-1,-1,-1,-1,-1,-1
9769,"ordeno","prenez","5/9/2018",2,258,3,2,-1,-1,-1,-1,-1,-1,-1
9771,"ordeno","prenez","5/12/2018",2,414,3,4,-1,-1,-1,-1,-1,-1,-1
9773,"ordeno","inseminacion","5/17/2018",2,296,2,10,-1,-1,-1,-1,-1,-1,-1
9776,"ordeno","parto","5/18/2018",3,22,2,3,0,-1,-1,-1,-1,-1,-1
9777,"ordeno","para_no_inseminar","12/25/2018",1,393,8,-1,-1,-1,-1,-1,-1,-1,-1
9779,"ordeno","prenez","12/26/2018",2,156,2,1,-1,-1,-1,-1,-1,-1,-1
9783,"ordeno","prenez","5/23/2018",3,108,2,1,1,-1,-1,-1,-1,-1,-1
9784,"ordeno","prenez","5/25/2018",2,419,2,8,-1,-1,-1,-1,-1,-1,-1
9786,"ordeno","prenez","5/29/2018",2,449,1,11,-1,-1,-1,-1,-1,-1,-1
9787,"ordeno","inseminacion","5/30/2018",3,64,2,1,1,-1,-1,-1,-1,-1,-1
9789,"seca","prenez","6/6/2018",2,290,3,1,-1,-1,-1,-1,-1,-1,-1
9790,"ordeno","prenez","6/12/2018",2,281,5,3,-1,-1,-1,-1,-1,-1,-1
9791,"ordeno","prenez","6/12/2018",2,252,3,4,-1,-1,-1,-1,-1,-1,-1
9792,"ordeno","parto","12/27/2018",2,74,2,0,-1,-1,-1,-1,-1,-1,-1
9793,"seca","prenez","6/16/2018",2,284,3,1,-1,-1,-1,-1,-1,-1,-1
9795,"ordeno","prenez","6/16/2018",2,324,2,2,-1,-1,-1,-1,-1,-1,-1
9798,"ordeno","prenez","6/20/2018",2,288,3,4,-1,-1,-1,-1,-1,-1,-1
9799,"ordeno","prenez","7/7/2018",2,315,3,4,-1,-1,-1,-1,-1,-1,-1
9800,"ordeno","prenez","12/28/2018",2,207,1,1,-1,-1,-1,-1,-1,-1,-1
9802,"ordeno","inseminacion","8/6/2016",3,347,0,6,8,-1,-1,-1,-1,-1,-1
9803,"ordeno","prenez","12/28/2018",2,198,1,3,-1,-1,-1,-1,-1,-1,-1
9804,"ordeno","inseminacion","12/28/2018",2,194,1,5,-1,-1,-1,-1,-1,-1,-1
9806,"ordeno","prenez","3/31/2017",3,227,0,7,4,-1,-1,-1,-1,-1,-1
9808,"ordeno","prenez","12/29/2018",2,150,1,2,-1,-1,-1,-1,-1,-1,-1
9809,"ordeno","prenez","12/29/2018",2,232,1,1,-1,-1,-1,-1,-1,-1,-1
9812,"ordeno","prenez","12/11/2018",2,254,3,3,-1,-1,-1,-1,-1,-1,-1
9813,"ordeno","inseminacion","9/10/2018",2,110,2,1,-1,-1,-1,-1,-1,-1,-1
9814,"ordeno","parto","8/27/2018",3,10,1,1,0,-1,-1,-1,-1,-1,-1
9815,"ordeno","prenez","9/24/2018",2,268,2,3,-1,-1,-1,-1,-1,-1,-1
9817,"seca","prenez","10/2/2018",2,293,1,2,-1,-1,-1,-1,-1,-1,-1
9818,"ordeno","prenez","10/11/2018",2,185,6,1,-1,-1,-1,-1,-1,-1,-1
9819,"ordeno","prenez","10/12/2018",2,306,1,2,-1,-1,-1,-1,-1,-1,-1
9822,"ordeno","prenez","10/11/2018",2,276,3,2,-1,-1,-1,-1,-1,-1,-1
9824,"ordeno","inseminacion","10/1/2018",2,68,4,1,-1,-1,-1,-1,-1,-1,-1
9825,"ordeno","prenez","11/10/2018",2,310,1,3,-1,-1,-1,-1,-1,-1,-1
9826,"ordeno","prenez","10/12/2018",2,320,1,2,-1,-1,-1,-1,-1,-1,-1
9827,"ordeno","prenez","9/19/2018",2,271,3,3,-1,-1,-1,-1,-1,-1,-1
9828,"ordeno","prenez","10/9/2018",2,300,1,4,-1,-1,-1,-1,-1,-1,-1
9829,"ordeno","prenez","10/9/2018",2,230,2,1,-1,-1,-1,-1,-1,-1,-1
9830,"ordeno","inseminacion","9/25/2018",2,193,6,5,-1,-1,-1,-1,-1,-1,-1
9831,"ordeno","prenez","12/31/2018",1,283,3,-1,-1,-1,-1,-1,-1,-1,-1
9832,"ordeno","prenez","10/16/2018",2,304,1,6,-1,-1,-1,-1,-1,-1,-1
9834,"ordeno","prenez","9/11/2018",2,221,2,2,-1,-1,-1,-1,-1,-1,-1
9836,"seca","prenez","1/1/2019",1,522,2,-1,-1,-1,-1,-1,-1,-1,-1
9837,"ordeno","prenez","10/6/2018",2,306,1,4,-1,-1,-1,-1,-1,-1,-1
9838,"ordeno","prenez","10/10/2018",2,241,2,1,-1,-1,-1,-1,-1,-1,-1
9839,"ordeno","prenez","10/6/2018",2,301,2,1,-1,-1,-1,-1,-1,-1,-1
9842,"ordeno","prenez","1/2/2019",2,181,1,1,-1,-1,-1,-1,-1,-1,-1
9843,"ordeno","prenez","9/27/2018",2,256,2,3,-1,-1,-1,-1,-1,-1,-1
9844,"ordeno","prenez","9/24/2018",2,288,1,5,-1,-1,-1,-1,-1,-1,-1
9845,"ordeno","prenez","9/30/2018",2,305,1,5,-1,-1,-1,-1,-1,-1,-1
9846,"ordeno","prenez","10/10/2018",2,317,1,4,-1,-1,-1,-1,-1,-1,-1
9848,"ordeno","celo","1/3/2019",2,43,2,0,-1,-1,-1,-1,-1,-1,-1
9849,"ordeno","prenez","10/23/2018",2,229,3,2,-1,-1,-1,-1,-1,-1,-1
9852,"ordeno","prenez","12/13/2018",2,281,2,7,-1,-1,-1,-1,-1,-1,-1
9855,"ordeno","prenez","10/3/2018",2,123,7,1,-1,-1,-1,-1,-1,-1,-1
9856,"ordeno","prenez","10/6/2018",2,286,1,4,-1,-1,-1,-1,-1,-1,-1
9857,"ordeno","prenez","1/4/2019",2,204,1,1,-1,-1,-1,-1,-1,-1,-1
9858,"ordeno","prenez","11/6/2018",2,215,2,3,-1,-1,-1,-1,-1,-1,-1
9859,"ordeno","prenez","10/4/2018",2,229,3,2,-1,-1,-1,-1,-1,-1,-1
9860,"ordeno","prenez","10/4/2018",2,227,4,2,-1,-1,-1,-1,-1,-1,-1
9861,"ordeno","inseminacion","10/4/2018",2,242,3,2,-1,-1,-1,-1,-1,-1,-1
9862,"ordeno","prenez","10/7/2018",2,277,1,5,-1,-1,-1,-1,-1,-1,-1
9863,"ordeno","inseminacion","10/16/2018",2,283,1,7,-1,-1,-1,-1,-1,-1,-1
9864,"ordeno","prenez","10/21/2018",2,198,3,1,-1,-1,-1,-1,-1,-1,-1
9865,"ordeno","prenez","10/27/2018",2,205,4,1,-1,-1,-1,-1,-1,-1,-1
9867,"ordeno","prenez","10/5/2018",2,245,2,2,-1,-1,-1,-1,-1,-1,-1
9868,"ordeno","prenez","10/9/2018",2,115,5,1,-1,-1,-1,-1,-1,-1,-1
9869,"ordeno","inseminacion","10/11/2018",2,84,7,1,-1,-1,-1,-1,-1,-1,-1
9870,"ordeno","inseminacion","9/27/2016",4,278,1,2,1,5,-1,-1,-1,-1,-1
9871,"seca","prenez","12/11/2017",2,367,2,4,-1,-1,-1,-1,-1,-1,-1
9872,"ordeno","prenez","10/16/2018",2,257,3,2,-1,-1,-1,-1,-1,-1,-1
9873,"ordeno","prenez","10/1/2018",2,278,1,4,-1,-1,-1,-1,-1,-1,-1
9874,"ordeno","prenez","10/28/2018",2,274,2,2,-1,-1,-1,-1,-1,-1,-1
9875,"ordeno","prenez","11/3/2018",2,281,1,4,-1,-1,-1,-1,-1,-1,-1
9876,"ordeno","prenez","10/19/2018",2,274,1,3,-1,-1,-1,-1,-1,-1,-1
9877,"ordeno","prenez","10/23/2018",2,289,1,6,-1,-1,-1,-1,-1,-1,-1
9878,"ordeno","prenez","11/9/2018",2,285,1,4,-1,-1,-1,-1,-1,-1,-1
9879,"ordeno","prenez","12/29/2018",2,198,2,2,-1,-1,-1,-1,-1,-1,-1
9880,"ordeno","inseminacion","11/6/2018",2,85,6,1,-1,-1,-1,-1,-1,-1,-1
9881,"ordeno","prenez","10/30/2018",2,191,3,1,-1,-1,-1,-1,-1,-1,-1
9882,"ordeno","prenez","10/3/2018",2,280,1,6,-1,-1,-1,-1,-1,-1,-1
9884,"ordeno","inseminacion","10/20/2018",2,89,5,1,-1,-1,-1,-1,-1,-1,-1
9885,"ordeno","prenez","10/25/2018",2,271,1,3,-1,-1,-1,-1,-1,-1,-1
9886,"ordeno","prenez","11/14/2018",2,284,1,3,-1,-1,-1,-1,-1,-1,-1
9887,"ordeno","prenez","10/24/2018",2,283,1,2,-1,-1,-1,-1,-1,-1,-1
9888,"ordeno","prenez","1/10/2019",2,210,1,2,-1,-1,-1,-1,-1,-1,-1
9889,"ordeno","prenez","11/6/2018",2,210,3,1,-1,-1,-1,-1,-1,-1,-1
9892,"ordeno","prenez","10/27/2018",2,230,2,1,-1,-1,-1,-1,-1,-1,-1
9893,"ordeno","inseminacion","1/9/2019",2,160,2,5,-1,-1,-1,-1,-1,-1,-1
9895,"ordeno","prenez","9/27/2018",2,270,2,5,-1,-1,-1,-1,-1,-1,-1
9896,"ordeno","prenez","9/28/2018",2,175,3,1,-1,-1,-1,-1,-1,-1,-1
9897,"ordeno","prenez","10/4/2018",2,274,1,4,-1,-1,-1,-1,-1,-1,-1
9898,"ordeno","inseminacion","11/2/2018",2,261,1,3,-1,-1,-1,-1,-1,-1,-1
9899,"ordeno","prenez","10/2/2018",2,283,1,4,-1,-1,-1,-1,-1,-1,-1
9900,"ordeno","prenez","11/17/2018",2,267,1,1,-1,-1,-1,-1,-1,-1,-1
9903,"ordeno","inseminacion","11/3/2018",2,146,4,2,-1,-1,-1,-1,-1,-1,-1
9906,"ordeno","prenez","10/21/2018",2,240,1,1,-1,-1,-1,-1,-1,-1,-1
9908,"ordeno","prenez","10/17/2018",2,251,2,4,-1,-1,-1,-1,-1,-1,-1
9909,"ordeno","prenez","11/21/2018",2,235,2,1,-1,-1,-1,-1,-1,-1,-1
9912,"ordeno","inseminacion","1/12/2019",2,63,2,1,-1,-1,-1,-1,-1,-1,-1
9913,"ordeno","prenez","10/1/2018",2,225,3,4,-1,-1,-1,-1,-1,-1,-1
9914,"ordeno","prenez","10/24/2018",2,236,2,1,-1,-1,-1,-1,-1,-1,-1
9919,"ordeno","prenez","10/10/2018",2,253,1,1,-1,-1,-1,-1,-1,-1,-1
9920,"ordeno","prenez","10/28/2018",2,251,2,4,-1,-1,-1,-1,-1,-1,-1
9921,"ordeno","inseminacion","1/13/2019",2,199,1,3,-1,-1,-1,-1,-1,-1,-1
9923,"ordeno","prenez","11/25/2018",2,213,3,2,-1,-1,-1,-1,-1,-1,-1
9924,"ordeno","prenez","11/13/2018",2,264,1,1,-1,-1,-1,-1,-1,-1,-1
9926,"ordeno","prenez","11/11/2018",2,243,1,2,-1,-1,-1,-1,-1,-1,-1
9927,"ordeno","inseminacion","11/15/2018",2,199,2,5,-1,-1,-1,-1,-1,-1,-1
9928,"ordeno","prenez","11/18/2018",2,290,1,4,-1,-1,-1,-1,-1,-1,-1
9929,"ordeno","prenez","10/4/2018",2,245,1,1,-1,-1,-1,-1,-1,-1,-1
9931,"ordeno","prenez","11/19/2018",2,179,3,1,-1,-1,-1,-1,-1,-1,-1
9932,"ordeno","prenez","11/27/2018",2,247,1,1,-1,-1,-1,-1,-1,-1,-1
9933,"ordeno","prenez","11/1/2018",2,247,1,1,-1,-1,-1,-1,-1,-1,-1
9934,"ordeno","inseminacion","11/22/2018",2,247,1,4,-1,-1,-1,-1,-1,-1,-1
9936,"ordeno","prenez","12/13/2018",2,232,2,1,-1,-1,-1,-1,-1,-1,-1
9937,"ordeno","prenez","11/30/2018",2,252,1,2,-1,-1,-1,-1,-1,-1,-1
9938,"ordeno","inseminacion","1/16/2019",2,156,2,5,-1,-1,-1,-1,-1,-1,-1
9942,"ordeno","para_no_inseminar","11/9/2018",2,258,1,0,-1,-1,-1,-1,-1,-1,-1
9944,"ordeno","inseminacion","12/27/2018",2,171,4,4,-1,-1,-1,-1,-1,-1,-1
9947,"ordeno","prenez","12/8/2018",2,243,1,3,-1,-1,-1,-1,-1,-1,-1
9950,"ordeno","prenez","1/19/2019",1,377,3,-1,-1,-1,-1,-1,-1,-1,-1
9951,"ordeno","prenez","11/20/2018",2,262,1,2,-1,-1,-1,-1,-1,-1,-1
9952,"ordeno","prenez","12/9/2018",2,233,2,2,-1,-1,-1,-1,-1,-1,-1
9953,"ordeno","prenez","12/14/2018",2,246,1,3,-1,-1,-1,-1,-1,-1,-1
9954,"ordeno","prenez","10/4/2018",2,200,2,1,-1,-1,-1,-1,-1,-1,-1
9956,"ordeno","prenez","1/20/2019",1,303,5,-1,-1,-1,-1,-1,-1,-1,-1
9957,"ordeno","inseminacion","11/9/2018",2,137,4,2,-1,-1,-1,-1,-1,-1,-1
9958,"ordeno","prenez","12/1/2018",2,185,3,1,-1,-1,-1,-1,-1,-1,-1
9959,"ordeno","prenez","12/15/2018",2,189,2,1,-1,-1,-1,-1,-1,-1,-1
9963,"ordeno","prenez","12/1/2018",2,250,1,2,-1,-1,-1,-1,-1,-1,-1
9965,"ordeno","inseminacion","12/1/2018",2,216,2,4,-1,-1,-1,-1,-1,-1,-1
9966,"ordeno","prenez","11/16/2018",2,181,4,1,-1,-1,-1,-1,-1,-1,-1
9967,"ordeno","prenez","11/21/2018",2,206,2,3,-1,-1,-1,-1,-1,-1,-1
9968,"ordeno","prenez","11/27/2018",2,169,3,1,-1,-1,-1,-1,-1,-1,-1
9969,"ordeno","prenez","10/3/2018",2,258,1,2,-1,-1,-1,-1,-1,-1,-1
9971,"ordeno","prenez","11/18/2018",2,246,1,3,-1,-1,-1,-1,-1,-1,-1
9972,"ordeno","aborto","11/20/2018",2,170,3,1,-1,-1,-1,-1,-1,-1,-1
9973,"ordeno","prenez","11/22/2018",2,238,1,1,-1,-1,-1,-1,-1,-1,-1
9977,"ordeno","parto","12/7/2018",2,67,3,0,-1,-1,-1,-1,-1,-1,-1
9979,"ordeno","inseminacion","11/13/2018",2,94,6,1,-1,-1,-1,-1,-1,-1,-1
9980,"ordeno","prenez","10/5/2018",2,236,1,1,-1,-1,-1,-1,-1,-1,-1
9985,"ordeno","inseminacion","12/5/2018",2,206,2,5,-1,-1,-1,-1,-1,-1,-1
9987,"ordeno","prenez","11/22/2018",2,238,1,3,-1,-1,-1,-1,-1,-1,-1
9988,"ordeno","prenez","10/19/2018",2,231,1,3,-1,-1,-1,-1,-1,-1,-1
9989,"ordeno","prenez","11/7/2018",2,206,2,2,-1,-1,-1,-1,-1,-1,-1
9990,"ordeno","inseminacion","10/12/2018",2,114,5,2,-1,-1,-1,-1,-1,-1,-1
9991,"ordeno","prenez","12/6/2018",2,222,2,1,-1,-1,-1,-1,-1,-1,-1
9992,"ordeno","prenez","11/30/2018",2,248,1,4,-1,-1,-1,-1,-1,-1,-1
9993,"ordeno","prenez","11/30/2018",2,204,2,2,-1,-1,-1,-1,-1,-1,-1
9996,"ordeno","prenez","12/1/2018",2,145,5,1,-1,-1,-1,-1,-1,-1,-1
9997,"ordeno","prenez","11/8/2018",2,184,2,1,-1,-1,-1,-1,-1,-1,-1
9998,"ordeno","prenez","10/13/2018",2,291,1,3,-1,-1,-1,-1,-1,-1,-1
10001,"ordeno","prenez","9/21/2018",2,228,3,1,-1,-1,-1,-1,-1,-1,-1
10002,"ordeno","prenez","1/30/2019",2,118,3,1,-1,-1,-1,-1,-1,-1,-1
10004,"ordeno","prenez","1/30/2019",2,135,1,1,-1,-1,-1,-1,-1,-1,-1
10005,"ordeno","inseminacion","1/30/2019",2,132,1,2,-1,-1,-1,-1,-1,-1,-1
10006,"ordeno","inseminacion","1/30/2019",2,163,2,3,-1,-1,-1,-1,-1,-1,-1
10007,"ordeno","para_no_inseminar","1/30/2019",1,501,10,-1,-1,-1,-1,-1,-1,-1,-1
10008,"seca","prenez","1/31/2019",1,394,5,-1,-1,-1,-1,-1,-1,-1,-1
10013,"ordeno","prenez","2/1/2019",2,197,1,1,-1,-1,-1,-1,-1,-1,-1
10014,"ordeno","prenez","2/1/2019",2,215,1,1,-1,-1,-1,-1,-1,-1,-1
10015,"ordeno","pd-inseminacion","2/2/2019",2,90,2,1,-1,-1,-1,-1,-1,-1,-1
10016,"ordeno","inseminacion","2/2/2019",2,107,1,2,-1,-1,-1,-1,-1,-1,-1
10017,"ordeno","inseminacion","2/2/2019",2,139,2,4,-1,-1,-1,-1,-1,-1,-1
10018,"ordeno","inseminacion","2/2/2019",2,140,2,3,-1,-1,-1,-1,-1,-1,-1
10019,"ordeno","inseminacion","2/2/2019",2,132,4,3,-1,-1,-1,-1,-1,-1,-1
10020,"ordeno","prenez","2/3/2019",2,160,2,1,-1,-1,-1,-1,-1,-1,-1
10021,"ordeno","prenez","2/3/2019",2,158,1,2,-1,-1,-1,-1,-1,-1,-1
10023,"ordeno","inseminacion","2/3/2019",2,123,2,3,-1,-1,-1,-1,-1,-1,-1
10025,"seca","prenez","2/3/2019",1,366,5,-1,-1,-1,-1,-1,-1,-1,-1
10027,"seca","prenez","2/4/2019",1,317,3,-1,-1,-1,-1,-1,-1,-1,-1
10029,"ordeno","prenez","2/4/2019",2,183,2,2,-1,-1,-1,-1,-1,-1,-1
10030,"ordeno","prenez","2/4/2019",2,190,1,1,-1,-1,-1,-1,-1,-1,-1
10031,"ordeno","prenez","2/4/2019",2,135,1,2,-1,-1,-1,-1,-1,-1,-1
10032,"ordeno","inseminacion","2/4/2019",2,71,3,1,-1,-1,-1,-1,-1,-1,-1
10034,"ordeno","pd-inseminacion","2/5/2019",2,160,1,3,-1,-1,-1,-1,-1,-1,-1
10039,"ordeno","inseminacion","2/6/2019",2,79,5,1,-1,-1,-1,-1,-1,-1,-1
10041,"ordeno","prenez","2/6/2019",1,432,9,-1,-1,-1,-1,-1,-1,-1,-1
10042,"ordeno","prenez","2/6/2019",2,160,1,3,-1,-1,-1,-1,-1,-1,-1
10044,"ordeno","prenez","2/6/2019",2,121,2,1,-1,-1,-1,-1,-1,-1,-1
10047,"seca","prenez","2/7/2019",1,349,3,-1,-1,-1,-1,-1,-1,-1,-1
10048,"seca","prenez","2/7/2019",1,476,6,-1,-1,-1,-1,-1,-1,-1,-1
10049,"ordeno","pd-inseminacion","2/7/2019",2,111,3,1,-1,-1,-1,-1,-1,-1,-1
10050,"ordeno","inseminacion","2/8/2019",2,124,1,2,-1,-1,-1,-1,-1,-1,-1
10051,"ordeno","inseminacion","2/9/2019",2,121,1,3,-1,-1,-1,-1,-1,-1,-1
10052,"ordeno","prenez","2/9/2019",2,141,1,2,-1,-1,-1,-1,-1,-1,-1
10053,"ordeno","prenez","2/9/2019",2,162,1,3,-1,-1,-1,-1,-1,-1,-1
10054,"ordeno","prenez","2/10/2019",2,112,1,1,-1,-1,-1,-1,-1,-1,-1
10055,"ordeno","inseminacion","2/10/2019",2,94,1,1,-1,-1,-1,-1,-1,-1,-1
10056,"ordeno","parto","2/10/2019",2,33,3,0,-1,-1,-1,-1,-1,-1,-1
10060,"ordeno","inseminacion","2/12/2019",2,132,1,2,-1,-1,-1,-1,-1,-1,-1
10061,"ordeno","prenez","2/12/2019",2,127,2,2,-1,-1,-1,-1,-1,-1,-1
10062,"ordeno","prenez","2/12/2019",1,476,9,-1,-1,-1,-1,-1,-1,-1,-1
10064,"ordeno","prenez","2/12/2019",2,199,1,1,-1,-1,-1,-1,-1,-1,-1
10068,"ordeno","parto","2/13/2019",2,26,2,0,-1,-1,-1,-1,-1,-1,-1
10071,"ordeno","parto","2/15/2019",2,67,1,0,-1,-1,-1,-1,-1,-1,-1
10072,"ordeno","inseminacion","2/16/2019",2,172,1,4,-1,-1,-1,-1,-1,-1,-1
10074,"ordeno","parto","2/16/2019",2,76,1,0,-1,-1,-1,-1,-1,-1,-1
10076,"ordeno","celo","2/16/2019",2,99,3,0,-1,-1,-1,-1,-1,-1,-1
10078,"ordeno","inseminacion","2/17/2019",2,130,1,3,-1,-1,-1,-1,-1,-1,-1
10080,"ordeno","prenez","2/18/2019",2,152,1,1,-1,-1,-1,-1,-1,-1,-1
10081,"ordeno","prenez","2/18/2019",2,108,1,1,-1,-1,-1,-1,-1,-1,-1
10084,"ordeno","inseminacion","2/18/2019",2,98,1,2,-1,-1,-1,-1,-1,-1,-1
10085,"ordeno","prenez","2/19/2019",2,168,1,3,-1,-1,-1,-1,-1,-1,-1
10086,"ordeno","prenez","2/19/2019",2,155,1,1,-1,-1,-1,-1,-1,-1,-1
10089,"ordeno","inseminacion","2/19/2019",2,125,2,2,-1,-1,-1,-1,-1,-1,-1
10090,"ordeno","prenez","2/20/2019",2,137,1,1,-1,-1,-1,-1,-1,-1,-1
10092,"ordeno","prenez","2/20/2019",2,154,2,1,-1,-1,-1,-1,-1,-1,-1
10093,"ordeno","prenez","2/20/2019",1,487,3,-1,-1,-1,-1,-1,-1,-1,-1
10095,"ordeno","prenez","2/20/2019",2,164,1,1,-1,-1,-1,-1,-1,-1,-1
10096,"ordeno","prenez","2/20/2019",1,481,5,-1,-1,-1,-1,-1,-1,-1,-1
10097,"ordeno","inseminacion","2/20/2019",2,100,3,2,-1,-1,-1,-1,-1,-1,-1
10098,"ordeno","inseminacion","2/21/2019",2,143,2,2,-1,-1,-1,-1,-1,-1,-1
10099,"ordeno","inseminacion","2/21/2019",2,114,1,2,-1,-1,-1,-1,-1,-1,-1
10101,"ordeno","prenez","2/21/2019",1,474,8,-1,-1,-1,-1,-1,-1,-1,-1
10104,"ordeno","para_no_inseminar","2/22/2019",1,483,2,-1,-1,-1,-1,-1,-1,-1,-1
10105,"ordeno","prenez","2/23/2019",2,120,1,1,-1,-1,-1,-1,-1,-1,-1
10106,"ordeno","parto","2/23/2019",2,46,2,0,-1,-1,-1,-1,-1,-1,-1
10108,"ordeno","inseminacion","2/24/2019",2,96,1,2,-1,-1,-1,-1,-1,-1,-1
10112,"ordeno","inseminacion","2/25/2019",1,311,11,-1,-1,-1,-1,-1,-1,-1,-1
10114,"ordeno","prenez","2/26/2019",2,168,1,1,-1,-1,-1,-1,-1,-1,-1
10115,"ordeno","prenez","2/26/2019",2,161,1,2,-1,-1,-1,-1,-1,-1,-1
10118,"ordeno","prenez","2/27/2019",2,149,1,1,-1,-1,-1,-1,-1,-1,-1
10119,"seca","prenez","2/27/2019",1,454,5,-1,-1,-1,-1,-1,-1,-1,-1
10122,"ordeno","prenez","2/27/2019",2,129,1,2,-1,-1,-1,-1,-1,-1,-1
10124,"ordeno","prenez","2/27/2019",2,109,1,1,-1,-1,-1,-1,-1,-1,-1
10125,"ordeno","para_no_inseminar","2/27/2019",1,487,9,-1,-1,-1,-1,-1,-1,-1,-1
10127,"ordeno","prenez","2/28/2019",2,157,1,1,-1,-1,-1,-1,-1,-1,-1
10128,"ordeno","prenez","2/28/2019",2,150,1,1,-1,-1,-1,-1,-1,-1,-1
10130,"ordeno","prenez","3/1/2019",2,153,1,2,-1,-1,-1,-1,-1,-1,-1
10131,"ordeno","parto","3/1/2019",2,49,1,0,-1,-1,-1,-1,-1,-1,-1
10133,"seca","prenez","3/2/2019",1,438,7,-1,-1,-1,-1,-1,-1,-1,-1
10134,"ordeno","inseminacion","3/2/2019",2,134,2,4,-1,-1,-1,-1,-1,-1,-1
10135,"ordeno","inseminacion","3/2/2019",2,105,1,1,-1,-1,-1,-1,-1,-1,-1
10136,"ordeno","prenez","3/2/2019",2,143,1,1,-1,-1,-1,-1,-1,-1,-1
10137,"ordeno","prenez","3/3/2019",2,122,2,1,-1,-1,-1,-1,-1,-1,-1
10139,"ordeno","prenez","3/3/2019",2,181,1,1,-1,-1,-1,-1,-1,-1,-1
10140,"ordeno","prenez","3/3/2019",1,398,7,-1,-1,-1,-1,-1,-1,-1,-1
10143,"ordeno","inseminacion","3/3/2019",2,146,2,4,-1,-1,-1,-1,-1,-1,-1
10144,"ordeno","inseminacion","3/3/2019",2,135,2,2,-1,-1,-1,-1,-1,-1,-1
10145,"ordeno","inseminacion","3/4/2019",2,184,1,4,-1,-1,-1,-1,-1,-1,-1
10146,"ordeno","pd-inseminacion","3/4/2019",2,163,1,2,-1,-1,-1,-1,-1,-1,-1
10147,"ordeno","para_no_inseminar","3/4/2019",2,122,1,1,-1,-1,-1,-1,-1,-1,-1
10148,"ordeno","inseminacion","3/4/2019",2,128,1,1,-1,-1,-1,-1,-1,-1,-1
10150,"ordeno","prenez","3/5/2019",1,317,1,-1,-1,-1,-1,-1,-1,-1,-1
10151,"ordeno","prenez","3/5/2019",1,317,3,-1,-1,-1,-1,-1,-1,-1,-1
10152,"ordeno","prenez","3/5/2019",2,182,1,2,-1,-1,-1,-1,-1,-1,-1
10153,"ordeno","inseminacion","3/5/2019",2,154,2,4,-1,-1,-1,-1,-1,-1,-1
10155,"ordeno","inseminacion","3/6/2019",2,136,1,2,-1,-1,-1,-1,-1,-1,-1
10159,"ordeno","parto","3/7/2019",2,75,2,0,-1,-1,-1,-1,-1,-1,-1
10160,"ordeno","prenez","3/7/2019",2,159,1,1,-1,-1,-1,-1,-1,-1,-1
10161,"ordeno","prenez","3/7/2019",2,157,1,2,-1,-1,-1,-1,-1,-1,-1
10165,"ordeno","prenez","3/8/2019",1,496,5,-1,-1,-1,-1,-1,-1,-1,-1
10166,"ordeno","inseminacion","3/8/2019",2,97,2,2,-1,-1,-1,-1,-1,-1,-1
10169,"ordeno","inseminacion","3/8/2019",2,123,1,3,-1,-1,-1,-1,-1,-1,-1
10170,"ordeno","prenez","3/8/2019",2,156,1,1,-1,-1,-1,-1,-1,-1,-1
10172,"ordeno","prenez","3/8/2019",2,127,1,1,-1,-1,-1,-1,-1,-1,-1
10173,"ordeno","parto","3/8/2019",2,75,2,0,-1,-1,-1,-1,-1,-1,-1
10174,"seca","prenez","3/9/2019",1,274,1,-1,-1,-1,-1,-1,-1,-1,-1
10175,"ordeno","prenez","3/9/2019",1,413,8,-1,-1,-1,-1,-1,-1,-1,-1
10176,"seca","prenez","3/9/2019",1,470,2,-1,-1,-1,-1,-1,-1,-1,-1
10178,"ordeno","prenez","3/9/2019",2,162,1,1,-1,-1,-1,-1,-1,-1,-1
10179,"ordeno","inseminacion","3/9/2019",2,159,1,4,-1,-1,-1,-1,-1,-1,-1
10180,"ordeno","prenez","3/9/2019",2,131,1,2,-1,-1,-1,-1,-1,-1,-1
10182,"ordeno","inseminacion","3/10/2019",2,138,1,2,-1,-1,-1,-1,-1,-1,-1
10185,"ordeno","prenez","3/11/2019",2,139,2,1,-1,-1,-1,-1,-1,-1,-1
10186,"ordeno","parto","3/11/2019",2,96,2,0,-1,-1,-1,-1,-1,-1,-1
10188,"ordeno","inseminacion","3/12/2019",2,113,1,2,-1,-1,-1,-1,-1,-1,-1
10190,"ordeno","inseminacion","3/12/2019",2,125,1,3,-1,-1,-1,-1,-1,-1,-1
10191,"ordeno","parto","3/13/2019",2,1,6,0,-1,-1,-1,-1,-1,-1,-1
10192,"ordeno","inseminacion","3/13/2019",2,79,2,1,-1,-1,-1,-1,-1,-1,-1
10200,"ordeno","inseminacion","3/15/2019",2,140,1,3,-1,-1,-1,-1,-1,-1,-1
