index,cow,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9
1202,7592,milking,pregnacy,18,12/11/2017,3,126,0,2,0,0,0,0,0,0,0
1203,7595,milking,insemination,18,12/13/2017,3,125,0,0,0,0,0,0,0,0,0
1204,7597,milking,insemination,19,12/14/2017,3,88,0,0,0,0,0,0,0,0,0
1205,7599,milking,pregnacy,15,12/14/2017,3,173,0,0,0,0,0,0,0,0,0
1206,7606,milking,pregnacy,27,12/16/2017,2,309,3,1,0,0,0,0,0,0,0
1207,7612,milking,pregnacy,14,12/17/2017,3,187,0,0,1,0,0,0,0,0,0
1208,7617,milking,pregnacy,29,12/18/2017,3,202,0,0,0,0,0,0,0,0,0
1209,7619,milking,pregnacy,15,12/19/2017,3,168,1,0,0,0,0,0,0,0,0
1210,7627,milking,labor,21,12/21/2017,3,14,1,3,0,0,0,0,0,0,0
1211,7628,milking,insemination,19,12/21/2017,3,70,0,0,0,0,0,0,0,0,0
1212,7638,milking,insemination,19,12/23/2017,3,76,1,0,0,0,0,0,0,0,0
1213,7639,milking,pregnacy,17,12/23/2017,3,144,0,1,0,0,0,0,0,0,0
1214,7645,milking,pregnacy,23,12/23/2017,3,214,0,0,0,0,0,0,0,0,0
1215,7647,milking,pregnacy,13,12/23/2017,2,396,0,0,0,0,0,0,0,0,0
1216,7650,milking,pregnacy,19,12/24/2017,3,102,1,0,0,0,0,0,0,0,0
1217,7656,milking,pregnacy,25,12/25/2017,2,220,0,0,0,0,0,0,0,0,0
1218,7657,milking,insemination,15,12/25/2017,3,170,0,1,0,0,0,0,0,0,0
1219,7658,milking,pregnacy,27,12/25/2017,2,336,0,0,0,0,0,0,0,0,0
1220,7663,milking,pregnacy,14,12/26/2017,3,201,0,0,0,0,0,0,0,0,0
1221,7666,milking,insemination,15,12/27/2017,3,166,1,4,1,0,0,0,0,0,0
1222,7668,milking,insemination,14,12/27/2017,3,195,0,0,0,0,0,0,0,0,0
1223,7684,milking,pregnacy,14,12/29/2017,3,197,0,0,0,0,0,0,0,0,0
1224,7690,milking,pregnacy,17,12/30/2017,3,138,0,0,0,0,0,0,0,0,0
1225,7691,milking,pregnacy,24,12/30/2017,3,250,0,0,0,0,0,0,0,0,0
1226,7696,milking,pregnacy,19,12/30/2017,3,104,0,0,0,0,0,0,0,0,0
1227,7697,milking,pregnacy,25,12/30/2017,2,235,0,0,0,0,0,0,0,0,0
1228,7701,milking,pregnacy,29,12/31/2017,2,413,0,0,0,0,0,0,0,0,0
1229,7702,milking,pregnacy,27,12/31/2017,2,312,1,1,0,0,0,0,0,0,0
1230,7706,milking,pregnacy,13,12/31/2017,2,302,0,0,0,0,0,0,0,0,0
1231,7719,milking,pregnacy,3,1/3/2018,3,159,0,1,1,0,0,0,0,0,0
1232,7720,milking,insemination,19,1/3/2018,3,82,0,0,0,0,0,0,0,0,0
1233,7721,milking,pregnacy,15,1/3/2018,3,166,0,1,0,0,0,0,0,0,0
1234,7735,milking,pregnacy,23,1/8/2018,3,217,1,0,0,0,0,0,0,0,0
1235,7737,milking,pregnacy,14,1/8/2018,3,187,0,0,0,0,0,0,0,0,0
1236,7742,milking,pregnacy,13,1/9/2018,2,312,0,0,0,0,0,0,0,0,0
1237,7744,milking,pregnacy,22,1/9/2018,3,153,0,0,0,0,0,0,0,0,0
1238,7747,milking,pregnacy,23,1/10/2018,2,215,0,0,0,0,0,0,0,0,0
1239,7748,milking,insemination,14,1/10/2018,2,201,0,0,0,0,0,0,0,0,0
1240,7749,milking,insemination,14,1/10/2018,3,188,0,1,0,0,0,0,0,0,0
1241,7750,milking,pregnacy,29,1/10/2018,3,228,0,0,0,0,0,0,0,0,0
1242,7753,milking,pregnacy,14,1/11/2018,3,192,0,0,0,0,0,0,0,0,0
1243,7754,milking,pregnacy,18,1/11/2018,3,127,0,0,0,0,0,0,0,0,0
1244,7755,milking,labor,21,1/11/2018,3,12,0,0,0,0,0,0,0,0,0
1245,7760,milking,insemination,25,1/13/2018,3,221,0,0,1,0,0,0,0,0,0
1246,7762,milking,labor,21,1/13/2018,3,19,0,0,0,0,0,0,0,0,0
1247,7764,milking,pregnacy,18,1/13/2018,3,111,2,0,0,0,0,0,0,0,0
1248,7767,milking,pregnacy,23,1/14/2018,3,212,1,1,0,0,0,0,0,0,0
1249,7771,milking,pregnacy,25,1/14/2018,3,222,0,0,0,0,0,0,0,0,0
1250,7773,milking,labor,20,1/15/2018,3,39,0,0,0,0,0,0,0,0,0
1251,7774,milking,pregnacy,13,1/15/2018,2,343,0,0,0,0,0,0,0,0,0
1252,7775,milking,pregnacy,19,1/15/2018,3,104,2,0,0,0,0,0,0,0,0
1253,7785,milking,pregnacy,23,1/17/2018,3,215,0,0,0,0,0,0,0,0,0
1254,7802,milking,heat,15,1/20/2018,3,156,0,0,0,0,0,0,0,0,0
1255,7803,milking,pregnacy,15,1/21/2018,3,161,0,0,0,0,0,0,0,0,0
1256,7815,milking,insemination,17,1/24/2018,3,141,0,1,0,0,0,0,0,0,0
1257,7816,milking,labor,20,1/24/2018,3,37,0,0,0,0,0,0,0,0,0
1258,7819,milking,pregnacy,17,1/25/2018,3,131,0,2,0,0,0,0,0,0,0
1259,7823,milking,pregnacy,17,1/25/2018,3,151,1,0,0,0,0,0,0,0,0
1260,7824,milking,pregnacy,15,1/25/2018,3,170,0,0,0,0,0,0,0,0,0
1261,7829,milking,pregnacy,29,1/27/2018,3,227,0,0,0,0,0,0,0,0,0
1262,7835,milking,pregnacy,17,1/29/2018,2,168,0,8,0,0,0,0,0,0,0
1263,7838,milking,insemination,19,1/30/2018,3,65,0,0,0,0,0,0,0,0,0
1264,7844,milking,pregnacy,13,1/31/2018,2,457,1,0,0,0,0,0,0,0,0
1265,7848,milking,pregnacy,17,2/1/2018,3,132,0,1,0,0,0,0,0,0,0
1266,7849,milking,insemination,15,2/1/2018,3,156,0,1,0,0,0,0,0,0,0
1267,7850,milking,insemination,19,2/1/2018,3,83,0,0,0,0,0,0,0,0,0
1268,7851,milking,pregnacy,28,2/1/2018,2,377,2,0,0,0,0,0,0,0,0
1269,7859,milking,pregnacy,18,2/4/2018,3,121,0,0,0,0,0,0,0,0,0
1270,7860,milking,pregnacy,22,2/4/2018,3,189,0,1,1,0,0,0,0,0,0
1271,7861,milking,pregnacy,29,2/4/2018,3,207,0,0,0,0,0,0,0,0,0
1272,7862,milking,insemination,18,2/4/2018,3,110,1,0,0,0,0,0,0,0,0
1273,7869,milking,pregnacy,17,2/5/2018,3,135,0,0,1,0,0,0,0,0,0
1274,7872,milking,labor,20,2/6/2018,2,25,0,0,0,0,0,0,0,0,0
1275,7874,milking,pregnacy,29,2/6/2018,2,243,0,0,0,0,0,0,0,0,0
1276,7876,milking,pregnacy,15,2/6/2018,3,157,0,0,0,0,0,0,0,0,0
1277,7886,dry,pregnacy,84,2/8/2018,2,352,0,0,0,0,0,0,0,0,0
1278,7888,milking,pregnacy,28,2/9/2018,2,425,0,0,0,0,0,0,0,0,0
1279,7890,milking,pregnacy,14,2/10/2018,3,190,0,0,1,0,0,0,0,0,0
1280,7899,milking,pregnacy,26,2/12/2018,2,267,0,0,0,0,0,0,0,0,0
1281,7903,milking,pregnacy,15,2/13/2018,3,159,0,2,0,0,0,0,0,0,0
1282,7909,milking,pregnacy,27,2/15/2018,2,325,0,0,0,0,0,0,0,0,0
1283,7911,milking,insemination,26,2/16/2018,2,279,0,1,0,0,0,0,0,0,0
1284,7912,milking,insemination,17,2/16/2018,3,134,3,0,0,0,0,0,0,0,0
1285,7917,milking,pregnacy,15,2/18/2018,3,184,0,0,0,0,0,0,0,0,0
1286,7920,milking,labor,20,2/18/2018,3,24,0,0,0,0,0,0,0,0,0
1287,7925,milking,labor,20,2/19/2018,3,41,0,0,0,0,0,0,0,0,0
1288,7927,dry,pregnacy,1,2/20/2018,2,411,0,0,0,0,0,0,0,0,0
1289,7934,milking,pregnacy,15,2/21/2018,3,171,0,0,0,0,0,0,0,0,0
1290,7942,milking,pregnacy,17,2/23/2018,3,151,0,0,0,0,0,0,0,0,0
1291,7944,milking,labor,21,2/24/2018,3,17,0,0,0,0,0,0,0,0,0
1292,7946,milking,pregnacy,17,2/24/2018,3,142,1,0,0,0,0,0,0,0,0
1293,7950,milking,pregnacy,15,2/25/2018,3,167,0,2,0,0,0,0,0,0,0
1294,7952,milking,labor,20,2/26/2018,3,34,0,1,0,0,0,0,0,0,0
1295,7957,milking,insemination,18,2/26/2018,3,106,0,0,0,0,0,0,0,0,0
1296,7961,milking,labor,20,2/27/2018,3,30,0,0,0,0,0,0,0,0,0
1297,7967,milking,pregnacy,25,2/28/2018,2,234,0,0,0,0,0,0,0,0,0
1298,7969,milking,pregnacy,13,2/28/2018,2,298,0,0,0,0,0,0,0,0,0
1299,7970,milking,pregnacy,17,3/1/2018,3,148,1,0,0,0,0,0,0,0,0
1300,7971,milking,pregnacy,26,3/1/2018,2,275,0,0,0,0,0,0,0,0,0
1301,7973,milking,insemination,15,3/1/2018,3,185,0,0,0,0,0,0,0,0,0
1302,7975,milking,pregnacy,17,3/1/2018,3,144,0,0,0,0,0,0,0,0,0
1303,7982,dry,pregnacy,86,3/2/2018,2,408,0,0,0,0,0,0,0,0,0
1304,7984,milking,pregnacy,15,3/2/2018,3,165,0,0,0,0,0,0,0,0,0
1305,7986,milking,pregnacy,17,3/3/2018,2,134,1,0,0,0,0,0,0,0,0
1306,8005,dry,pregnacy,86,3/7/2018,2,272,0,0,0,0,0,0,0,0,0
1307,8007,milking,insemination,19,3/8/2018,3,72,1,0,0,0,0,0,0,0,0
1308,8014,milking,insemination,19,3/10/2018,3,101,0,0,0,0,0,0,0,0,0
1309,8017,dry,pregnacy,84,3/10/2018,2,266,0,0,0,0,0,0,0,0,0
1310,8019,milking,pregnacy,26,3/11/2018,2,286,0,0,0,0,0,0,0,0,0
1311,8021,milking,pregnacy,13,3/12/2018,2,431,0,1,0,0,0,0,0,0,0
1312,8029,milking,insemination,24,3/13/2018,2,241,0,0,0,0,0,0,0,0,0
1313,8030,milking,insemination,19,3/13/2018,3,96,0,0,0,0,0,0,0,0,0
1314,8044,milking,heat,20,3/18/2018,3,43,0,0,0,0,0,0,0,0,0
1315,8048,milking,pregnacy,18,3/19/2018,3,113,0,0,0,0,0,0,0,0,0
1316,8050,milking,pregnacy,17,3/19/2018,3,137,0,0,0,0,0,0,0,0,0
1317,8054,milking,pregnacy,15,3/20/2018,2,174,0,2,0,0,0,0,0,0,0
1318,8058,milking,pregnacy,25,3/21/2018,2,233,1,0,0,0,0,0,0,0,0
1319,8059,dry,pregnacy,84,3/21/2018,2,331,0,0,0,0,0,0,0,0,0
1320,8061,milking,pregnacy,29,3/22/2018,2,315,0,0,0,0,0,0,0,0,0
1321,8065,milking,pregnacy,13,3/22/2018,2,361,0,0,0,0,0,0,0,0,0
1322,8067,milking,insemination,18,3/23/2018,2,110,0,0,0,0,0,0,0,0,0
1323,8069,milking,no_inseminate,27,3/24/2018,2,305,0,0,0,0,0,0,0,0,0
1324,8071,milking,pregnacy,13,3/25/2018,2,386,0,0,0,0,0,0,0,0,0
1325,8073,milking,insemination,19,3/25/2018,3,102,0,1,0,0,0,0,0,0,0
1326,8081,milking,pregnacy,27,3/28/2018,2,307,0,0,0,0,0,0,0,0,0
1327,8083,milking,labor,20,3/28/2018,3,29,0,0,0,0,0,0,0,0,0
1328,8088,milking,heat,20,3/31/2018,3,35,0,1,0,0,0,0,0,0,0
1329,8090,milking,insemination,19,4/1/2018,2,79,0,0,0,0,0,0,0,0,0
1330,8095,milking,insemination,19,4/3/2018,3,73,0,0,0,0,0,0,0,0,0
1331,8109,milking,pregnacy,24,4/8/2018,2,259,0,0,0,0,0,0,0,0,0
1332,8114,milking,pregnacy,28,4/10/2018,2,390,0,0,0,0,0,0,0,0,0
1333,8118,milking,no_inseminate,25,4/12/2018,2,224,1,0,0,0,0,0,0,0,0
1334,8126,dry,pregnacy,85,4/14/2018,2,458,0,0,0,0,0,0,0,0,0
1335,8128,milking,pregnacy,19,4/14/2018,3,97,0,0,0,0,0,0,0,0,0
1336,8129,milking,pregnacy,13,4/14/2018,2,299,1,0,0,0,0,0,0,0,0
1337,8130,milking,pregnacy,26,4/14/2018,2,297,0,0,0,0,0,0,0,0,0
1338,8135,milking,insemination,19,4/15/2018,3,62,0,0,0,0,0,0,0,0,0
1339,8140,milking,insemination,19,4/16/2018,3,95,0,1,0,0,0,0,0,0,0
1340,8152,milking,pregnacy,18,4/18/2018,3,117,0,0,0,0,0,0,0,0,0
1341,8160,milking,pregnacy,18,4/22/2018,3,110,0,0,0,0,0,0,0,0,0
1342,8164,milking,insemination,23,4/23/2018,2,216,0,1,0,0,0,0,0,0,0
1343,8170,milking,insemination,19,4/24/2018,3,73,0,1,0,0,0,0,0,0,0
1344,8179,milking,pregnacy,24,4/27/2018,2,251,0,0,0,0,0,0,0,0,0
1345,8184,milking,pregnacy,29,4/29/2018,2,311,0,0,0,0,0,0,0,0,0
1346,8194,milking,pregnacy,29,5/3/2018,2,259,0,0,0,0,0,0,0,0,0
1347,8195,milking,pregnacy,24,5/4/2018,2,253,0,0,0,0,0,0,0,0,0
1348,8196,milking,pregnacy,27,5/4/2018,2,346,0,1,0,0,0,0,0,0,0
1349,8199,milking,pregnacy,24,5/6/2018,2,237,0,0,0,0,0,0,0,0,0
1350,8200,milking,insemination,19,5/6/2018,3,70,0,0,0,0,0,0,0,0,0
1351,8205,milking,pregnacy,26,5/7/2018,2,276,2,0,0,0,0,0,0,0,0
1352,8206,milking,pregnacy,3,5/7/2018,2,376,0,2,0,0,0,0,0,0,0
1353,8208,milking,insemination,3,5/8/2018,2,208,0,1,0,0,0,0,0,0,0
1354,8214,milking,insemination,3,5/9/2018,2,258,0,1,0,0,0,0,0,0,0
1355,8215,milking,insemination,22,5/9/2018,2,316,0,1,0,0,0,0,0,0,0
1356,8217,milking,insemination,19,5/9/2018,3,85,0,0,0,0,0,0,0,0,0
1357,8223,milking,pregnacy,26,5/10/2018,2,286,0,0,0,0,0,0,0,0,0
1358,8224,milking,pregnacy,15,5/11/2018,2,173,0,0,0,0,0,0,0,0,0
1359,8227,milking,heat,20,5/11/2018,3,30,0,0,0,0,0,0,0,0,0
1360,8230,milking,pregnacy,24,5/13/2018,2,236,0,0,0,0,0,0,0,0,0
1361,8234,milking,pregnacy,18,5/13/2018,3,118,0,0,0,0,0,0,0,0,0
1362,8236,milking,pregnacy,26,5/14/2018,2,297,0,0,0,0,0,0,0,0,0
1363,8238,milking,insemination,24,5/15/2018,2,252,1,0,0,0,0,0,0,0,0
1364,8239,milking,pregnacy,27,5/15/2018,2,307,0,1,0,0,0,0,0,0,0
1365,8240,milking,pregnacy,29,5/15/2018,2,380,0,0,0,0,0,0,0,0,0
1366,8241,milking,pregnacy,29,5/15/2018,2,300,0,0,0,0,0,0,0,0,0
1367,8244,milking,insemination,17,5/15/2018,3,139,0,0,3,0,0,0,0,0,0
1368,8245,milking,pregnacy,29,5/17/2018,2,371,0,0,0,0,0,0,0,0,0
1369,8250,milking,insemination,18,5/18/2018,3,112,0,0,0,0,0,0,0,0,0
1370,8252,milking,pregnacy,24,5/18/2018,2,245,0,0,0,0,0,0,0,0,0
1371,8258,milking,pregnacy,14,5/20/2018,2,193,0,2,0,0,0,0,0,0,0
1372,8264,milking,pregnacy,17,5/22/2018,3,133,1,1,0,0,0,0,0,0,0
1373,8265,milking,pregnacy,13,5/22/2018,2,251,0,2,0,0,0,0,0,0,0
1374,8266,milking,pregnacy,13,5/22/2018,2,400,1,0,0,0,0,0,0,0,0
1375,8267,dry,pregnacy,1,5/22/2018,2,349,0,0,0,0,0,0,0,0,0
1376,8270,milking,pregnacy,13,5/23/2018,2,274,1,1,0,0,0,0,0,0,0
1377,8274,milking,pregnacy,18,5/24/2018,3,125,0,0,0,0,0,0,0,0,0
1378,8275,milking,insemination,3,5/24/2018,2,249,0,1,0,0,0,0,0,0,0
1379,8284,milking,pregnacy,13,5/26/2018,2,261,0,0,0,0,0,0,0,0,0
1380,8286,milking,pregnacy,26,5/27/2018,2,283,0,0,0,0,0,0,0,0,0
1381,8289,milking,heat,19,5/28/2018,3,82,0,0,0,0,0,0,0,0,0
1382,8293,milking,pregnacy,28,5/29/2018,2,356,0,0,0,0,0,0,0,0,0
1383,8296,milking,pregnacy,27,5/30/2018,2,333,0,0,0,0,0,0,0,0,0
1384,8298,milking,insemination,19,5/30/2018,3,92,0,0,0,0,0,0,0,0,0
1385,8305,milking,pregnacy,26,5/31/2018,2,289,0,1,0,0,0,0,0,0,0
1386,8306,dry,pregnacy,84,6/1/2018,2,324,0,0,0,0,0,0,0,0,0
1387,8307,milking,pregnacy,13,6/1/2018,2,292,0,0,0,0,0,0,0,0,0
1388,8309,milking,pregnacy,29,6/2/2018,2,287,0,2,0,0,0,0,0,0,0
1389,8310,milking,pregnacy,14,6/2/2018,2,187,1,0,0,0,0,0,0,0,0
1390,8315,milking,no_inseminate,26,6/3/2018,2,291,0,0,0,0,0,0,0,0,0
1391,8320,milking,pregnacy,26,6/4/2018,2,282,0,0,0,0,0,0,0,0,0
1392,8327,milking,pregnacy,27,6/6/2018,2,314,0,2,0,0,0,0,0,0,0
1393,8334,milking,pregnacy,24,6/7/2018,2,248,0,0,0,0,0,0,0,0,0
1394,8335,milking,pregnacy,24,6/7/2018,2,260,3,0,0,0,0,0,0,0,0
1395,8337,milking,pregnacy,15,6/8/2018,3,184,0,0,0,0,0,0,0,0,0
1396,8343,milking,pregnacy,13,6/10/2018,2,239,0,0,0,0,0,0,0,0,0
1397,8347,milking,heat,20,6/11/2018,3,42,0,0,0,0,0,0,0,0,0
1398,8349,milking,pregnacy,26,6/13/2018,2,285,1,2,0,0,0,0,0,0,0
1399,8350,milking,pregnacy,27,6/13/2018,2,320,0,0,0,0,0,0,0,0,0
1400,8354,milking,pregnacy,26,6/14/2018,2,291,3,0,0,0,0,0,0,0,0
1401,8359,milking,heat,20,6/15/2018,3,55,0,0,0,0,0,0,0,0,0
1402,8364,milking,pregnacy,19,6/16/2018,3,99,0,0,0,0,0,0,0,0,0
1403,8365,milking,pregnacy,13,6/16/2018,2,399,0,0,0,0,0,0,0,0,0
1404,8367,milking,insemination,19,6/16/2018,3,102,0,0,0,0,0,0,0,0,0
1405,8370,milking,pregnacy,18,6/16/2018,3,113,0,0,0,0,0,0,0,0,0
1406,8372,milking,pregnacy,18,6/16/2018,3,109,0,0,0,0,0,0,0,0,0
1407,8376,milking,insemination,19,6/17/2018,3,90,0,1,0,0,0,0,0,0,0
1408,8385,milking,pregnacy,29,6/19/2018,2,281,0,0,0,0,0,0,0,0,0
1409,8389,milking,insemination,24,7/9/2018,2,251,0,0,0,0,0,0,0,0,0
1410,8391,milking,pregnacy,27,6/20/2018,2,314,0,0,0,0,0,0,0,0,0
1411,8393,milking,heat,20,6/21/2018,3,35,0,0,0,0,0,0,0,0,0
1412,8397,dry,pregnacy,85,6/22/2018,2,300,0,0,0,0,0,0,0,0,0
1413,8399,milking,labor,21,6/23/2018,3,2,0,0,0,0,0,0,0,0,0
1414,8407,milking,pregnacy,26,6/25/2018,2,285,0,1,0,0,0,0,0,0,0
1415,8408,milking,insemination,18,6/25/2018,2,111,0,0,0,0,0,0,0,0,0
1416,8418,milking,insemination,19,6/28/2018,3,66,0,0,0,0,0,0,0,0,0
1417,8419,milking,pregnacy,17,6/28/2018,2,352,0,1,0,0,0,0,0,0,0
1418,8424,milking,pregnacy,15,6/30/2018,2,173,0,0,0,0,0,0,0,0,0
1419,8428,milking,pregnacy,13,7/1/2018,2,250,0,0,0,0,0,0,0,0,0
1420,8432,milking,heat,20,7/1/2018,3,34,0,0,0,0,0,0,0,0,0
1421,8433,milking,pregnacy,29,7/2/2018,2,272,1,0,0,0,0,0,0,0,0
1422,8434,milking,insemination,18,7/2/2018,2,182,0,0,0,0,0,0,0,0,0
1423,8435,milking,pregnacy,19,7/2/2018,3,95,0,0,0,0,0,0,0,0,0
1424,8441,milking,pregnacy,29,7/4/2018,2,371,0,0,0,0,0,0,0,0,0
1425,8442,milking,pregnacy,18,7/4/2018,2,119,0,0,0,0,0,0,0,0,0
1426,8443,milking,pregnacy,28,7/4/2018,2,354,1,0,0,0,0,0,0,0,0
1427,8446,dry,pregnacy,86,7/5/2018,2,328,0,0,0,0,0,0,0,0,0
1428,8452,dry,pregnacy,1,7/5/2018,2,293,0,0,0,0,0,0,0,0,0
1429,8455,milking,pregnacy,27,7/6/2018,2,312,0,0,0,0,0,0,0,0,0
1430,8458,milking,abortion,28,7/6/2018,2,290,0,0,0,0,0,0,0,0,0
1431,8459,milking,pregnacy,26,7/6/2018,2,272,0,0,0,0,0,0,0,0,0
1432,8460,milking,insemination,26,7/6/2018,2,289,0,1,0,0,0,0,0,0,0
1433,8462,milking,pregnacy,13,7/7/2018,2,344,1,0,0,0,0,0,0,0,0
1434,8466,milking,pregnacy,24,7/7/2018,2,251,0,1,0,0,0,0,0,0,0
1435,8467,dry,pregnacy,84,7/8/2018,2,355,0,0,0,0,0,0,0,0,0
1436,8469,dry,pregnacy,1,7/8/2018,2,330,0,1,0,0,0,0,0,0,0
1437,8477,milking,pregnacy,15,7/10/2018,2,175,0,0,0,0,0,0,0,0,0
1438,8478,milking,pregnacy,13,7/10/2018,2,313,0,0,0,0,0,0,0,0,0
1439,8479,milking,insemination,19,7/10/2018,2,83,1,0,0,0,0,0,0,0,0
1440,8482,milking,insemination,25,7/11/2018,2,231,0,0,0,0,0,0,0,0,0
1441,8487,milking,pregnacy,26,7/12/2018,2,286,1,1,0,0,0,0,0,0,0
1442,8488,milking,insemination,24,7/12/2018,2,244,0,0,0,0,0,0,0,0,0
1443,8491,dry,pregnacy,84,7/12/2018,2,329,0,0,0,0,0,0,0,0,0
1444,8495,milking,pregnacy,13,7/10/2018,2,349,0,0,0,0,0,0,0,0,0
1445,8498,milking,labor,20,7/13/2018,3,23,0,0,0,0,0,0,0,0,0
1446,8499,milking,labor,20,7/13/2018,2,25,0,0,0,0,0,0,0,0,0
1447,8504,milking,pregnacy,26,7/13/2018,2,286,0,0,0,0,0,0,0,0,0
1448,8506,milking,pregnacy,13,7/14/2018,2,306,0,0,0,0,0,0,0,0,0
1449,8509,dry,pregnacy,1,7/14/2018,2,310,1,0,0,0,0,0,0,0,0
1450,8511,milking,heat,26,7/15/2018,2,294,0,0,0,0,0,0,0,0,0
1451,8515,milking,insemination,25,7/15/2018,2,224,1,1,0,0,0,0,0,0,0
1452,8519,milking,pregnacy,26,7/16/2018,2,287,0,0,0,0,0,0,0,0,0
1453,8522,milking,pregnacy,13,7/16/2018,2,306,0,0,0,0,0,0,0,0,0
1454,8526,milking,pregnacy,26,7/17/2018,2,276,1,0,0,0,0,0,0,0,0
1455,8529,milking,insemination,19,7/17/2018,2,88,0,0,0,0,0,0,0,0,0
1456,8530,milking,pregnacy,24,7/18/2018,2,249,1,0,0,0,0,0,0,0,0
1457,8531,milking,pregnacy,13,7/18/2018,2,306,0,0,0,0,0,0,0,0,0
1458,8537,milking,pregnacy,18,7/19/2018,2,114,0,0,0,0,0,0,0,0,0
1459,8539,milking,heat,19,7/19/2018,3,64,0,1,1,0,0,0,0,0,0
1460,8543,milking,pregnacy,26,7/20/2018,2,278,0,0,0,0,0,0,0,0,0
1461,8546,milking,pregnacy,15,7/20/2018,2,160,0,0,0,0,0,0,0,0,0
1462,8550,milking,pregnacy,28,7/21/2018,2,308,0,0,0,0,0,0,0,0,0
1463,8552,milking,insemination,19,7/21/2018,2,77,0,0,0,0,0,0,0,0,0
1464,8553,milking,pregnacy,28,7/22/2018,2,416,0,0,0,0,0,0,0,0,0
1465,8554,milking,pregnacy,13,7/22/2018,2,329,0,0,0,0,0,0,0,0,0
1466,8557,milking,pregnacy,13,7/22/2018,2,329,0,0,0,0,0,0,0,0,0
1467,8561,dry,pregnacy,1,7/23/2018,2,307,0,0,0,0,0,0,0,0,0
1468,8567,milking,pregnacy,29,7/24/2018,2,306,0,0,0,0,0,0,0,0,0
1469,8568,milking,pregnacy,22,7/24/2018,2,283,0,0,0,0,0,0,0,0,0
1470,8569,milking,pregnacy,28,7/25/2018,2,223,0,0,0,0,0,0,0,0,0
1471,8580,milking,pregnacy,13,7/26/2018,2,330,0,0,0,0,0,0,0,0,0
1472,8582,milking,pregnacy,29,7/26/2018,2,327,0,0,0,0,0,0,0,0,0
1473,8583,dry,pregnacy,85,7/26/2018,2,269,0,0,0,0,0,0,0,0,0
1474,8584,milking,pregnacy,17,7/26/2018,2,143,0,0,0,0,0,0,0,0,0
1475,8594,milking,pregnacy,25,7/27/2018,2,229,0,0,0,0,0,0,0,0,0
1476,8607,milking,pregnacy,28,7/28/2018,2,354,0,0,0,0,0,0,0,0,0
1477,8611,milking,labor,20,7/29/2018,3,40,0,0,0,0,0,0,0,0,0
1478,8613,dry,pregnacy,1,7/29/2018,2,281,0,1,0,0,0,0,0,0,0
1479,8614,milking,pregnacy,24,7/29/2018,2,259,0,0,0,0,0,0,0,0,0
1480,8615,milking,pregnacy,26,7/30/2018,2,291,1,0,0,0,0,0,0,0,0
1481,8616,milking,pregnacy,16,7/30/2018,1,466,0,0,0,0,0,0,0,0,0
1482,8618,milking,pregnacy,29,7/30/2018,2,295,0,0,0,0,0,0,0,0,0
1483,8619,dry,pregnacy,84,7/30/2018,2,345,0,0,0,0,0,0,0,0,0
1484,8624,dry,pregnacy,85,7/31/2018,2,270,0,0,0,0,0,0,0,0,0
1485,8626,milking,pregnacy,26,7/31/2018,2,288,0,0,0,0,0,0,0,0,0
1486,8629,dry,pregnacy,84,8/1/2018,2,394,0,0,0,0,0,0,0,0,0
1487,8631,milking,pregnacy,26,8/2/2018,2,299,4,2,0,0,0,0,0,0,0
1488,8632,milking,labor,20,8/2/2018,3,28,0,0,0,0,0,0,0,0,0
1489,8633,milking,insemination,19,8/2/2018,2,83,0,0,0,0,0,0,0,0,0
1490,8636,milking,pregnacy,23,8/2/2018,2,216,0,0,0,0,0,0,0,0,0
1491,8641,milking,pregnacy,13,8/3/2018,2,230,0,0,0,0,0,0,0,0,0
1492,8642,milking,pregnacy,28,8/3/2018,2,332,0,0,0,0,0,0,0,0,0
1493,8643,milking,pregnacy,18,8/4/2018,2,126,0,0,0,0,0,0,0,0,0
1494,8644,milking,insemination,15,8/4/2018,2,174,0,1,0,0,0,0,0,0,0
1495,8648,milking,insemination,18,8/4/2018,2,112,0,0,0,0,0,0,0,0,0
1496,8651,dry,pregnacy,85,8/5/2018,1,472,0,0,0,0,0,0,0,0,0
1497,8653,milking,pregnacy,18,8/5/2018,2,115,0,0,0,0,0,0,0,0,0
1498,8654,milking,pregnacy,27,8/6/2018,2,346,1,0,0,0,0,0,0,0,0
1499,8658,milking,labor,20,8/7/2018,3,33,0,0,0,0,0,0,0,0,0
1500,8662,milking,insemination,19,8/7/2018,2,96,0,0,0,0,0,0,0,0,0
1501,8663,milking,insemination,14,8/7/2018,2,199,0,0,0,0,0,0,0,0,0
1502,8666,milking,pregnacy,13,8/8/2018,2,273,0,1,0,0,0,0,0,0,0
1503,8667,milking,pregnacy,17,8/8/2018,2,139,0,2,0,0,0,0,0,0,0
1504,8674,milking,pregnacy,15,8/9/2018,2,176,0,0,0,0,0,0,0,0,0
1505,8682,milking,pregnacy,17,8/11/2018,2,130,0,0,0,0,0,0,0,0,0
1506,8686,milking,pregnacy,26,8/11/2018,2,281,0,3,0,0,0,0,0,0,0
