index,cow,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9
895,6614,milking,pregnacy,15,12/27/2014,5,155,0,0,0,0,0,0,0,0,0
896,6615,dry,pregnacy,85,2/4/2014,6,318,0,0,0,0,1,0,0,0,0
897,6620,milking,insemination,15,8/1/2017,3,173,0,0,0,0,0,0,0,0,0
898,6622,milking,pregnacy,29,1/12/2015,5,428,0,0,0,2,2,0,0,0,0
899,6623,milking,pregnacy,14,8/2/2017,3,186,0,1,1,0,0,0,0,0,0
900,6625,milking,pregnacy,27,8/2/2017,3,301,0,0,1,0,0,0,0,0,0
901,6630,milking,pregnacy,14,8/2/2017,3,187,0,0,0,0,0,0,0,0,0
902,6645,milking,labor,20,8/5/2017,4,39,0,0,1,0,0,0,0,0,0
903,6654,milking,pregnacy,15,12/8/2014,6,170,0,2,1,1,1,0,0,0,0
904,6657,milking,pregnacy,28,8/7/2017,3,220,0,0,0,0,0,0,0,0,0
905,6658,milking,pregnacy,24,8/7/2017,3,237,0,0,0,0,0,0,0,0,0
906,6659,milking,pregnacy,17,8/7/2017,3,134,0,0,0,0,0,0,0,0,0
907,6661,milking,labor,20,8/7/2017,4,50,0,0,0,0,0,0,0,0,0
908,6663,milking,insemination,15,2/8/2015,6,155,0,0,1,3,0,1,0,0,0
909,6672,milking,heat,20,8/9/2017,3,36,5,1,0,0,0,0,0,0,0
910,6674,milking,heat,20,8/9/2017,3,59,1,0,0,0,0,0,0,0,0
911,6682,milking,pregnacy,13,1/6/2015,5,303,0,1,0,3,2,0,0,0,0
912,6684,milking,pregnacy,26,8/9/2017,3,277,0,0,0,0,0,0,0,0,0
913,6697,milking,labor,20,8/12/2017,3,23,0,0,0,0,0,0,0,0,0
914,6699,milking,labor,20,8/12/2017,3,40,0,0,0,0,0,0,0,0,0
915,6702,milking,pregnacy,27,8/13/2017,2,303,0,0,0,0,0,0,0,0,0
916,6703,milking,pregnacy,17,8/13/2017,3,131,0,2,0,0,0,0,0,0,0
917,6704,milking,pregnacy,17,8/14/2017,3,149,0,1,0,0,0,0,0,0,0
918,6707,milking,pregnacy,27,8/14/2017,3,303,0,0,0,0,0,0,0,0,0
919,6708,milking,heat,20,8/14/2017,3,47,0,1,0,0,0,0,0,0,0
920,6711,dry,pregnacy,85,8/14/2017,3,336,0,0,0,0,0,0,0,0,0
921,6712,milking,pregnacy,25,8/14/2017,3,223,0,0,1,0,0,0,0,0,0
922,6714,milking,pregnacy,17,8/15/2017,3,135,0,2,0,0,0,0,0,0,0
923,6718,milking,pregnacy,15,8/15/2017,3,182,0,0,0,0,0,0,0,0,0
924,6719,milking,pregnacy,13,8/15/2017,2,378,3,1,0,0,0,0,0,0,0
925,6722,milking,pregnacy,13,8/16/2017,3,295,0,0,0,0,0,0,0,0,0
926,6723,milking,pregnacy,22,8/16/2017,3,122,1,0,0,0,0,0,0,0,0
927,6729,milking,pregnacy,28,8/17/2017,3,239,0,0,0,0,0,0,0,0,0
928,6732,milking,pregnacy,26,1/2/2014,7,271,0,0,0,0,1,0,1,0,0
929,6735,milking,pregnacy,27,8/17/2017,3,310,0,0,0,0,0,0,0,0,0
930,6738,milking,labor,21,12/18/2014,6,10,0,0,1,0,0,0,0,0,0
931,6743,milking,pregnacy,15,8/18/2017,3,170,0,0,2,0,0,0,0,0,0
932,6745,milking,insemination,19,8/19/2017,3,147,0,0,0,0,0,0,0,0,0
933,6747,milking,insemination,17,8/20/2017,3,152,0,0,0,0,0,0,0,0,0
934,6748,milking,pregnacy,3,8/20/2017,3,161,1,1,4,0,0,0,0,0,0
935,6751,milking,heat,20,8/20/2017,3,30,0,0,0,0,0,0,0,0,0
936,6771,milking,pregnacy,13,8/24/2017,3,270,0,0,0,0,0,0,0,0,0
937,6774,milking,pregnacy,14,3/8/2015,5,192,0,0,4,5,0,0,0,0,0
938,6785,milking,insemination,19,8/26/2017,3,83,0,1,0,0,0,0,0,0,0
939,6789,milking,pregnacy,26,8/27/2017,3,297,0,0,0,0,0,0,0,0,0
940,6794,milking,pregnacy,13,8/28/2017,3,319,0,0,0,0,0,0,0,0,0
941,6797,milking,pregnacy,13,8/30/2017,2,414,0,0,0,0,0,0,0,0,0
942,6798,milking,pregnacy,13,8/31/2017,3,239,1,0,1,0,0,0,0,0,0
943,6802,milking,heat,19,9/1/2017,3,85,0,0,0,0,0,0,0,0,0
944,6809,milking,pregnacy,15,9/1/2017,3,156,1,0,0,0,0,0,0,0,0
945,6810,milking,pregnacy,19,9/1/2017,3,96,1,0,0,0,0,0,0,0,0
946,6814,milking,heat,29,9/2/2017,3,129,1,0,0,0,0,0,0,0,0
947,6816,milking,pregnacy,13,9/2/2017,3,258,0,0,0,0,0,0,0,0,0
948,6821,milking,pregnacy,15,3/26/2015,5,179,1,0,0,0,0,0,0,0,0
949,6822,milking,pregnacy,27,5/19/2015,5,324,0,0,0,0,0,0,0,0,0
950,6828,milking,insemination,17,9/3/2017,3,153,0,1,0,0,0,0,0,0,0
951,6831,milking,pregnacy,3,9/3/2017,3,274,0,0,1,0,0,0,0,0,0
952,6836,milking,pregnacy,3,9/4/2017,3,282,2,0,1,0,0,0,0,0,0
953,6847,milking,pregnacy,27,9/5/2017,3,343,0,1,0,0,0,0,0,0,0
954,6851,milking,insemination,24,9/5/2017,2,260,0,0,0,0,0,0,0,0,0
955,6853,milking,pregnacy,13,9/5/2017,2,323,0,0,0,0,0,0,0,0,0
956,6855,milking,heat,26,9/6/2017,2,285,0,0,0,0,0,0,0,0,0
957,6856,milking,insemination,27,9/6/2017,2,318,0,0,0,0,0,0,0,0,0
958,6860,milking,pregnacy,24,7/3/2015,5,243,0,0,0,1,0,0,0,0,0
959,6861,milking,pregnacy,13,9/6/2017,2,418,0,1,0,0,0,0,0,0,0
960,6867,milking,pregnacy,24,9/7/2017,3,260,0,0,0,0,0,0,0,0,0
961,6871,milking,pregnacy,18,8/10/2015,5,121,0,1,0,0,0,0,0,0,0
962,6877,dry,pregnacy,85,9/8/2017,2,431,1,1,0,0,0,0,0,0,0
963,6881,milking,pregnacy,24,9/9/2017,3,244,0,0,0,0,0,0,0,0,0
964,6885,milking,pregnacy,25,8/17/2015,5,232,0,0,0,2,1,0,0,0,0
965,6887,milking,pregnacy,26,9/9/2017,3,297,0,0,0,0,0,0,0,0,0
966,6910,milking,pregnacy,15,9/26/2015,5,162,0,0,1,1,0,0,0,0,0
967,6911,milking,pregnacy,17,9/12/2017,3,152,0,0,0,0,0,0,0,0,0
968,6913,milking,insemination,17,7/11/2015,5,137,1,1,0,2,0,0,0,0,0
969,6916,milking,pregnacy,13,9/10/2015,3,438,2,0,0,0,0,0,0,0,0
970,6917,milking,pregnacy,14,9/13/2017,3,197,0,0,0,0,0,0,0,0,0
971,6925,milking,insemination,15,8/25/2015,5,164,0,0,0,0,0,0,0,0,0
972,6930,milking,pregnacy,15,9/15/2017,3,180,0,0,0,0,0,0,0,0,0
973,6935,milking,pregnacy,17,9/16/2017,3,135,0,0,0,0,0,0,0,0,0
974,6936,milking,pregnacy,13,8/31/2015,5,254,0,0,0,0,0,0,0,0,0
975,6940,milking,insemination,19,8/27/2015,5,76,0,0,0,0,0,0,0,0,0
976,6941,milking,pregnacy,17,5/28/2014,6,154,0,0,0,1,1,0,0,0,0
977,6944,milking,insemination,17,9/17/2015,5,131,0,0,0,0,0,0,0,0,0
978,6953,dry,pregnacy,84,8/19/2015,5,291,0,0,0,0,0,0,0,0,0
979,6956,milking,pregnacy,13,11/18/2014,4,328,0,0,1,1,0,0,0,0,0
980,6958,milking,pregnacy,29,9/20/2017,3,640,0,0,0,0,0,0,0,0,0
981,6962,milking,pregnacy,29,9/10/2015,5,259,0,0,0,0,2,0,0,0,0
982,6966,milking,pregnacy,15,9/23/2017,3,173,0,0,0,0,0,0,0,0,0
983,6974,milking,pregnacy,28,10/7/2014,5,642,1,0,7,7,1,0,0,0,0
984,6976,milking,pregnacy,25,8/16/2015,5,224,0,0,5,0,0,0,0,0,0
985,6977,milking,pregnacy,28,9/3/2015,4,356,0,0,4,1,0,0,0,0,0
986,6982,milking,pregnacy,25,9/25/2017,3,225,0,1,0,0,0,0,0,0,0
987,6987,milking,pregnacy,15,10/8/2015,5,178,0,2,1,2,0,0,0,0,0
988,6989,milking,pregnacy,13,8/10/2015,5,341,0,0,1,0,1,0,0,0,0
989,6991,milking,insemination,17,10/3/2015,5,153,0,0,0,0,0,0,0,0,0
990,6996,milking,pregnacy,29,10/10/2015,5,229,0,0,0,1,1,0,0,0,0
991,6997,milking,insemination,24,9/27/2017,3,240,0,0,0,0,0,0,0,0,0
992,6998,milking,pregnacy,24,10/17/2015,5,246,0,0,0,0,0,0,0,0,0
993,7001,milking,pregnacy,14,10/12/2015,5,189,0,0,0,0,0,0,0,0,0
994,7003,milking,labor,20,9/26/2015,5,26,0,0,1,0,0,0,0,0,0
995,7008,milking,pregnacy,26,9/28/2017,3,286,0,0,0,0,0,0,0,0,0
996,7010,dry,pregnacy,85,9/28/2017,2,367,0,0,0,0,0,0,0,0,0
997,7014,milking,heat,17,9/29/2017,3,135,1,1,0,0,0,0,0,0,0
998,7015,milking,pregnacy,28,8/28/2015,4,380,1,0,0,0,0,0,0,0,0
999,7017,milking,insemination,19,10/10/2015,4,89,0,0,0,0,0,0,0,0,0
1000,7019,milking,pregnacy,13,9/29/2017,2,457,0,0,0,0,0,0,0,0,0
1001,7021,dry,pregnacy,1,9/29/2017,3,276,0,0,0,0,0,0,0,0,0
1002,7022,milking,pregnacy,27,10/22/2015,5,305,1,0,0,0,0,0,0,0,0
1003,7023,milking,labor,19,9/30/2017,3,75,0,0,0,0,0,0,0,0,0
1004,7024,milking,insemination,17,10/19/2015,5,129,3,0,0,1,0,0,0,0,0
1005,7026,milking,pregnacy,22,10/17/2015,5,153,0,0,1,2,0,0,0,0,0
1006,7031,milking,pregnacy,13,10/1/2017,3,230,0,0,0,0,0,0,0,0,0
1007,7035,milking,pregnacy,26,10/12/2015,5,295,0,1,1,0,0,0,0,0,0
1008,7036,milking,pregnacy,20,6/17/2014,6,187,1,0,0,0,1,0,0,0,0
1009,7038,milking,insemination,15,9/21/2015,5,184,0,0,0,0,0,0,0,0,0
1010,7046,milking,pregnacy,15,9/16/2015,5,175,0,0,0,0,0,0,0,0,0
1011,7048,milking,pregnacy,24,10/3/2017,3,238,0,0,1,0,0,0,0,0,0
1012,7051,milking,pregnacy,17,10/22/2015,5,152,0,0,1,0,0,0,0,0,0
1013,7053,milking,pregnacy,13,10/3/2017,2,420,0,1,0,0,0,0,0,0,0
1014,7056,milking,pregnacy,24,10/4/2017,3,252,0,0,0,0,0,0,0,0,0
1015,7057,milking,pregnacy,23,10/4/2017,3,209,0,0,0,0,0,0,0,0,0
1016,7058,dry,pregnacy,85,10/4/2017,2,457,0,0,0,0,0,0,0,0,0
1017,7059,milking,pregnacy,23,10/4/2017,3,215,0,0,0,0,0,0,0,0,0
1018,7060,milking,insemination,25,10/4/2017,2,223,0,0,0,0,0,0,0,0,0
1019,7064,milking,pregnacy,26,10/4/2017,3,289,0,0,0,0,0,0,0,0,0
1020,7066,milking,pregnacy,26,10/5/2017,3,278,0,0,1,0,0,0,0,0,0
1021,7068,milking,insemination,26,10/5/2017,2,288,2,0,0,0,0,0,0,0,0
1022,7071,milking,pregnacy,14,8/7/2015,5,194,0,0,0,0,1,0,0,0,0
1023,7074,milking,pregnacy,29,9/11/2015,5,401,0,0,0,0,0,0,0,0,0
1024,7076,dry,pregnacy,84,10/18/2015,4,292,0,0,0,0,0,0,0,0,0
1025,7088,milking,pregnacy,24,10/7/2017,3,263,0,1,0,0,0,0,0,0,0
1026,7094,milking,pregnacy,13,10/7/2017,3,251,0,2,2,0,0,0,0,0,0
1027,7097,milking,labor,21,10/8/2017,3,15,0,0,0,0,0,0,0,0,0
1028,7099,dry,pregnacy,85,10/20/2015,5,271,0,0,2,0,0,0,0,0,0
1029,7100,milking,insemination,17,10/5/2015,5,136,0,0,0,0,1,0,0,0,0
1030,7101,milking,pregnacy,26,10/8/2017,3,277,0,0,0,0,0,0,0,0,0
1031,7104,milking,pregnacy,29,10/9/2017,3,245,2,1,1,0,0,0,0,0,0
1032,7105,milking,pregnacy,25,10/9/2017,3,230,0,0,0,0,0,0,0,0,0
1033,7107,dry,pregnacy,84,4/8/2014,5,347,0,0,0,2,1,0,0,0,0
1034,7108,milking,no_inseminate,28,10/9/2017,2,486,0,2,0,0,0,0,0,0,0
1035,7110,milking,pregnacy,15,10/6/2015,5,181,1,0,0,0,0,0,0,0,0
1036,7112,milking,pregnacy,15,8/24/2015,5,171,0,0,1,0,0,0,0,0,0
1037,7116,milking,insemination,26,10/21/2015,5,269,0,0,0,0,0,0,0,0,0
1038,7121,milking,pregnacy,25,10/11/2017,3,225,0,0,0,0,0,0,0,0,0
1039,7129,dry,pregnacy,84,8/1/2015,4,529,0,0,1,0,0,0,0,0,0
1040,7131,milking,pregnacy,17,10/12/2017,3,133,0,0,1,0,0,0,0,0,0
1041,7132,milking,insemination,29,10/12/2017,3,267,0,0,0,0,0,0,0,0,0
1042,7134,milking,pregnacy,3,10/12/2017,3,205,0,2,1,0,0,0,0,0,0
1043,7139,milking,insemination,17,10/10/2016,4,138,0,0,0,0,0,0,0,0,0
1044,7140,milking,insemination,19,10/22/2016,4,81,0,0,0,0,0,0,0,0,0
1045,7141,milking,pregnacy,15,10/15/2016,4,161,0,0,0,0,0,0,0,0,0
1046,7144,milking,insemination,24,12/8/2016,4,237,0,0,0,0,0,0,0,0,0
1047,7147,milking,pregnacy,15,12/26/2016,4,172,0,0,0,0,0,0,0,0,0
1048,7151,milking,pregnacy,17,12/22/2016,4,153,2,0,0,0,0,0,0,0,0
1049,7155,milking,pregnacy,28,10/14/2017,2,355,0,0,0,0,0,0,0,0,0
1050,7156,milking,pregnacy,26,1/11/2017,3,267,0,0,0,0,0,0,0,0,0
1051,7158,milking,pregnacy,25,10/15/2017,3,231,0,0,1,0,0,0,0,0,0
1052,7159,milking,pregnacy,28,12/16/2016,3,289,1,0,0,0,0,0,0,0,0
1053,7160,milking,insemination,19,10/15/2017,3,66,0,1,0,0,0,0,0,0,0
1054,7164,milking,pregnacy,13,10/16/2017,2,379,0,1,0,0,0,0,0,0,0
1055,7166,milking,pregnacy,15,10/16/2017,3,163,0,0,0,0,0,0,0,0,0
1056,7167,milking,pregnacy,24,3/3/2017,3,253,0,0,1,0,0,0,0,0,0
1057,7168,milking,pregnacy,14,10/16/2017,3,187,1,1,0,0,0,0,0,0,0
1058,7172,milking,pregnacy,25,2/26/2017,3,223,0,3,2,0,0,0,0,0,0
1059,7173,milking,insemination,20,1/26/2017,4,51,0,0,0,0,0,0,0,0,0
1060,7174,milking,insemination,19,2/2/2017,4,103,0,0,0,0,0,0,0,0,0
1061,7176,milking,pregnacy,25,10/17/2017,3,220,0,1,0,0,0,0,0,0,0
1062,7179,milking,pregnacy,25,10/18/2017,3,234,0,0,0,0,0,0,0,0,0
1063,7181,milking,pregnacy,23,10/18/2017,3,217,1,0,0,0,0,0,0,0,0
1064,7187,milking,insemination,15,10/20/2017,3,174,0,0,0,0,0,0,0,0,0
1065,7190,milking,labor,20,10/20/2017,3,48,0,0,0,0,0,0,0,0,0
1066,7191,milking,pregnacy,13,10/21/2017,2,304,0,0,0,0,0,0,0,0,0
1067,7194,milking,pregnacy,27,10/21/2017,2,327,0,0,0,0,0,0,0,0,0
1068,7196,milking,insemination,18,10/21/2017,3,117,0,0,0,0,0,0,0,0,0
1069,7198,milking,insemination,19,10/22/2017,3,103,0,0,0,0,0,0,0,0,0
1070,7199,milking,pregnacy,13,10/22/2017,2,479,1,0,0,0,0,0,0,0,0
1071,7201,milking,pregnacy,23,10/22/2017,3,213,0,0,1,0,0,0,0,0,0
1072,7204,milking,abortion,19,10/23/2017,2,305,1,1,0,0,0,0,0,0,0
1073,7205,milking,insemination,19,10/23/2017,3,85,0,1,0,0,0,0,0,0,0
1074,7206,milking,pregnacy,15,10/23/2017,3,162,0,1,0,0,0,0,0,0,0
1075,7212,milking,labor,20,10/23/2017,3,31,0,0,0,0,0,0,0,0,0
1076,7214,milking,pregnacy,26,10/24/2017,3,299,1,0,2,0,0,0,0,0,0
1077,7216,milking,insemination,29,10/24/2017,3,262,0,0,0,0,0,0,0,0,0
1078,7217,milking,abortion,24,10/24/2017,3,249,0,0,0,0,0,0,0,0,0
1079,7223,milking,labor,20,10/24/2017,3,50,0,1,0,0,0,0,0,0,0
1080,7224,milking,labor,20,10/24/2017,3,55,0,0,0,0,0,0,0,0,0
1081,7225,milking,pregnacy,17,10/24/2017,3,147,0,0,0,0,0,0,0,0,0
1082,7226,milking,insemination,19,10/24/2017,3,79,0,0,0,0,0,0,0,0,0
1083,7232,milking,pregnacy,13,10/25/2017,3,277,0,0,1,0,0,0,0,0,0
1084,7235,milking,pregnacy,15,10/25/2017,3,181,0,0,2,0,0,0,0,0,0
1085,7245,milking,pregnacy,15,10/27/2017,3,161,0,0,0,0,0,0,0,0,0
1086,7251,milking,insemination,14,10/27/2017,2,203,0,0,0,0,0,0,0,0,0
1087,7252,milking,pregnacy,29,10/27/2017,2,396,0,0,0,0,0,0,0,0,0
1088,7253,milking,pregnacy,23,10/27/2017,3,218,0,0,0,0,0,0,0,0,0
1089,7255,milking,pregnacy,26,10/27/2017,3,278,0,0,1,0,0,0,0,0,0
1090,7258,milking,pregnacy,26,10/28/2017,3,273,0,0,0,0,0,0,0,0,0
1091,7262,milking,pregnacy,27,10/28/2017,3,300,0,0,0,0,0,0,0,0,0
1092,7265,milking,insemination,19,10/28/2017,3,71,0,1,0,0,0,0,0,0,0
1093,7266,milking,pregnacy,25,10/28/2017,3,223,0,0,0,0,0,0,0,0,0
1094,7267,milking,pregnacy,25,10/28/2017,3,220,0,0,0,0,0,0,0,0,0
1095,7271,milking,pregnacy,13,10/29/2017,3,229,1,0,0,0,0,0,0,0,0
1096,7275,milking,insemination,15,10/29/2017,3,183,0,0,0,0,0,0,0,0,0
1097,7277,milking,pregnacy,14,10/29/2017,3,187,2,2,0,0,0,0,0,0,0
1098,7278,milking,pregnacy,29,10/29/2017,3,228,0,0,0,0,0,0,0,0,0
1099,7280,milking,pregnacy,24,10/29/2017,3,264,0,0,0,0,0,0,0,0,0
1100,7281,milking,pregnacy,26,10/29/2017,2,272,1,0,0,0,0,0,0,0,0
1101,7282,milking,pregnacy,29,10/29/2017,3,205,0,0,1,0,0,0,0,0,0
1102,7283,milking,pregnacy,14,10/30/2017,3,202,0,0,0,0,0,0,0,0,0
1103,7284,milking,insemination,17,10/30/2017,3,137,0,0,0,0,0,0,0,0,0
1104,7285,milking,pregnacy,15,10/30/2017,3,158,0,0,0,0,0,0,0,0,0
1105,7286,milking,pregnacy,18,10/30/2017,3,110,0,0,0,0,0,0,0,0,0
1106,7288,milking,pregnacy,14,10/30/2017,3,191,0,0,1,0,0,0,0,0,0
1107,7289,dry,pregnacy,86,10/30/2017,2,349,0,0,0,0,0,0,0,0,0
1108,7290,milking,insemination,19,10/30/2017,3,87,0,0,0,0,0,0,0,0,0
1109,7292,milking,insemination,19,10/31/2017,3,104,2,1,0,0,0,0,0,0,0
1110,7298,milking,pregnacy,24,11/1/2017,3,240,0,0,0,0,0,0,0,0,0
1111,7308,milking,pregnacy,13,11/1/2017,2,482,0,2,0,0,0,0,0,0,0
1112,7311,milking,pregnacy,27,11/2/2017,3,311,0,0,0,0,0,0,0,0,0
1113,7312,milking,pregnacy,13,11/2/2017,3,304,1,0,0,0,0,0,0,0,0
1114,7314,milking,insemination,19,11/2/2017,3,71,0,0,0,0,0,0,0,0,0
1115,7320,milking,pregnacy,24,11/3/2017,3,250,0,0,0,0,0,0,0,0,0
1116,7321,milking,pregnacy,15,11/3/2017,3,170,0,0,0,0,0,0,0,0,0
1117,7322,milking,insemination,14,11/3/2017,3,194,1,0,0,0,0,0,0,0,0
1118,7332,milking,heat,20,11/4/2017,3,54,0,0,0,0,0,0,0,0,0
1119,7333,milking,pregnacy,28,11/4/2017,3,161,0,0,0,0,0,0,0,0,0
1120,7335,milking,pregnacy,13,11/4/2017,2,411,0,0,0,0,0,0,0,0,0
1121,7338,milking,pregnacy,22,11/5/2017,3,221,0,0,0,0,0,0,0,0,0
1122,7342,milking,insemination,15,11/5/2017,3,164,0,0,0,0,0,0,0,0,0
1123,7345,milking,insemination,19,11/5/2017,3,90,0,0,0,0,0,0,0,0,0
1124,7349,milking,pregnacy,15,11/5/2017,2,185,0,0,0,0,0,0,0,0,0
1125,7350,milking,pregnacy,15,11/5/2017,3,172,0,0,0,0,0,0,0,0,0
1126,7352,milking,pregnacy,23,11/6/2017,3,217,0,0,0,0,0,0,0,0,0
1127,7353,milking,pregnacy,15,11/6/2017,3,171,0,1,0,0,0,0,0,0,0
1128,7355,milking,insemination,18,11/6/2017,3,108,0,0,0,0,0,0,0,0,0
1129,7356,milking,pregnacy,25,11/6/2017,3,235,0,0,0,0,0,0,0,0,0
1130,7357,dry,pregnacy,1,11/6/2017,2,284,0,0,0,0,0,0,0,0,0
1131,7359,milking,insemination,27,11/7/2017,2,322,0,1,0,0,0,0,0,0,0
1132,7367,milking,pregnacy,26,11/8/2017,3,267,0,0,0,0,0,0,0,0,0
1133,7369,milking,pregnacy,14,11/8/2017,3,187,0,0,0,0,0,0,0,0,0
1134,7370,milking,pregnacy,23,11/8/2017,3,209,0,0,0,0,0,0,0,0,0
1135,7373,milking,insemination,25,11/9/2017,3,219,0,0,0,0,0,0,0,0,0
1136,7375,milking,pregnacy,24,11/9/2017,3,245,0,0,0,0,0,0,0,0,0
1137,7377,milking,insemination,17,11/9/2017,3,129,0,1,0,0,0,0,0,0,0
1138,7378,milking,pregnacy,14,11/9/2017,3,190,0,0,0,0,0,0,0,0,0
1139,7381,milking,pregnacy,15,11/10/2017,3,158,0,0,1,0,0,0,0,0,0
1140,7382,milking,pregnacy,29,11/10/2017,2,428,1,0,0,0,0,0,0,0,0
1141,7386,milking,pregnacy,24,11/10/2017,3,256,0,0,0,0,0,0,0,0,0
1142,7389,milking,insemination,17,11/10/2017,3,141,2,0,2,0,0,0,0,0,0
1143,7392,milking,abortion,3,11/11/2017,3,183,0,1,1,0,0,0,0,0,0
1144,7394,milking,pregnacy,24,11/11/2017,3,263,0,0,1,0,0,0,0,0,0
1145,7395,milking,insemination,17,11/11/2017,3,148,1,0,0,0,0,0,0,0,0
1146,7399,milking,insemination,17,11/13/2017,3,151,0,0,0,0,0,0,0,0,0
1147,7401,milking,pregnacy,13,11/13/2017,2,357,0,0,0,0,0,0,0,0,0
1148,7403,milking,pregnacy,14,11/13/2017,3,202,2,0,0,0,0,0,0,0,0
1149,7405,milking,pregnacy,17,11/14/2017,3,153,0,0,0,0,0,0,0,0,0
1150,7406,milking,pregnacy,24,11/14/2017,2,264,0,0,0,0,0,0,0,0,0
1151,7408,milking,pregnacy,14,11/14/2017,3,199,4,1,0,0,0,0,0,0,0
1152,7409,milking,pregnacy,13,11/14/2017,3,257,1,0,1,0,0,0,0,0,0
1153,7414,milking,pregnacy,26,11/15/2017,3,270,0,0,3,0,0,0,0,0,0
1154,7416,milking,pregnacy,23,11/15/2017,3,205,0,0,0,0,0,0,0,0,0
1155,7417,milking,pregnacy,15,11/15/2017,3,175,0,0,0,0,0,0,0,0,0
1156,7423,milking,pregnacy,24,11/16/2017,2,241,0,0,0,0,0,0,0,0,0
1157,7424,milking,pregnacy,28,11/16/2017,2,385,0,0,0,0,0,0,0,0,0
1158,7425,milking,pregnacy,15,11/16/2017,3,160,0,0,0,0,0,0,0,0,0
1159,7427,milking,pregnacy,23,11/16/2017,3,216,0,0,0,0,0,0,0,0,0
1160,7429,milking,pregnacy,15,11/16/2017,3,182,0,0,1,0,0,0,0,0,0
1161,7441,milking,pregnacy,25,11/18/2017,3,227,0,0,0,0,0,0,0,0,0
1162,7444,milking,insemination,17,11/19/2017,3,134,1,0,0,0,0,0,0,0,0
1163,7446,milking,pregnacy,25,11/19/2017,3,219,0,0,0,0,0,0,0,0,0
1164,7448,milking,pregnacy,17,11/19/2017,3,137,0,0,0,0,0,0,0,0,0
1165,7449,milking,pregnacy,13,11/20/2017,3,226,0,0,0,0,0,0,0,0,0
1166,7454,milking,pregnacy,13,11/20/2017,3,259,0,0,2,0,0,0,0,0,0
1167,7461,dry,pregnacy,1,11/21/2017,2,408,0,0,0,0,0,0,0,0,0
1168,7464,milking,insemination,18,11/22/2017,3,116,0,1,0,0,0,0,0,0,0
1169,7476,milking,pregnacy,29,11/24/2017,2,451,0,0,0,0,0,0,0,0,0
1170,7487,milking,insemination,19,11/25/2017,3,82,0,0,0,0,0,0,0,0,0
1171,7494,milking,pregnacy,13,11/26/2017,3,247,0,0,0,0,0,0,0,0,0
1172,7495,dry,pregnacy,1,11/26/2017,2,291,0,0,0,0,0,0,0,0,0
1173,7496,milking,insemination,20,11/26/2017,3,130,0,0,0,0,0,0,0,0,0
1174,7501,milking,pregnacy,24,11/27/2017,3,237,0,0,0,0,0,0,0,0,0
1175,7509,milking,pregnacy,13,11/28/2017,3,238,0,0,0,0,0,0,0,0,0
1176,7514,milking,pregnacy,23,11/28/2017,2,212,0,0,0,0,0,0,0,0,0
1177,7521,milking,pregnacy,17,11/29/2017,3,136,0,0,0,0,0,0,0,0,0
1178,7524,milking,pregnacy,24,11/29/2017,3,265,0,0,0,0,0,0,0,0,0
1179,7526,milking,pregnacy,13,11/30/2017,3,236,0,0,0,0,0,0,0,0,0
1180,7527,milking,pregnacy,24,12/1/2017,3,242,1,0,0,0,0,0,0,0,0
1181,7528,dry,pregnacy,85,12/1/2017,2,494,0,0,0,0,0,0,0,0,0
1182,7531,milking,insemination,19,12/1/2017,3,75,0,0,0,0,0,0,0,0,0
1183,7532,milking,pregnacy,23,12/1/2017,3,206,0,1,0,0,0,0,0,0,0
1184,7533,milking,pregnacy,29,12/1/2017,3,260,0,0,0,0,0,0,0,0,0
1185,7537,milking,heat,14,12/2/2017,3,197,0,0,0,0,0,0,0,0,0
1186,7538,milking,pregnacy,23,12/2/2017,3,207,0,0,0,0,0,0,0,0,0
1187,7541,milking,pregnacy,18,12/3/2017,3,124,0,1,0,0,0,0,0,0,0
1188,7542,milking,pregnacy,24,12/3/2017,3,240,0,0,0,0,0,0,0,0,0
1189,7547,milking,insemination,19,12/4/2017,3,92,0,1,0,0,0,0,0,0,0
1190,7553,milking,insemination,20,12/5/2017,3,59,0,0,0,0,0,0,0,0,0
1191,7555,milking,pregnacy,23,12/5/2017,3,218,0,0,1,0,0,0,0,0,0
1192,7557,milking,pregnacy,25,12/6/2017,3,219,0,0,0,0,0,0,0,0,0
1193,7558,milking,pregnacy,14,12/6/2017,3,200,0,0,0,0,0,0,0,0,0
1194,7559,milking,pregnacy,25,12/6/2017,2,236,0,0,0,0,0,0,0,0,0
1195,7563,milking,pregnacy,14,12/7/2017,3,193,0,0,0,0,0,0,0,0,0
1196,7564,dry,pregnacy,85,12/7/2017,2,407,1,0,0,0,0,0,0,0,0
1197,7568,milking,pregnacy,13,12/8/2017,3,246,1,0,1,0,0,0,0,0,0
1198,7572,milking,pregnacy,13,12/8/2017,3,239,0,0,0,0,0,0,0,0,0
1199,7578,milking,pregnacy,28,12/9/2017,3,218,1,0,0,0,0,0,0,0,0
1200,7583,milking,pregnacy,27,12/10/2017,2,312,1,0,0,0,0,0,0,0,0
1201,7589,milking,pregnacy,24,12/11/2017,3,245,0,0,0,0,0,0,0,0,0
