,id,lactation_1,lactation_2,lactation_3,total_production_1,total_production_2,total_production_3,milk_days_1,milk_days_2,milk_days_3,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,abortos_Lac_1,abortos_lac_2,abortos_lac_3,production_ok
291,3829,1,1,1,9281,9574,14696,283,295,503,0,0,0,1,2,6,0,0,1,1
292,3835,1,1,1,12297,11886,11227,354,280,299,0,0,0,4,1,1,0,0,0,1
293,3838,1,1,1,14280,12672,18443,374,270,539,0,0,5,3,1,6,0,0,1,1
294,3839,1,1,1,12074,16218,15090,461,503,467,1,1,0,4,3,6,0,1,0,1
295,3863,1,1,1,9490,12097,10230,277,449,278,0,0,0,1,3,1,0,1,0,1
296,3864,1,1,1,7907,10431,10842,288,407,349,1,1,0,1,4,2,0,0,0,1
297,3867,1,1,1,10286,10389,13110,296,284,309,0,0,0,1,1,2,0,0,0,1
298,3899,1,1,1,9545,11165,12613,305,279,431,1,0,0,1,2,4,0,0,0,1
299,3903,1,1,1,11545,12559,15053,390,325,446,1,1,0,3,2,4,1,0,0,1
300,3906,1,1,1,10123,11930,18685,310,355,495,0,1,0,2,1,5,0,0,1,1
301,3912,1,1,1,9697,11053,9456,296,278,289,0,0,1,2,1,1,0,0,0,0
302,3924,1,1,1,15301,9922,5281,484,267,99,1,0,0,2,1,1,1,0,0,0
303,3928,1,1,1,7940,9629,10737,304,330,308,0,0,0,2,4,2,0,0,0,1
304,3940,1,1,1,14009,9524,8663,521,361,367,0,0,1,5,2,4,1,1,1,0
305,3943,1,1,1,7256,13367,9079,348,315,158,2,0,0,1,2,4,0,0,0,0
306,3947,1,1,1,13602,9020,10921,408,302,285,0,0,0,3,1,1,1,0,0,1
307,3950,1,1,1,10452,14719,12179,313,386,284,0,0,0,2,2,1,0,1,0,1
308,3953,1,1,1,8315,12125,10775,300,351,295,0,0,0,2,3,2,0,0,0,1
309,3956,1,1,1,14153,13811,13391,410,322,369,0,0,0,4,2,3,0,0,0,1
310,3957,1,1,1,8281,10120,8877,304,356,297,0,0,1,1,3,2,0,0,0,0
311,3958,1,1,1,9832,9074,11292,310,284,430,0,1,0,2,1,3,0,0,1,1
312,3961,1,1,1,9561,10767,8242,327,309,189,1,2,0,2,2,3,0,0,0,0
313,3964,1,1,1,9848,11933,10575,326,330,289,0,0,0,2,3,1,0,0,0,1
314,3978,1,1,1,10690,10706,10274,325,292,287,0,0,0,3,1,1,0,0,0,1
315,3982,1,1,0,19622,7968,0,677,194,0,0,0,-1,11,1,-1,1,0,-1,0
316,3983,1,1,1,9526,10748,9762,277,278,310,0,0,1,1,1,2,0,0,0,0
317,3988,1,1,1,10520,13421,7075,370,322,128,0,0,0,3,1,2,0,0,0,0
318,3991,1,1,1,9875,9525,11608,312,276,386,0,0,0,2,1,4,0,0,0,1
319,3998,1,1,1,9388,10511,10883,346,328,286,0,0,0,4,3,1,0,0,0,1
320,3999,1,1,1,11224,9106,11300,436,280,348,0,0,0,4,1,2,1,0,0,1
321,4006,1,1,1,10060,11613,14252,327,289,410,0,0,0,2,1,4,0,0,0,1
322,4010,1,1,1,8189,9249,10666,282,270,298,0,0,0,1,1,2,0,0,0,1
323,4011,1,1,1,13568,11737,13070,435,318,404,0,0,0,4,1,2,0,0,1,1
324,4034,1,1,1,10417,11935,14134,312,401,466,1,0,0,2,4,5,0,1,0,1
325,4035,1,1,1,7980,9937,10613,297,276,315,0,0,1,1,1,1,0,0,0,1
326,4050,1,1,1,13022,12219,12243,405,432,314,0,0,0,4,4,2,0,0,0,1
327,4052,1,1,1,7021,8628,9758,278,284,309,0,0,0,1,1,2,0,0,0,0
328,4055,1,1,1,10282,11801,12071,290,328,371,0,0,0,1,2,2,0,0,0,1
329,4115,1,1,1,15484,16644,8621,541,531,254,0,2,3,5,4,1,1,1,0,0
330,4116,1,1,1,9405,10326,10255,369,365,374,0,0,0,3,3,5,0,0,0,1
331,4117,1,1,1,13653,10709,14454,519,312,480,1,0,0,6,2,8,1,0,0,1
332,4118,1,1,1,9499,11604,15159,294,311,469,0,0,0,1,3,6,0,0,1,1
333,4121,1,1,1,13734,11718,13109,402,298,352,1,0,0,5,1,3,0,0,0,1
334,4124,1,1,1,12079,16925,11269,354,431,277,0,0,1,5,7,1,0,0,0,1
335,4129,1,1,1,8023,11501,9893,299,423,277,1,1,0,2,4,1,0,1,0,0
336,4130,1,1,1,10178,9394,8438,390,295,326,0,0,0,4,2,2,0,0,0,0
337,4136,1,1,1,8810,9424,14023,282,267,414,0,0,0,1,1,7,0,0,0,1
338,4142,1,1,1,12595,11813,12733,393,371,314,0,0,0,3,3,1,1,0,0,1
339,4146,1,1,1,8289,8665,9242,297,273,268,0,1,1,2,1,1,0,0,0,0
340,4154,1,1,1,13667,10578,9689,449,299,281,0,0,0,6,1,1,0,0,0,0
341,4159,1,1,1,11217,12706,11991,336,358,270,0,1,0,4,4,1,0,0,0,1
342,4177,1,1,1,10189,10686,9198,319,281,346,0,0,0,3,1,3,0,0,0,0
343,4179,1,1,1,6921,6883,9006,278,268,350,1,0,0,1,1,2,0,0,0,0
344,4182,1,1,1,13059,11920,10513,494,368,290,3,0,0,7,3,1,0,0,0,1
345,4185,1,1,1,10136,12580,11519,336,408,266,1,3,1,3,6,1,0,0,0,1
346,4186,1,1,1,11427,11946,11770,295,285,284,0,0,0,1,1,1,0,0,0,1
347,4209,1,1,1,9253,11634,10655,288,306,338,0,0,0,1,2,2,0,0,0,1
348,4214,1,1,1,13608,14818,14775,397,455,414,0,3,6,4,3,4,0,0,0,1
349,4219,1,1,1,7756,8087,8499,275,294,287,0,0,0,1,2,1,0,0,0,0
350,4238,1,1,1,10859,9292,10293,421,289,303,0,0,1,3,1,1,0,0,0,1
351,4249,1,1,1,16269,11473,10991,501,335,269,0,0,1,6,3,1,2,0,0,1
352,4256,1,1,1,10901,13485,8873,376,402,264,0,0,1,4,4,1,0,0,0,0
353,4258,1,1,1,13358,12410,14479,355,314,417,0,0,0,3,2,4,0,0,1,1
354,4265,1,1,1,11361,9581,12504,332,283,291,0,1,0,3,1,2,0,0,0,1
355,4280,1,1,1,18422,11908,10584,566,300,310,0,0,0,8,1,2,2,0,0,1
356,4294,1,1,1,8969,14033,12605,301,387,341,0,0,0,1,4,3,0,0,0,1
357,4310,1,1,1,10117,12401,12095,335,441,421,0,0,1,3,5,6,0,1,0,1
358,4314,1,1,1,11261,14048,12084,367,450,298,1,2,4,4,6,2,0,0,0,1
359,4322,1,1,1,8741,8830,12363,342,306,470,0,0,1,3,2,6,0,0,0,1
360,4323,1,1,1,13358,15110,12848,419,376,302,0,1,1,4,3,1,0,0,0,1
361,4324,1,1,1,17271,12344,11897,523,282,277,0,0,0,10,1,1,0,0,0,1
362,4327,1,1,1,10165,18081,15313,323,510,433,0,0,0,3,8,4,0,0,1,1
363,4328,1,1,1,13443,10149,10058,482,379,333,0,0,0,7,3,3,0,0,0,1
364,4329,1,1,1,11389,12337,10308,431,448,315,0,0,0,5,5,1,0,0,0,1
365,4340,1,1,1,15439,11491,11605,559,303,327,2,0,0,10,1,2,1,0,0,1
366,4344,1,1,1,11287,17740,13056,272,511,306,0,0,0,1,7,2,0,0,0,1
367,4352,1,1,1,13813,15610,12615,364,357,314,0,1,0,4,3,2,0,0,0,1
368,4360,1,1,1,6850,8567,8104,294,281,284,0,0,0,1,1,1,0,0,0,0
369,4367,1,1,1,11984,8047,10197,398,265,249,0,0,0,5,1,1,0,0,0,1
370,4375,1,1,1,8833,12318,11117,293,330,286,0,0,0,1,3,1,0,0,0,1
371,4390,1,1,1,7145,9754,10997,280,324,392,0,2,0,1,2,3,0,0,0,1
372,4394,1,1,1,15359,16349,10600,527,466,280,0,0,2,5,2,1,1,1,0,1
373,4396,1,1,1,14161,18784,12094,499,542,289,1,0,0,7,4,1,0,1,0,1
374,4397,1,1,1,13860,14875,11366,497,390,267,0,0,0,3,5,1,1,0,0,1
375,4401,1,1,1,12858,14672,11455,425,451,270,0,1,0,3,2,1,0,1,0,1
376,4407,1,1,1,9581,13973,11540,321,426,306,0,0,0,2,7,3,0,0,0,1
377,4408,1,1,1,11304,22408,15146,354,696,362,0,0,0,3,11,5,0,1,0,1
378,4416,1,1,1,11077,13140,10848,389,409,302,0,1,0,4,6,2,0,0,0,1
379,4424,1,1,1,8594,8996,14252,293,300,468,0,0,1,1,2,7,0,0,0,1
380,4431,1,1,1,7674,10868,11104,303,259,284,0,0,2,2,1,1,0,0,0,1
381,4437,1,1,1,9688,10096,16381,294,267,449,0,0,0,1,1,7,0,0,0,1
382,4439,1,1,1,17830,14653,10084,515,394,296,0,0,0,6,2,3,2,1,0,1
383,4444,1,1,1,10938,16089,13016,408,564,425,0,1,0,6,5,4,0,1,1,1
384,4465,1,1,1,8953,10519,9261,322,308,285,0,0,1,2,2,1,0,0,0,0
385,4467,1,1,1,9143,9078,10831,290,288,348,0,0,0,1,2,4,0,0,0,1
386,4469,1,1,1,8474,11960,9976,340,327,282,0,0,0,3,2,1,0,0,0,0
387,4472,1,1,1,11109,13226,11616,367,444,306,0,0,0,5,8,2,0,0,0,1
388,4473,1,1,1,11518,16220,15199,348,424,400,0,0,1,2,3,5,0,1,0,1
389,4485,1,1,1,10987,12282,11454,391,399,330,0,0,0,5,5,3,0,0,0,1
390,4488,1,1,1,9683,12564,10996,318,425,382,0,3,5,3,3,5,0,0,0,1
391,4490,1,1,1,8988,8935,14295,275,268,418,1,0,0,1,1,4,0,0,0,1
392,4493,1,1,1,8381,11876,10904,286,296,318,0,0,0,2,2,3,0,0,0,1
393,4496,1,1,1,11059,18189,10610,337,537,278,0,0,0,2,7,1,0,1,0,1
394,4497,1,1,1,13849,11471,9790,373,317,293,0,0,0,4,1,2,0,0,0,0
395,4498,1,1,1,8421,11562,13319,311,376,441,0,0,0,3,4,2,0,1,1,1
396,4501,1,1,1,12356,9609,8353,467,270,276,0,0,0,9,1,1,0,0,0,0
397,4502,1,1,1,11456,12254,12518,330,302,390,0,0,0,2,2,5,0,0,0,1
398,4512,1,1,1,8392,10917,15656,291,333,461,0,0,0,1,4,2,0,0,1,1
399,4514,1,1,1,7305,10305,13061,267,320,430,0,0,0,1,3,6,0,0,0,1
400,4531,1,1,1,11619,11244,10538,390,324,392,0,0,1,4,2,5,0,0,0,1
401,4544,1,1,1,15987,15712,14655,523,409,393,0,0,1,7,6,5,1,0,1,1
402,4548,1,1,1,15454,11043,11688,498,305,342,0,0,0,5,2,2,1,0,0,1
403,4563,1,1,1,7151,11768,11157,258,323,313,0,0,0,1,2,2,0,0,0,1
404,4565,1,1,1,15609,11589,8600,472,289,263,0,0,0,4,1,1,2,0,0,0
405,4566,1,1,1,8789,9375,13801,309,323,424,0,0,0,1,3,2,0,0,0,1
406,4571,1,1,1,8576,12636,9602,306,434,272,1,0,0,2,5,1,0,0,0,0
407,4588,1,1,1,12269,14271,12538,357,379,359,0,0,0,3,3,5,0,0,0,1
408,4592,1,1,1,11850,11754,12555,359,443,439,0,3,2,3,5,5,0,0,0,1
409,4593,1,1,1,13836,13543,11071,435,342,290,0,0,0,5,3,1,0,0,0,1
410,4597,1,1,1,8113,13483,10679,259,438,294,0,0,1,1,8,1,0,0,0,1
411,4606,1,1,1,10425,14827,9926,364,456,276,0,0,0,3,3,1,0,1,0,0
412,4610,1,1,1,8534,19815,14312,282,631,333,0,0,0,1,10,4,0,0,1,1
413,4613,1,1,1,9155,11524,12001,319,313,386,0,0,1,2,2,3,0,0,0,1
414,4633,1,1,1,8037,12250,11192,298,400,316,0,1,0,1,5,3,0,0,0,1
415,4634,1,1,1,11647,13865,11563,390,403,322,0,0,0,2,3,2,0,0,0,1
416,4637,1,1,1,8903,18274,10966,277,623,328,0,0,0,1,7,1,0,1,0,1
417,4660,1,1,1,13888,11540,10917,438,329,271,0,0,0,7,1,1,0,0,0,1
418,4662,1,1,1,10795,18926,15052,308,589,374,0,0,0,2,5,5,0,1,0,1
419,4668,1,1,1,9116,15755,16468,290,449,476,0,0,0,1,7,2,0,0,1,1
420,4672,1,1,1,8871,12273,11619,325,386,411,0,0,0,2,4,3,0,0,1,1
421,4676,1,1,1,11194,15885,11029,331,398,270,0,0,0,2,4,1,0,1,0,1
422,4679,1,1,1,9731,19094,13219,287,608,319,0,0,0,1,6,2,0,1,0,1
423,4682,1,1,1,12715,14915,11564,460,490,267,1,2,0,6,9,4,0,0,0,1
424,4696,1,1,1,16873,19877,9102,481,605,217,0,0,0,6,9,1,0,0,1,0
425,4697,1,1,1,10196,11697,11799,289,285,287,0,0,0,1,1,1,0,0,0,1
426,4709,1,1,1,7767,12340,10012,281,378,285,0,1,0,1,4,1,0,0,0,1
427,4719,1,1,1,12194,14801,10579,351,444,278,0,1,0,2,2,1,1,1,0,1
428,4732,1,1,1,9588,13502,11858,306,386,313,0,0,0,2,5,3,0,0,0,1
429,4733,1,1,1,10302,14185,15855,342,392,449,0,0,0,3,5,4,0,0,1,1
430,4742,1,1,1,12553,11484,13625,343,358,353,0,1,0,2,3,3,0,1,1,1
431,4744,1,1,1,8656,10589,9424,313,351,300,0,0,0,3,4,2,0,0,0,0
432,4748,1,1,1,10016,12674,10051,351,351,273,0,0,0,2,4,1,0,0,0,1
433,4754,1,1,1,10758,10804,12154,294,275,345,0,0,0,2,1,4,0,0,0,1
434,4756,1,1,1,9702,15970,11255,297,485,297,0,0,0,2,5,2,0,1,0,1
435,4757,1,1,1,9318,8101,14359,290,309,463,0,0,0,2,2,2,0,0,1,1
436,4770,1,1,1,8508,14276,9387,280,577,262,0,0,0,1,4,1,0,2,0,0
437,4777,1,1,1,10097,11715,11092,329,508,339,0,0,0,1,8,5,0,0,0,1
438,4780,1,1,1,8815,13076,9743,287,471,268,0,0,0,1,7,1,0,0,0,0
439,4787,1,1,1,9000,21197,14645,276,674,370,0,0,1,1,13,5,0,1,0,1
440,4795,1,1,1,9687,11410,11323,286,339,305,0,0,1,1,4,2,0,0,0,1
441,4797,1,1,1,10296,21349,12724,288,693,298,0,0,0,1,10,3,0,1,1,1
442,4803,1,1,1,12073,19379,14565,351,609,326,0,0,0,2,9,2,0,1,0,1
443,4806,1,1,1,13021,11272,11590,422,304,378,0,0,1,5,2,3,0,0,0,1
444,4813,1,1,1,7888,9430,10996,296,315,283,0,1,1,2,2,1,0,0,0,1
445,4819,1,1,1,7261,11215,10752,283,376,330,0,0,0,1,5,2,0,0,0,1
446,4821,1,1,1,8890,11098,11719,283,353,345,0,0,1,1,5,2,0,0,0,1
447,4829,1,1,1,8462,14507,11042,294,496,344,1,0,1,2,4,2,0,0,0,1
448,4834,1,1,1,13176,17357,12719,393,566,312,0,1,0,6,8,8,0,1,0,1
449,4853,1,1,1,10239,15140,13135,312,424,343,0,0,0,2,6,1,0,0,0,1
450,4868,1,1,1,7856,8892,10352,275,294,339,0,0,0,1,1,2,0,0,0,1
451,4869,1,1,1,14467,14299,10488,477,451,246,0,0,0,4,8,6,1,0,0,1
452,4873,1,1,1,9979,13921,13556,289,417,382,0,0,0,1,5,3,0,0,1,1
453,4877,1,1,1,15265,11082,10356,490,310,283,1,3,8,5,1,1,1,0,0,1
454,4878,1,1,1,10752,13567,10744,316,365,268,0,0,0,2,3,1,0,0,0,1
455,4879,1,1,1,10966,9402,12423,314,274,351,0,0,0,2,1,2,0,0,0,1
456,4882,1,1,1,8477,11353,10716,287,402,274,0,0,0,1,5,1,0,1,0,1
457,4893,1,1,1,11297,11107,13680,397,309,447,0,0,0,2,2,2,1,0,1,1
458,4896,1,1,1,7723,11392,11009,281,353,307,0,0,0,1,2,2,0,1,0,1
459,4902,1,1,1,9130,11372,12521,315,393,353,0,0,0,2,3,3,0,1,0,1
460,4908,1,1,1,11939,17925,12662,316,574,362,0,0,0,2,5,4,0,1,0,1
461,4912,1,1,1,13624,18465,9766,400,498,297,0,0,1,3,8,6,1,0,1,0
462,4916,1,1,1,8458,8709,9760,291,294,314,0,1,0,1,1,1,0,0,0,0
463,4919,1,1,1,10850,15825,16398,333,565,399,1,0,1,2,9,5,0,1,0,1
464,4931,1,1,1,8796,6190,10260,286,271,301,1,2,0,1,1,1,0,0,0,1
465,4933,1,1,1,8741,11115,8924,346,350,274,0,0,0,3,3,1,0,0,0,0
466,4934,1,1,1,9094,13026,14061,280,362,340,0,0,0,1,4,3,0,0,0,1
467,4949,1,1,1,11836,11162,11599,366,315,310,0,0,0,4,2,2,0,0,0,1
468,4951,1,1,1,9314,12698,14860,321,355,491,0,1,0,2,3,4,0,0,1,1
469,4955,1,1,1,12215,12915,12660,358,340,340,0,0,0,3,3,4,0,0,0,1
470,4967,1,1,1,13941,13108,15374,404,278,463,0,0,0,5,1,5,0,0,0,1
471,4970,1,1,1,7775,9606,8076,279,352,272,0,0,0,1,3,1,0,0,0,0
472,4973,1,1,1,10415,11514,9973,360,367,281,0,0,0,3,4,1,0,0,0,0
473,4974,1,1,1,11486,11783,11716,325,303,297,0,0,0,3,2,2,0,0,0,1
474,4978,1,1,1,14648,13234,10971,508,391,368,0,1,0,3,5,3,1,0,0,1
475,4987,1,1,1,11759,16197,12785,345,516,360,0,0,1,4,8,5,0,0,0,1
476,4997,1,1,1,7983,12617,11120,269,405,336,0,0,0,1,4,2,0,0,0,1
477,4998,1,1,1,10653,18260,13008,283,450,286,0,0,0,1,7,1,0,0,0,1
478,5001,1,1,1,9503,10880,9811,289,361,267,0,0,0,1,4,1,0,0,0,0
479,5010,1,1,1,11170,14487,14027,315,496,375,0,0,0,2,5,4,0,1,0,1
480,5012,1,1,1,8009,11340,10453,286,381,303,0,0,0,1,2,2,0,1,0,1
481,5035,1,1,1,11434,16008,13087,387,531,325,0,0,0,5,7,9,0,0,0,1
482,5038,1,1,1,10700,11469,10697,294,318,299,0,0,1,1,2,2,0,0,0,1
483,5041,1,1,1,8198,12360,9938,272,441,289,0,0,0,1,4,1,0,1,0,0
484,5042,1,1,1,8754,12714,13204,268,369,358,0,0,1,1,4,4,0,0,0,1
485,5047,1,1,1,11717,11571,11757,364,342,332,0,0,0,3,2,3,0,0,0,1
486,5050,1,1,1,25882,9420,0,814,359,18,0,2,0,10,4,0,1,0,0,0
487,5061,1,1,1,12150,15637,12938,308,467,329,0,0,0,1,6,2,0,0,0,1
488,5071,1,1,1,8629,11258,11869,278,350,307,0,0,0,1,2,3,0,0,0,1
489,5077,1,1,1,11118,16232,10612,382,489,274,0,0,0,3,4,1,0,1,0,1
490,5078,1,1,1,11041,11425,14666,312,343,428,0,0,0,2,3,7,0,0,0,1
491,5081,1,1,1,9942,6971,12473,297,278,368,2,1,0,1,1,5,0,0,0,1
492,5082,1,1,1,10919,15330,12260,284,318,284,0,0,1,1,2,1,0,0,0,1
493,5089,1,1,1,9756,10797,9609,328,320,276,0,0,0,1,2,1,0,0,0,0
494,5100,1,1,1,9169,10629,10742,382,401,264,0,1,0,5,5,1,0,0,0,1
495,5117,1,1,1,8654,10625,9912,303,339,314,0,0,0,2,4,2,0,0,0,0
496,5122,1,1,1,10941,9312,9816,439,288,310,0,0,0,7,1,3,0,0,0,0
497,5124,1,1,1,9059,8774,12850,297,289,395,0,0,1,2,1,7,0,0,0,1
498,5125,1,1,1,10405,12887,10584,285,341,275,1,0,0,1,2,1,0,0,0,1
499,5127,1,1,1,8183,8727,6065,312,283,268,1,0,3,2,1,1,0,0,0,0
500,5129,1,1,1,10491,11930,14354,317,366,462,0,1,2,2,2,3,0,0,2,1
501,5133,1,1,1,9264,12433,10731,279,394,264,0,1,0,1,5,1,0,0,0,1
502,5136,1,1,1,11060,11399,13869,336,275,467,0,0,7,4,1,7,0,0,0,1
503,5137,1,1,1,10689,11618,12994,336,307,328,0,0,0,2,2,4,1,0,0,1
504,5141,1,1,1,10951,11611,11256,326,329,291,0,0,0,3,3,2,0,0,0,1
505,5142,1,1,1,12918,12195,11054,508,305,322,0,0,0,5,2,2,1,0,0,1
506,5150,1,1,1,7866,11329,10914,286,335,324,0,0,1,1,3,2,0,0,0,1
507,5154,1,1,1,8121,10345,10678,282,339,286,0,0,0,1,3,1,0,0,0,1
508,5157,1,1,1,14251,14115,14162,385,350,321,0,1,1,5,2,2,0,0,0,1
509,5158,1,1,1,7773,13040,13803,281,374,472,0,0,1,1,3,2,0,0,1,1
510,5163,1,1,1,7996,11921,10717,285,421,305,0,0,0,1,5,1,0,0,0,1
511,5167,1,1,1,7907,11229,11621,274,339,370,0,0,0,1,2,4,0,0,0,1
512,5173,1,1,1,8214,13152,10669,288,455,271,0,0,0,1,2,1,0,1,0,1
513,5181,1,1,1,8955,11742,9395,290,367,299,0,0,0,1,4,2,0,0,0,0
514,5182,1,1,1,12190,14102,16255,376,379,420,0,0,1,3,5,5,1,0,0,1
515,5187,1,1,1,11486,9677,8097,412,295,272,0,0,0,3,2,1,1,0,0,0
516,5191,1,1,1,13083,19855,7801,372,628,258,0,0,1,3,11,3,1,1,0,0
517,5197,1,1,1,13215,12371,9799,371,292,255,0,0,0,3,1,1,1,0,0,0
518,5209,1,1,1,8447,8267,7686,324,284,286,0,0,0,2,1,2,0,0,0,0
519,5215,1,1,1,8971,11713,9961,293,518,310,0,0,0,2,5,1,0,1,0,0
520,5217,1,1,1,12000,13708,9588,339,341,293,0,0,0,2,3,1,0,0,0,0
521,5243,1,1,1,7731,12936,12525,282,387,361,0,0,0,1,5,3,0,0,0,1
522,5245,1,1,1,8234,15094,14257,275,537,418,0,0,1,1,5,3,0,1,1,1
523,5246,1,1,1,10175,17971,11121,307,600,307,1,0,0,2,4,1,0,1,0,1
524,5250,1,1,1,10407,10675,10324,328,288,276,0,0,0,3,1,1,0,0,0,1
525,5254,1,1,1,10969,10696,12349,336,298,378,0,0,0,3,1,5,0,0,0,1
526,5255,1,1,1,8955,11974,9706,312,369,324,0,0,1,1,1,2,0,0,0,0
527,5257,1,1,1,7442,9478,11692,262,286,352,0,0,0,1,1,2,0,0,1,1
528,5258,1,1,1,9522,16582,15466,274,572,382,0,0,0,1,9,10,0,1,0,1
529,5261,1,1,1,13855,17742,16661,379,441,416,0,0,0,2,4,4,1,1,0,1
530,5272,1,1,1,13219,12061,10823,444,345,273,0,0,0,3,3,1,1,0,0,1
531,5285,1,1,1,9726,9901,11727,285,308,319,1,0,0,1,2,2,0,0,1,1
532,5287,1,1,1,10205,10829,8927,322,293,265,0,0,2,2,2,1,0,0,0,0
533,5292,1,1,1,8880,15113,12695,276,432,315,0,1,0,1,4,2,0,0,0,1
534,5293,1,1,1,10262,10930,10677,321,286,278,0,0,0,2,1,1,0,0,0,1
535,5294,1,1,1,12832,12301,11256,477,405,334,0,0,2,6,6,4,0,0,0,1
536,5297,1,1,1,7533,7066,10093,273,286,331,0,0,0,1,1,3,0,0,0,1
537,5298,1,1,1,10934,10640,9331,362,303,267,0,0,1,4,2,1,0,0,0,0
538,5299,1,1,1,11966,15164,12552,368,472,335,0,0,0,3,5,2,0,0,0,1
539,5304,1,1,1,11025,13802,11339,382,458,335,0,0,0,3,7,7,0,0,0,1
540,5307,1,1,1,9861,12255,13468,287,325,431,0,0,0,1,3,4,0,0,0,1
541,5314,1,1,1,10772,10407,10129,355,313,267,0,2,0,2,2,1,1,0,0,1
542,5315,1,1,1,8211,8212,8406,317,289,271,0,0,0,2,1,1,0,0,0,0
543,5325,1,1,1,7778,12125,9836,277,354,275,0,0,0,1,2,1,0,0,0,0
544,5336,1,1,1,9112,12799,9632,303,354,319,1,1,5,2,2,2,0,0,0,0
545,5351,1,1,1,11646,16726,10963,401,576,232,0,2,2,3,11,2,1,0,0,1
546,5355,1,1,1,11351,9513,10243,356,289,298,0,0,0,2,1,2,0,0,0,1
547,5357,1,1,1,10490,9565,10313,383,273,283,0,0,0,3,1,1,0,0,0,1
548,5372,1,1,1,15173,18064,19729,396,411,428,0,0,0,4,4,4,0,0,0,1
549,5376,1,1,1,8689,12150,10473,277,369,285,1,0,0,1,3,1,0,0,0,1
550,5389,1,1,1,8981,12190,13746,279,429,399,0,0,1,1,6,6,0,0,0,1
551,5390,1,1,1,8412,8993,10040,386,286,335,0,1,0,3,1,2,0,0,0,1
552,5392,1,1,1,12674,13274,15348,448,331,436,0,0,3,8,2,4,0,0,1,1
553,5395,1,1,1,10858,12107,14484,417,479,411,0,3,0,5,4,4,0,1,1,1
554,5398,1,1,1,7946,10987,10425,264,300,287,1,0,0,1,1,1,0,0,0,1
555,5405,1,1,1,16400,14750,18019,450,310,377,0,0,1,6,2,3,0,0,0,1
556,5406,1,1,1,11109,16346,10283,331,556,295,0,0,0,2,6,3,0,1,0,1
557,5407,1,1,1,10971,11397,12798,447,305,345,0,0,0,7,2,2,0,0,0,1
558,5423,1,1,1,11797,17638,17361,318,418,371,0,0,0,2,3,2,0,1,0,1
559,5426,1,1,1,9603,12046,10400,280,327,265,0,0,0,1,2,1,0,0,0,1
560,5436,1,1,1,9073,11259,10993,299,298,272,0,0,0,2,1,1,0,0,0,1
561,5439,1,1,1,14188,16453,13561,418,438,285,0,1,1,6,5,6,0,0,1,1
562,5450,1,1,1,10271,10371,11219,318,308,283,0,0,0,1,2,1,0,0,0,1
563,5451,1,1,1,9161,10040,12322,283,276,465,0,0,0,1,1,3,0,0,1,1
564,5455,1,1,1,11410,13291,10887,359,385,299,0,0,1,3,5,1,0,0,0,1
565,5473,1,1,1,8135,13250,12607,291,477,387,0,0,0,1,6,4,0,1,0,1
566,5474,1,1,1,7914,9205,10247,284,288,317,0,0,1,1,1,3,0,0,0,1
567,5475,1,1,1,10786,12165,13073,313,283,284,1,0,0,1,1,1,0,0,0,1
568,5479,1,1,1,8376,8810,6730,269,287,306,0,0,0,1,1,2,0,0,0,0
569,5481,1,1,1,7757,10849,8032,284,371,267,0,0,0,1,3,1,0,1,0,0
570,5483,1,1,1,7043,15049,15433,261,498,402,0,0,0,1,7,4,0,1,0,1
571,5487,1,1,1,11720,10479,10227,380,305,283,0,1,0,3,1,1,0,0,0,1
572,5489,1,1,1,9810,14361,14183,337,416,423,0,0,1,1,3,4,0,0,1,1
573,5490,1,1,1,9824,9471,8644,356,274,280,0,0,0,3,1,1,0,0,0,0
574,5493,1,1,0,23378,16025,0,740,442,0,0,0,-1,7,2,-1,2,1,-1,0
575,5494,1,1,1,11344,11078,11924,303,275,284,0,0,0,1,1,2,0,0,0,1
576,5499,1,1,1,9718,10394,10657,307,303,315,2,0,1,2,2,2,0,0,0,1
577,5503,1,1,1,9469,9617,12705,278,309,429,0,0,0,1,2,4,0,0,1,1
578,5506,1,1,1,11987,14227,11412,312,355,279,0,0,0,2,4,1,0,0,0,1
579,5515,1,1,1,11773,12594,14428,345,373,466,0,0,0,4,5,10,0,0,0,1
580,5516,1,1,1,16545,13295,8248,537,364,207,1,0,0,7,4,5,1,0,0,0
581,5519,1,1,1,9322,11457,12293,273,300,352,0,0,0,1,1,4,0,0,0,1
582,5521,1,1,1,8955,10008,13487,272,284,402,0,0,0,1,1,5,0,0,0,1
583,5522,1,1,1,9712,9050,10671,298,278,284,0,0,0,2,1,1,0,0,0,1
584,5530,1,1,1,13832,16257,19251,350,374,461,0,0,3,4,5,5,0,0,0,1
585,5532,1,1,1,6569,8888,8585,277,285,285,1,0,0,1,1,1,0,0,0,0
586,5533,1,1,1,11010,10725,10236,377,332,316,0,0,0,5,3,1,0,0,0,1
587,5536,1,1,1,9897,8499,9210,371,269,316,1,1,0,5,1,2,0,0,0,0
588,5541,1,1,1,8111,8539,15293,275,275,480,0,0,0,1,1,7,0,0,1,1
589,5545,1,1,1,10002,11806,10856,338,310,275,0,0,0,2,1,1,0,0,0,1
590,5546,1,1,1,8855,10256,9287,284,290,328,0,0,1,1,1,2,0,0,1,0
