,id,lactation_1,lactation_2,lactation_3,total_production_1,total_production_2,total_production_3,milk_days_1,milk_days_2,milk_days_3,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,inseminacion_lac_1,inseminacion_lac_2,inseminacion_lac_3,abortos_Lac_1,abortos_lac_2,abortos_lac_3,production_ok
891,6851,1,1,0,17063,10431,0,638,258,0,0,0,-1,14,9,-1,0,0,-1,0
892,6853,1,1,0,16970,12736,0,644,321,0,0,0,-1,5,4,-1,1,0,-1,0
893,6855,1,1,0,19064,10900,0,683,283,0,0,0,-1,12,3,-1,1,1,-1,0
894,6856,1,1,0,15660,11170,0,521,316,0,0,0,-1,4,8,-1,2,0,-1,0
895,6860,1,1,1,14219,12740,11656,482,308,291,0,0,0,1,3,2,0,0,0,1
896,6861,1,1,0,19322,17599,0,511,416,0,0,1,-1,7,8,-1,0,0,-1,0
897,6867,1,1,1,9382,8959,9965,293,269,258,0,0,0,2,1,5,0,0,0,0
898,6871,1,1,1,11469,13021,14044,330,341,453,0,1,0,3,2,4,0,0,1,1
899,6877,1,1,0,12553,11845,0,439,430,0,1,1,-1,6,3,-1,0,0,-1,0
900,6881,1,1,1,10372,9570,9286,357,297,242,0,0,0,3,1,3,0,0,0,0
901,6885,1,1,1,9524,11569,11606,301,346,345,0,0,0,2,6,3,0,0,0,1
902,6887,1,1,1,10360,10438,12582,311,291,295,0,0,0,2,2,7,0,0,0,1
903,6910,1,1,1,9604,15451,11846,300,447,340,0,0,1,1,8,4,0,0,0,1
904,6911,1,1,1,12193,9451,5965,457,273,150,0,0,0,3,1,2,1,0,0,0
905,6913,1,1,1,12031,15574,13027,338,371,287,1,1,0,2,2,1,0,0,0,1
906,6916,1,1,1,17603,21906,15886,562,684,436,2,0,0,9,8,6,2,1,0,1
907,6917,1,1,1,13315,14188,10252,365,313,195,0,0,0,3,2,1,0,0,0,1
908,6925,1,1,1,10260,13743,10800,338,424,306,0,0,0,2,3,1,0,0,0,1
909,6930,1,1,1,9160,10585,7219,313,381,178,0,0,0,3,4,3,0,0,0,0
910,6935,1,1,1,12956,12314,7207,389,305,133,0,0,0,2,1,2,0,0,0,0
911,6940,1,1,1,9340,10363,13624,275,279,382,0,0,0,1,1,6,0,0,0,1
912,6941,1,1,1,9739,10483,10559,377,350,329,0,0,0,6,1,3,0,0,0,1
913,6944,1,1,1,12206,13486,15261,349,335,458,0,0,0,2,3,3,0,0,1,1
914,6953,1,1,1,7666,13538,11699,275,364,304,0,0,0,1,2,1,0,1,0,1
915,6956,1,1,1,9782,15174,15291,321,458,455,0,0,1,3,8,6,0,0,0,1
916,6958,1,1,1,7831,8159,9465,276,281,292,0,0,0,1,1,2,0,0,0,0
917,6962,1,1,1,7420,10247,9555,284,303,290,0,0,0,1,2,2,0,0,0,0
918,6966,1,1,1,13334,8904,7472,433,268,171,0,0,0,2,1,2,1,0,0,0
919,6974,1,1,1,11126,12798,10624,296,345,358,1,0,7,1,4,2,0,0,0,1
920,6976,1,1,1,12244,11069,10359,391,282,340,0,0,5,3,1,1,0,0,0,1
921,6977,1,1,1,8619,13018,16573,274,389,597,0,0,4,1,6,6,0,0,2,1
922,6982,1,1,1,8241,11043,7989,284,327,223,0,1,0,1,3,1,0,0,0,0
923,6987,1,1,1,9703,11959,12835,296,367,343,0,2,1,2,3,3,0,0,0,1
924,6989,1,1,1,7775,8838,8881,281,275,275,0,0,1,1,1,1,0,0,0,0
925,6991,1,1,1,9008,14038,12197,294,410,282,0,0,0,1,6,1,0,0,0,1
926,6996,1,1,1,11145,12233,13587,338,296,392,0,0,0,3,2,5,0,0,0,1
927,6997,1,1,1,11737,10602,10926,344,302,238,0,0,0,2,2,3,0,0,2,1
928,6998,1,1,1,10625,12309,13440,323,310,350,0,0,0,2,2,2,0,0,0,1
929,7001,1,1,1,8910,8055,14400,283,329,385,0,0,0,1,2,3,0,1,0,1
930,7003,1,1,1,9973,14052,15685,296,378,438,0,0,1,1,5,5,0,0,1,1
931,7008,1,1,1,9530,10158,12883,286,275,284,0,0,0,1,1,6,0,0,0,1
932,7010,1,1,0,16781,12889,0,542,366,0,0,0,-1,8,3,-1,0,0,-1,0
933,7014,1,1,1,10847,9147,1475,393,303,133,1,1,0,2,1,1,1,0,0,0
934,7015,1,1,1,9751,9426,22411,298,292,633,1,0,0,1,1,7,0,0,2,1
935,7017,1,1,1,25024,16951,12232,781,381,294,0,0,0,5,2,1,1,0,0,1
936,7019,1,1,0,12172,14866,0,372,455,0,0,0,-1,3,8,-1,0,0,-1,0
937,7021,1,1,1,6375,6460,8078,276,261,275,0,0,0,1,1,1,0,0,0,0
938,7022,1,1,1,9327,11046,12083,275,281,310,1,0,0,1,1,2,0,0,0,1
939,7023,1,1,1,13217,10776,3065,411,355,73,0,0,0,5,1,0,0,0,0,0
940,7024,1,1,1,14159,13380,12273,419,313,281,3,0,0,3,2,1,1,0,0,1
941,7026,1,1,1,11213,10767,12654,383,268,367,0,0,1,4,1,4,0,0,0,1
942,7031,1,1,1,9599,8838,9929,333,269,228,0,0,0,2,1,1,0,0,0,0
943,7035,1,1,1,10503,12933,13877,281,315,347,0,1,1,1,2,1,0,0,0,1
944,7036,1,1,1,9590,10784,11838,437,328,314,1,0,0,7,3,2,0,0,0,1
945,7038,1,1,1,8583,12603,10198,327,426,286,0,0,0,3,3,1,0,1,0,1
946,7046,1,1,1,10727,11123,11986,314,339,356,0,0,0,3,2,3,0,0,0,1
947,7048,1,1,1,10062,10401,11673,317,272,236,0,0,1,2,1,1,0,0,0,1
948,7051,1,1,1,8501,11442,14759,284,317,460,0,0,1,1,1,5,0,0,1,1
949,7053,1,1,0,12553,13547,0,398,418,0,0,1,-1,4,6,-1,0,0,-1,0
950,7056,1,1,1,9627,10356,10954,309,284,250,0,0,0,2,1,6,0,0,0,1
951,7057,1,1,1,8636,11087,8437,298,362,207,0,0,0,2,4,1,0,0,0,0
952,7058,1,1,0,12630,14120,0,428,456,0,0,0,-1,6,5,-1,0,1,-1,0
953,7059,1,1,1,8146,9509,7273,289,317,213,0,0,0,1,3,1,0,0,0,0
954,7060,1,1,0,18909,9717,0,712,221,0,0,0,-1,12,7,-1,1,0,-1,0
955,7064,1,1,1,8864,9931,10399,285,278,287,0,0,0,1,1,3,0,0,0,1
956,7066,1,1,1,7619,6691,11645,317,295,276,0,0,1,1,2,3,0,0,0,1
957,7068,1,1,0,16030,11831,0,609,286,0,2,0,-1,11,8,-1,1,0,-1,0
958,7071,1,1,1,9321,11710,9986,335,384,295,0,0,0,3,2,2,0,1,0,0
959,7074,1,1,1,0,11141,11234,550,313,301,0,0,0,1,2,2,0,0,0,1
960,7076,1,1,1,11811,14442,12863,403,465,371,0,0,0,5,5,4,2,1,1,1
961,7088,1,1,1,9991,9650,9344,288,282,261,0,1,0,1,1,3,0,0,0,0
962,7094,1,1,1,8239,10779,10515,275,328,249,0,2,2,1,3,2,0,0,0,1
963,7097,1,1,1,10264,15555,0,293,432,13,0,0,0,2,5,0,0,0,0,0
964,7099,1,1,1,8757,8975,9498,308,279,307,0,0,2,2,1,2,0,0,0,0
965,7100,1,1,1,9769,13033,10926,349,329,285,0,0,0,3,2,1,0,1,0,1
966,7101,1,1,1,8136,7779,9089,308,272,275,0,0,0,2,1,2,0,0,0,0
967,7104,1,1,1,10225,7955,7715,320,281,220,2,1,1,1,1,2,0,0,1,0
968,7105,1,1,1,11990,9208,9907,356,260,228,0,0,0,2,1,3,0,0,0,0
969,7107,1,1,1,13840,13430,11190,518,418,290,0,0,0,9,5,1,1,1,0,1
970,7108,1,1,0,12060,16539,0,342,484,0,0,2,-1,3,4,-1,0,1,-1,0
971,7110,1,1,1,10170,9525,10440,333,280,320,1,0,0,3,1,2,0,0,0,1
972,7112,1,1,1,9952,10877,13064,319,295,305,0,0,1,2,3,2,0,0,0,1
973,7116,1,1,1,8725,9508,11125,305,275,284,0,0,0,2,1,1,0,0,0,1
974,7121,1,1,1,8865,8694,8758,292,310,223,0,0,0,1,2,3,0,0,0,0
975,7129,1,1,1,9351,11396,10714,286,284,285,0,0,1,1,1,1,0,0,0,1
976,7131,1,1,1,13136,9424,5946,433,276,131,0,0,1,3,1,1,1,0,0,0
977,7134,1,1,1,10910,12624,7541,309,358,203,0,2,1,2,3,1,0,0,0,0
978,7139,1,1,1,12132,11629,12016,335,309,321,0,0,0,3,2,1,0,0,0,1
979,7140,1,1,1,7906,13915,10204,282,444,288,0,0,0,1,4,1,0,0,0,1
980,7141,1,1,1,8269,9135,12854,272,288,400,0,0,0,1,1,2,0,0,1,1
981,7144,1,1,1,8147,8865,7818,282,332,266,0,0,0,1,3,1,0,0,0,0
982,7147,1,1,1,8041,8843,10191,269,288,347,0,0,0,1,1,2,0,0,0,1
983,7151,1,1,1,7694,7859,9054,307,271,349,2,0,0,2,1,4,0,0,0,0
984,7155,1,1,0,15185,13547,0,515,353,0,0,0,-1,6,8,-1,1,0,-1,0
985,7158,1,1,1,10317,7774,9378,334,299,229,0,0,1,3,2,1,0,0,0,0
986,7159,1,1,1,6857,14196,9915,270,565,287,1,0,0,1,7,5,0,1,0,0
987,7160,1,1,1,10582,14392,3462,287,481,64,0,1,0,2,5,1,0,0,0,0
988,7164,1,1,0,16396,15255,0,518,377,0,0,1,-1,4,5,-1,1,0,-1,0
989,7166,1,1,1,9190,11520,7908,325,358,161,0,0,0,3,4,2,0,0,1,0
990,7167,1,1,1,18572,12062,9847,574,286,251,0,0,1,6,1,3,1,0,0,0
991,7168,1,1,1,8551,10070,8222,291,332,185,1,1,0,1,3,2,0,0,0,0
992,7172,1,1,1,12712,12662,5864,445,415,221,0,3,2,2,2,1,1,0,0,0
993,7173,1,1,1,7615,9183,12048,269,290,383,0,0,0,1,1,3,0,0,0,1
994,7174,1,1,1,7386,8583,10981,269,276,362,0,0,0,1,1,2,0,0,0,1
995,7176,1,1,1,8831,8550,7457,332,264,218,0,1,0,3,1,1,0,0,0,0
996,7179,1,1,1,10704,8462,10812,323,306,232,0,0,0,2,2,1,0,0,0,1
997,7181,1,1,1,9747,11431,9066,295,320,215,1,0,0,1,3,2,0,0,0,0
998,7187,1,1,1,10640,9335,7377,344,278,172,0,0,0,3,1,2,0,0,1,0
999,7190,1,1,1,7490,11089,1666,292,471,46,0,0,0,1,2,0,0,1,0,0
1000,7191,1,1,0,16719,12012,0,600,302,0,0,0,-1,10,4,-1,0,0,-1,0
1001,7194,1,1,0,14160,11378,0,579,325,0,0,0,-1,8,5,-1,0,0,-1,0
1002,7196,1,1,1,9883,11933,5737,302,359,115,0,0,0,1,4,2,0,0,0,0
1003,7198,1,1,1,11145,9585,4596,405,345,101,0,0,0,2,2,2,1,0,0,0
1004,7199,1,1,0,15274,16835,0,415,477,0,1,0,-1,3,9,-1,0,0,-1,0
1005,7201,1,1,1,11227,11041,8181,329,282,211,0,0,1,3,1,4,0,0,0,0
1006,7204,1,1,0,19362,13333,0,609,303,0,1,1,-1,8,5,-1,1,2,-1,0
1007,7205,1,1,1,14602,10118,3977,479,272,83,0,1,0,2,1,1,1,0,0,0
1008,7206,1,1,1,9253,8303,5220,395,300,160,0,1,0,3,1,2,1,0,0,0
1009,7212,1,1,1,8716,14545,656,291,518,29,0,0,0,1,2,0,0,1,0,0
1010,7214,1,1,1,8744,10486,11262,319,288,297,1,0,2,1,2,4,0,0,0,1
1011,7217,1,1,1,8527,8724,8643,300,286,247,0,0,0,2,2,3,0,0,1,0
1012,7223,1,1,1,9714,14706,2294,287,449,48,0,1,0,1,4,0,0,1,0,0
1013,7224,1,1,1,13284,9360,2360,513,270,53,0,0,0,3,1,0,0,0,0,0
1014,7225,1,1,1,9961,12200,7184,306,391,145,0,0,0,2,5,1,0,0,0,0
1015,7226,1,1,1,8819,13955,3769,296,447,77,0,0,0,2,4,2,0,1,0,0
1016,7232,1,1,1,8342,9180,8983,282,275,275,0,0,1,1,1,1,0,0,0,0
1017,7235,1,1,1,8805,9267,3590,310,343,89,0,0,2,2,3,1,0,0,0,0
1018,7245,1,1,1,7708,4948,6580,298,298,159,0,0,0,1,2,1,0,0,0,0
1019,7251,1,1,0,17829,8879,0,603,201,0,0,0,-1,5,2,-1,1,1,-1,0
1020,7252,1,1,0,13800,11531,0,493,394,0,0,0,-1,8,8,-1,0,0,-1,0
1021,7253,1,1,1,9571,9646,4511,322,279,216,0,0,0,2,1,2,0,0,0,0
1022,7255,1,1,1,9404,8944,9695,295,273,276,0,0,1,1,1,3,0,0,0,0
1023,7258,1,1,1,10340,9970,10537,301,298,271,0,0,0,2,2,3,0,0,0,1
1024,7262,1,1,1,7742,8934,6597,276,276,298,0,0,0,1,1,4,0,0,0,0
1025,7265,1,1,1,11655,8767,2918,434,274,69,0,1,0,2,1,1,1,0,0,0
1026,7266,1,1,1,8480,9609,8367,304,298,221,0,0,0,2,2,5,0,0,0,0
1027,7267,1,1,1,10715,9729,7756,327,282,218,0,0,0,2,2,2,0,0,0,0
1028,7271,1,1,1,8303,8672,6442,281,269,227,1,0,0,1,1,1,0,0,0,0
1029,7275,1,1,1,8652,9649,6719,326,345,181,0,0,0,2,2,1,0,0,0,0
1030,7277,1,1,1,9003,11385,9258,315,348,185,2,2,0,2,3,4,0,0,0,0
1031,7278,1,1,1,7305,7730,7196,279,328,226,0,0,0,1,2,1,0,0,0,0
1032,7280,1,1,1,9465,9416,10765,285,299,262,0,0,0,1,1,1,0,0,0,1
1033,7281,1,1,0,16882,12743,0,518,270,0,1,0,-1,8,4,-1,1,0,-1,0
1034,7282,1,1,1,8101,10411,6000,271,354,203,0,0,1,1,4,1,0,0,0,0
1035,7283,1,1,1,8722,10543,8724,316,339,200,0,0,0,1,4,2,0,0,0,0
1036,7284,1,1,1,9261,12506,6381,295,429,135,0,0,0,1,6,2,0,1,0,0
1037,7285,1,1,1,11403,10862,7414,358,307,156,0,0,0,3,2,1,0,0,0,0
1038,7286,1,1,1,9349,8090,4685,363,270,108,0,0,0,4,1,1,0,0,0,0
1039,7288,1,1,1,8671,10039,8480,288,306,189,0,0,1,1,1,1,0,0,0,0
1040,7289,1,1,0,13433,10601,0,523,348,0,0,0,-1,3,3,-1,1,0,-1,0
1041,7290,1,1,1,9443,12852,4084,317,446,85,0,0,0,3,2,1,0,1,0,0
1042,7292,1,1,1,16648,8678,4952,514,274,102,2,1,0,5,1,1,1,0,0,0
1043,7298,1,1,1,9611,10477,9984,311,291,238,0,0,0,3,1,4,0,0,0,0
1044,7308,1,1,0,11749,14657,0,400,480,0,0,2,-1,4,7,-1,0,1,-1,0
1045,7311,1,1,1,9358,8724,12008,274,311,309,0,0,0,1,1,7,0,0,0,1
1046,7312,1,1,1,8184,8352,11466,284,274,302,1,0,0,1,1,4,0,0,0,1
1047,7314,1,1,1,12521,12008,3403,407,355,69,0,0,0,4,3,1,1,0,0,0
1048,7320,1,1,1,8536,8624,9018,284,269,248,0,0,0,1,1,2,0,0,0,0
1049,7321,1,1,1,7583,9909,7202,289,337,168,0,0,0,1,4,2,0,0,0,0
1050,7322,1,1,1,10530,10386,9135,323,326,192,1,0,0,2,2,4,0,0,0,0
1051,7332,1,1,1,11436,12375,2574,356,430,52,0,0,0,2,4,1,0,1,0,0
1052,7333,1,1,1,9061,11089,6993,308,367,159,0,0,0,1,4,3,0,0,0,0
1053,7335,1,1,0,13131,12620,0,482,409,0,0,0,-1,6,6,-1,0,0,-1,0
1054,7338,1,1,1,9370,10410,7296,304,279,219,0,0,0,2,1,1,0,0,0,0
1055,7342,1,1,1,10647,10190,8567,327,327,162,0,0,0,3,3,4,0,0,0,0
1056,7345,1,1,1,12073,7982,3956,484,263,88,0,0,0,2,1,1,1,0,0,0
1057,7349,1,1,0,18149,7343,0,675,183,0,0,0,-1,8,4,-1,1,0,-1,0
1058,7350,1,1,1,13548,10333,7779,394,278,170,0,0,0,2,2,1,1,0,0,0
1059,7352,1,1,1,9455,6946,6271,352,258,215,0,0,0,3,1,1,0,0,0,0
1060,7353,1,1,1,10818,9256,7978,352,310,169,0,1,0,4,3,2,0,0,0,0
1061,7355,1,1,1,10142,11809,5664,286,389,106,0,0,0,1,2,1,0,0,0,0
1062,7356,1,1,1,8360,9300,9167,293,273,233,0,0,0,1,1,2,0,0,0,0
1063,7357,1,1,0,15190,10800,0,448,283,0,0,0,-1,5,1,0,0,0,0,0
1064,7359,1,1,0,18609,6145,0,580,320,0,0,1,-1,12,6,-1,0,0,-1,0
1065,7367,1,1,1,7237,8755,8210,283,288,265,0,0,0,1,1,2,0,0,0,0
1066,7369,1,1,1,8926,10852,7989,280,346,185,0,0,0,1,4,3,0,0,0,0
1067,7370,1,1,1,8698,9893,7790,333,274,207,0,0,0,2,1,1,0,0,0,0
1068,7373,1,1,1,10273,7857,8640,306,293,217,0,0,0,1,2,3,0,0,1,0
1069,7375,1,1,1,9365,8756,9722,301,285,243,0,0,0,2,2,5,0,0,0,0
1070,7377,1,1,1,11587,9879,6521,343,271,127,0,1,0,2,1,4,0,0,0,0
1071,7378,1,1,1,8742,8753,7346,305,289,188,0,0,0,2,2,1,0,0,0,0
1072,7381,1,1,1,8294,9052,7026,279,303,156,0,0,1,1,1,1,0,0,0,0
1073,7382,1,1,0,13460,13355,0,464,426,0,1,0,-1,6,7,-1,0,0,-1,0
1074,7386,1,1,1,9203,8846,10216,288,317,254,0,0,0,1,2,3,0,0,0,1
1075,7389,1,1,1,12403,10507,5681,330,280,139,2,0,2,1,1,3,0,0,1,0
1076,7392,1,1,1,8949,8706,7172,357,289,181,0,1,1,3,2,1,0,0,1,0
1077,7394,1,1,1,7710,8603,5696,288,300,261,0,0,1,1,2,3,0,0,0,0
1078,7395,1,1,1,9176,10543,7271,304,337,146,1,0,0,2,3,3,0,0,0,0
1079,7399,1,1,1,11320,10447,7035,432,305,149,0,0,0,6,1,4,0,0,0,0
1080,7401,1,1,0,12740,13302,0,521,355,0,0,0,-1,10,4,-1,0,0,-1,0
1081,7403,1,1,1,9432,9468,7704,304,288,200,2,0,0,1,1,2,0,0,0,0
1082,7405,1,1,1,7313,12734,8514,287,357,151,0,0,0,2,4,2,0,0,0,0
1083,7406,1,1,0,14649,9619,0,572,262,0,0,0,-1,11,3,-1,0,0,-1,0
1084,7408,1,1,1,10621,10761,9690,304,313,197,4,1,0,1,1,1,0,0,0,0
1085,7409,1,1,1,8748,8667,8946,289,263,255,1,0,1,1,1,2,0,0,0,0
1086,7414,1,1,1,8596,6490,10427,269,280,268,0,0,3,1,1,3,0,0,0,1
1087,7416,1,1,1,10183,9776,8175,332,272,203,0,0,0,2,1,1,0,0,0,0
1088,7417,1,1,1,7196,7783,6170,290,290,173,0,0,0,1,1,1,0,0,0,0
1089,7423,1,1,0,15246,10611,0,539,239,0,0,0,-1,12,4,-1,0,0,-1,0
1090,7424,1,1,0,16213,14862,0,458,383,0,0,0,-1,7,5,-1,0,0,-1,0
1091,7425,1,1,1,7766,7081,5459,340,297,158,0,0,0,2,2,1,0,0,0,0
1092,7427,1,1,1,8225,9709,7626,289,315,214,0,0,0,1,2,1,0,0,0,0
1093,7429,1,1,1,8520,9277,7923,315,329,180,0,0,1,1,3,1,0,0,0,0
1094,7441,1,1,1,10023,11337,10410,284,307,225,0,0,0,1,2,1,0,0,0,1
1095,7444,1,1,1,8867,10265,6192,289,403,132,1,0,0,1,5,3,0,0,0,0
1096,7446,1,1,1,8761,8120,6364,311,292,217,0,0,0,2,2,2,0,0,0,0
1097,7448,1,1,1,8248,9430,5616,290,369,135,0,0,0,1,3,1,0,0,0,0
1098,7449,1,1,1,7030,8200,4926,269,318,224,0,0,0,1,3,1,0,0,0,0
1099,7454,1,1,1,7820,9018,9979,267,282,257,0,0,2,1,1,1,0,0,0,0
1100,7461,1,1,0,10058,11024,0,318,407,0,0,0,-1,3,7,-1,0,0,-1,0
1101,7464,1,1,1,9561,13017,5950,319,360,114,0,1,0,1,2,1,0,0,0,0
1102,7476,1,1,0,12735,13147,0,442,449,0,0,0,-1,4,10,-1,0,0,-1,0
1103,7487,1,1,1,10381,12578,2469,304,419,80,0,0,0,2,4,1,0,1,0,0
1104,7494,1,1,1,6457,7599,8225,283,302,245,0,0,0,1,2,1,0,0,0,0
1105,7495,1,1,0,13427,10196,0,468,290,0,0,0,-1,3,2,0,1,0,0,0
1106,7496,1,1,1,13908,11181,5241,384,287,128,0,0,0,4,1,3,0,0,0,0
1107,7501,1,1,1,7205,8134,8715,279,300,235,0,0,0,1,2,1,0,0,0,0
1108,7509,1,1,1,7633,7204,8650,272,300,236,0,0,0,1,2,1,0,0,0,0
1109,7514,1,1,0,16866,8918,0,581,210,0,0,0,-1,8,4,-1,0,0,-1,0
1110,7521,1,1,1,9605,13989,7824,278,388,134,0,0,0,1,5,2,0,0,0,0
1111,7524,1,1,1,9293,9533,10912,287,266,263,0,0,0,1,1,5,0,0,0,1
1112,7526,1,1,1,8905,6505,9767,280,270,234,0,0,0,1,1,1,0,0,0,0
1113,7527,1,1,1,8085,8350,10060,288,269,240,1,0,0,1,1,1,0,0,0,1
1114,7528,1,1,0,9572,14078,0,286,493,0,0,0,-1,1,7,-1,0,1,-1,0
1115,7531,1,1,1,10372,8861,2930,386,279,73,0,0,0,5,1,2,0,0,0,0
1116,7532,1,1,1,9402,8160,7281,328,290,204,0,1,0,2,1,1,0,0,0,0
1117,7533,1,1,1,5838,7413,9282,287,263,258,0,0,0,1,1,2,0,0,0,0
1118,7537,1,1,1,11568,11446,9083,322,284,195,0,0,0,2,1,5,0,0,0,0
1119,7538,1,1,1,7964,7831,8522,284,322,205,0,0,0,1,2,1,0,0,0,0
1120,7541,1,1,1,8875,8532,5617,288,303,122,0,1,0,1,1,1,0,0,0,0
1121,7542,1,1,1,7977,9023,9772,287,284,238,0,0,0,1,1,2,0,0,0,0
1122,7547,1,1,1,10770,7232,4005,445,281,90,0,1,0,7,1,1,0,0,0,0
1123,7553,1,1,1,13366,11179,2654,441,320,57,0,0,0,4,1,1,0,0,0,0
1124,7555,1,1,1,8715,9342,7176,283,267,216,0,0,1,1,1,1,0,0,0,0
1125,7557,1,1,1,6968,7483,6197,284,309,217,0,0,0,1,2,1,0,0,0,0
1126,7558,1,1,1,8668,8293,6160,314,266,198,0,0,0,2,1,1,0,0,0,0
1127,7559,1,1,0,15446,10363,0,608,234,0,0,0,-1,12,3,-1,0,0,-1,0
1128,7563,1,1,1,11147,9859,8015,332,281,191,0,0,0,1,1,1,0,0,0,0
1129,7564,1,1,0,11604,14852,0,384,406,0,1,0,-1,4,6,-1,0,0,-1,0
1130,7568,1,1,1,8878,10594,10753,285,286,244,1,0,1,1,1,1,0,0,0,1
1131,7572,1,1,1,8232,7903,8569,294,267,237,0,0,0,2,1,1,0,0,0,0
1132,7578,1,1,1,9191,8083,5932,316,269,216,1,0,0,1,1,3,0,0,0,0
1133,7583,1,1,0,14946,12674,0,491,310,0,1,0,-1,5,5,-1,0,0,-1,0
1134,7589,1,1,1,6962,9172,10304,277,290,243,0,0,0,1,2,3,0,0,0,1
1135,7592,1,1,1,9721,6966,5363,351,267,124,0,2,0,2,2,1,0,0,0,0
1136,7595,1,1,1,11419,11331,6481,358,316,123,0,0,0,4,3,3,0,0,0,0
1137,7597,1,1,1,11373,11025,4417,384,333,86,0,0,0,4,3,2,1,0,0,0
1138,7599,1,1,1,9453,11025,9143,274,326,171,0,0,0,1,2,1,0,0,0,0
1139,7606,1,1,0,17388,11798,0,510,307,0,3,1,-1,6,3,-1,0,1,-1,0
1140,7612,1,1,1,8973,7949,6601,288,277,185,0,0,1,1,1,1,0,0,0,0
1141,7617,1,1,1,6235,7358,5936,278,312,200,0,0,0,1,2,1,0,0,0,0
1142,7619,1,1,1,10763,10904,8212,340,291,166,1,0,0,1,1,2,0,0,0,0
1143,7627,1,1,1,11127,12309,0,326,442,12,1,3,0,2,3,0,0,0,0,0
1144,7628,1,1,1,7748,7151,2396,304,287,68,0,0,0,2,2,1,0,0,0,0
1145,7638,1,1,1,11068,8825,3157,440,273,74,1,0,0,5,1,2,0,0,0,0
1146,7639,1,1,1,10400,11303,7058,325,323,142,0,1,0,1,1,2,0,0,0,0
1147,7645,1,1,1,7741,7215,6703,279,254,212,0,0,0,1,1,2,0,0,0,0
1148,7647,1,1,0,14913,13065,0,455,394,0,0,0,-1,4,8,-1,0,0,-1,0
1149,7650,1,1,1,10553,10433,5384,329,332,100,1,0,0,1,3,1,0,0,0,0
1150,7656,1,1,0,15024,7737,0,491,218,0,0,0,-1,3,3,-1,1,1,-1,0
1151,7657,1,1,1,9938,7722,7943,342,283,168,0,1,0,2,1,2,1,0,1,0
1152,7658,1,1,0,12264,10629,0,478,334,0,0,0,-1,7,5,-1,0,0,-1,0
1153,7663,1,1,1,9206,11187,8857,276,310,199,0,0,0,1,2,1,0,0,0,0
1154,7666,1,1,1,8509,11548,6033,309,328,164,1,4,1,2,2,5,0,0,0,0
1155,7668,1,1,1,8529,9195,7564,279,291,193,0,0,0,1,1,2,0,0,1,0
1156,7684,1,1,1,7821,8056,7021,285,282,195,0,0,0,1,1,1,0,0,0,0
1157,7690,1,1,1,7384,8501,5542,285,277,136,0,0,0,1,1,1,0,0,0,0
1158,7691,1,1,1,7354,7875,8795,286,265,248,0,0,0,1,1,7,0,0,0,0
1159,7696,1,1,1,9580,10343,3635,344,296,102,0,0,0,3,2,1,0,0,0,0
1160,7697,1,1,0,17292,10804,0,594,233,0,0,0,-1,6,1,-1,2,0,-1,0
1161,7701,1,1,0,12004,13623,0,405,411,0,0,0,-1,3,6,-1,1,0,-1,0
1162,7702,1,1,0,16595,13442,0,522,310,0,1,1,-1,3,3,-1,1,0,-1,0
1163,7706,1,1,0,15778,10913,0,547,300,0,0,0,-1,8,3,-1,1,0,-1,0
1164,7719,1,1,1,9053,8799,6677,285,283,157,0,1,1,1,1,2,0,0,0,0
1165,7720,1,1,1,7900,10550,3453,299,385,80,0,0,0,2,4,1,0,1,0,0
1166,7721,1,1,1,9726,7487,7110,326,273,164,0,1,0,1,1,1,0,0,0,0
1167,7735,1,1,1,10235,9334,9623,269,277,215,1,0,0,1,1,2,0,0,0,0
1168,7737,1,1,1,7734,6506,6617,283,290,185,0,0,0,1,2,2,0,0,0,0
1169,7742,1,1,0,14169,12336,0,509,310,0,0,0,-1,6,3,-1,0,0,-1,0
1170,7744,1,1,1,9251,8810,5307,313,276,151,0,0,0,2,1,3,0,0,0,0
1171,7747,1,1,0,12374,8041,0,467,213,0,0,0,-1,6,2,-1,0,0,-1,0
1172,7748,1,1,0,16365,8860,0,564,199,0,0,0,-1,6,3,-1,1,0,-1,0
1173,7749,1,1,1,8404,8551,7699,295,274,186,0,1,0,1,1,5,0,0,0,0
1174,7750,1,1,1,6783,7404,7741,272,273,226,0,0,0,1,1,2,0,0,0,0
1175,7753,1,1,1,9627,8366,7962,309,275,190,0,0,0,2,1,2,0,0,0,0
1176,7754,1,1,1,9032,8869,2246,300,263,125,0,0,0,2,1,1,0,0,0,0
1177,7755,1,1,1,10298,9054,0,450,310,10,0,0,0,4,2,0,0,0,0,0
1178,7760,1,1,1,11724,11321,6667,328,290,219,0,0,1,1,1,6,0,0,1,0
1179,7762,1,1,1,11646,10680,0,406,355,17,0,0,0,4,2,0,0,0,0,0
1180,7764,1,1,1,8315,9835,5121,313,286,109,2,0,0,2,1,1,0,0,0,0
1181,7767,1,1,1,9398,9409,7869,274,269,210,1,1,0,1,1,1,0,0,0,0
1182,7771,1,1,1,7987,8707,8376,280,263,220,0,0,0,1,1,2,0,0,0,0
1183,7773,1,1,1,11156,11193,25,390,330,37,0,0,0,4,2,0,0,0,0,0
1184,7774,1,1,0,13245,10130,0,498,341,0,0,0,-1,2,2,-1,1,0,-1,0
